,texture,pattern,material,location,disposition,colour,shape,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,weight_kilograms,weight_grams,weight_pounds,weight_ounces,value_US dollars,value_euros,value_pounds,temperature_celsius,temperature_fahrenheit,temperature_kelvin,concept,model_name
310,['soft'],[],"['aluminium', 'glass', 'metal', 'plastic', 'steel']","['counter', 'office', 'room', 'shop', 'table']",['hot'],,['rectangle'],0.35,24.0,250.0,11.0,0.8,0.35,20.3,170.0,10.5,2.0,0.45,30.0,235.0,11.0,0.75,1.0,1200.0,5.2,3.5,25.99,25.99,25.99,200.0,400.0,343.0,toaster,llama31_8b_standard
311,"['metallic', 'rough', 'smooth']",[],"['aluminium', 'glass', 'plastic', 'steel']","['bathroom', 'dining room', 'kitchen', 'office', 'outdoor']",[],"['black', 'red', 'silver', 'white']",,0.2,23.0,220.0,11.0,0.45,0.35,29.0,220.0,8.3,1.5,0.35,30.5,420.0,11.8,0.48,1.5,700.0,,2.5,20.99,25.99,25.99,180.0,400.0,343.0,toaster,llama31_8b_standard
312,['metallic'],[],,,,"['black', 'red', 'silver', 'white']","['cylindrical', 'rectangle']",0.3,24.0,240.0,10.5,0.25,0.35,23.5,270.0,11.5,1.2,0.35,27.0,345.0,11.0,0.45,1.5,1200.0,2.5,1.5,25.0,25.99,25.99,200.0,450.0,343.0,toaster,llama31_8b_standard
313,"['metallic', 'rough', 'smooth']",[],"['aluminium', 'ceramic', 'plastic', 'steel']",,[],,['rectangle'],0.35,24.0,230.0,11.0,0.75,0.35,22.0,175.0,10.5,1.5,0.35,33.0,430.0,11.5,1.2,2.5,800.0,3.5,2.5,25.99,29.99,25.99,190.0,350.0,373.0,toaster,llama31_8b_standard
314,['metallic'],[],,,['functional'],"['black', 'blue', 'red', 'silver', 'white']","['rectangle', 'rectangular cuboid']",0.3,24.0,285.0,11.0,0.5,0.3,24.0,160.0,10.5,1.2,0.35,25.0,340.0,11.5,0.67,1.2,1.2,2.5,2.5,25.99,50.99,25.99,180.0,450.0,343.0,toaster,llama31_8b_standard
315,"['metallic', 'smooth']",[],"['ceramic', 'metal', 'plastic', 'steel']","['kitchen', 'room', 'table']",[],"['black', 'blue', 'red', 'silver', 'white']",['rectangle'],0.25,24.0,240.0,11.0,0.6,0.32,18.5,240.0,8.5,1.5,0.45,23.5,340.0,10.5,0.5,2.5,1500.0,3.5,2.4,20.0,25.99,20.0,200.0,450.0,343.0,toaster,llama31_8b_standard
316,['metallic'],,[],,['hot'],"['black', 'blue', 'red', 'silver', 'white']","['cylindrical', 'rectangle']",0.24,25.0,245.0,11.0,0.33,0.25,24.2,240.0,8.0,1.5,0.33,28.0,235.0,10.2,0.85,1.5,800.0,3.5,2.5,25.0,25.99,15.99,220.0,400.0,343.15,toaster,llama31_8b_standard
317,['metallic'],[],"['ceramic', 'glass', 'metal', 'plastic', 'steel']",,[],"['black', 'red', 'silver', 'white']",,0.35,26.5,260.0,8.5,0.6,0.35,24.0,210.0,7.5,1.8,0.25,25.4,360.0,11.0,1.5,1.2,1500.0,3.5,2.5,25.0,50.99,15.99,220.0,325.0,343.0,toaster,llama31_8b_standard
318,,[],,"['bathroom', 'dining room', 'kitchen', 'office']",,"['black', 'red', 'silver', 'white']",['rectangle'],0.3,24.6,230.0,10.5,0.75,0.4,25.7,220.0,9.0,1.5,0.35,24.0,440.0,11.5,0.4,1.5,1200.0,5.5,1.5,25.99,25.99,25.99,180.0,400.0,343.0,toaster,llama31_8b_standard
319,,[],"['aluminium', 'ceramic', 'glass', 'metal', 'plastic', 'steel']",[],['hot'],"['black', 'red', 'silver', 'white']",['rectangle'],0.35,24.5,420.0,10.2,0.25,0.35,24.5,250.0,7.5,1.8,0.38,24.5,430.0,11.0,0.75,1.5,1250.0,3.5,2.5,25.0,25.99,20.99,200.0,350.0,353.0,toaster,llama31_8b_standard
320,[],[],"['nylon', 'polyester']",,"['lightweight', 'portable']","['black', 'blue', 'green', 'purple', 'red', 'white', 'yellow']",,0.9,108.0,550.0,32.0,2.5,1.2,94.0,550.0,,1.5,1.2,120.0,600.0,32.0,2.5,0.5,240.0,1.5,7.9,15.0,15.99,20.0,15.6,58.3,298.15,umbrella,llama31_8b_standard
321,[],[],"['cotton', 'nylon', 'polyester', 'silk']",,,,['circular'],0.9,102.0,550.0,38.0,4.1,0.65,50.0,340.0,35.0,2.5,1.2,102.0,520.0,30.0,4.0,0.25,,1.5,7.05,15.0,10.99,25.99,15.6,,293.15,umbrella,llama31_8b_standard
322,,[],"['metal', 'nylon', 'polyester']",,,,"['cylinder', 'dome']",0.85,90.0,480.0,40.5,0.75,100.0,,300.0,34.0,2.5,1.2,116.0,550.0,30.7,0.8,0.5,280.0,1.5,11.2,15.0,20.99,10.99,17.5,55.0,293.0,umbrella,llama31_8b_standard
323,,[],,"['festival', 'garden', 'outdoor', 'park', 'sidewalk', 'street']",[],,[],0.9,59.0,450.0,36.0,2.5,0.7,92.0,320.0,31.5,4.5,0.7,108.0,,32.5,2.0,0.3,,,6.0,15.99,10.99,30.0,18.0,50.0,298.15,umbrella,llama31_8b_standard
324,,[],"['fabric', 'metal', 'nylon', 'polyester']",,,"['black', 'blue', 'green', 'grey', 'red', 'white', 'yellow']","['conical', 'cylinder', 'dome', 'oval']",0.9,90.0,300.0,31.0,2.5,0.9,90.0,320.0,32.0,5.25,1.2,,900.0,30.5,2.0,0.5,350.0,1.5,10.0,15.99,25.0,20.0,18.0,55.0,298.0,umbrella,llama31_8b_standard
325,[],[],"['fabric', 'nylon', 'polyester']",,['fashionable'],,,0.8,90.0,330.0,38.0,1.2,0.65,120.5,420.0,32.0,1.5,0.8,100.0,580.0,30.0,4.5,0.45,350.0,1.5,7.9,15.99,20.99,10.0,20.0,55.0,294.0,umbrella,llama31_8b_standard
326,[],[],"['cotton', 'nylon', 'polyester']",,['portable'],"['black', 'blue', 'green', 'grey', 'pink', 'purple', 'red', 'yellow']","['oval', 'rectangle', 'round']",0.9,94.0,1200.0,27.5,2.5,0.85,60.0,300.0,34.0,2.5,1.2,100.0,,33.0,3.9,0.75,,1.5,6.9,20.0,25.99,25.0,22.5,62.0,,umbrella,llama31_8b_standard
327,[],[],"['fabric', 'nylon', 'polyester', 'rubber']",,[],,"['circular', 'oval', 'rectangle']",0.92,102.0,550.0,42.0,42.0,0.5,105.0,300.0,36.0,2.0,1.2,117.0,1200.0,30.0,4.0,0.5,210.0,1.5,6.0,15.99,10.99,10.99,11.0,45.0,283.15,umbrella,llama31_8b_standard
328,[],[],"['cotton', 'nylon', 'polyester', 'silk']",,"['durable', 'portable']",,,0.9,102.0,600.0,38.0,4.5,0.8,85.0,320.0,38.0,2.5,0.9,80.0,460.0,32.0,2.0,0.5,150.0,1.5,6.4,20.95,15.99,25.99,18.0,50.0,298.15,umbrella,llama31_8b_standard
329,,[],"['aluminium', 'cotton', 'fiberglass', 'nylon', 'polyester']",,[],,"['cylindrical', 'oval', 'round']",1.2,94.0,550.0,38.0,2.5,0.95,90.0,,31.0,1.5,,120.0,550.0,36.0,4.5,0.3,120.0,1.5,12.0,15.99,15.99,20.0,18.0,58.0,298.15,umbrella,llama31_8b_standard
330,[],[],,,"['portable', 'reusable']",,"['circular', 'oval', 'rectangle']",1.0,120.0,1200.0,31.0,2.5,0.65,90.0,380.0,31.0,3.5,1.2,122.0,600.0,32.0,1.8,0.5,370.0,1.5,1.3,25.0,10.99,15.99,18.0,50.0,298.15,umbrella,llama31_8b_standard
331,[],[],,,['portable'],"['black', 'blue', 'green', 'grey', 'pink', 'purple', 'red', 'seal brown', 'silver', 'white']","['bell-shaped', 'conical']",0.65,,580.0,31.0,2.5,0.9,92.0,530.0,8.5,2.5,0.9,114.0,600.0,28.0,4.2,0.3,230.0,1.5,7.0,25.99,15.99,10.99,15.0,50.0,298.15,umbrella,llama31_8b_standard
332,,[],"['cotton', 'fabric', 'nylon', 'plastic', 'polyester', 'silk']",,,"['black', 'blue', 'green', 'grey', 'pink', 'purple', 'red', 'white', 'yellow']",[],0.75,110.0,600.0,31.0,2.5,1.2,100.0,380.0,27.5,1.5,0.7,120.0,650.0,36.0,3.0,0.4,280.0,1.5,7.0,15.99,15.99,20.99,22.0,50.0,293.15,umbrella,llama31_8b_standard
333,[],[],"['cotton', 'nylon', 'polyester', 'silk']",,[],,"['conical', 'cylindrical', 'oval']",1.2,122.0,610.0,42.0,2.5,1.2,92.0,700.0,30.5,0.6,1.2,100.0,600.0,32.0,2.5,0.5,220.0,1.5,6.7,12.99,15.99,10.99,18.0,57.0,293.15,umbrella,llama31_8b_standard
334,[],,"['fabric', 'nylon', 'polyester']",,"['essential', 'fashionable']","['black', 'blue', 'green', 'purple', 'red', 'white', 'yellow']",,,45.0,,40.0,2.5,1.0,105.0,500.0,32.0,4.5,1.2,100.0,800.0,30.0,1.5,0.5,,1.5,10.6,15.99,20.0,25.0,15.5,50.0,293.15,umbrella,llama31_8b_standard
335,,[],"['nylon', 'polyester']",,['portable'],"['black', 'blue', 'green', 'grey', 'pink', 'red', 'white', 'yellow']",,0.9,60.0,460.0,38.0,2.5,0.65,96.0,240.0,36.0,2.5,1.2,90.0,700.0,38.0,2.5,0.5,250.0,1.5,7.0,20.5,15.99,20.0,18.5,50.0,294.0,umbrella,llama31_8b_standard
336,[],[],"['nylon', 'polyester']",,"['lightweight', 'portable', 'versatile']","['black', 'blue', 'green', 'grey', 'navy blue', 'red', 'yellow']","['bell-shaped', 'conical']",0.9,122.0,460.0,38.0,2.5,1.2,60.0,250.0,32.0,30.0,0.65,116.0,600.0,34.0,2.5,0.5,210.0,1.5,10.2,20.0,15.99,15.99,10.0,50.0,293.15,umbrella,llama31_8b_standard
337,[],[],"['fabric', 'nylon', 'polyester', 'silk']",,,"['black', 'blue', 'green', 'grey', 'red', 'white', 'yellow']",['oval'],0.75,102.0,600.0,35.0,2.5,0.9,58.0,600.0,35.0,2.3,0.9,100.0,650.0,38.5,2.5,0.5,320.0,1.5,1.5,10.99,20.99,12.99,18.5,55.0,293.15,umbrella,llama31_8b_standard
338,[],[],,,['hot'],"['black', 'blue', 'green', 'grey', 'red', 'seal brown', 'white', 'yellow']","['conical', 'cylindrical']",0.9,114.0,1200.0,42.0,4.5,0.5,58.0,290.0,36.0,2.5,1.2,100.0,600.0,35.0,3.9,0.5,300.0,1.5,6.4,15.99,15.0,15.0,18.0,40.8,293.15,umbrella,llama31_8b_standard
339,[],[],"['nylon', 'polyester']",,[],"['black', 'blue', 'green', 'purple', 'red', 'white', 'yellow']","['cone', 'dome']",0.75,117.0,580.0,28.0,2.5,0.7,100.0,350.0,27.5,1.5,0.9,120.0,550.0,36.0,3.6,0.5,,1.5,12.0,15.99,15.99,20.0,10.5,,298.15,umbrella,llama31_8b_standard
340,,[],"['metal', 'plastic', 'steel', 'wood']",[],[],,,0.23,22.5,26.5,8.5,0.3,0.18,9.5,155.0,7.5,0.25,0.24,23.0,245.0,8.5,0.625,0.23,85.0,2.25,6.4,10.99,5.99,3.0,20.0,98.6,293.15,fork,llama31_8b_standard
341,,[],"['ceramic', 'plastic', 'steel']",,[],,"['oval', 'rectangle', 'round', 'square']",0.03,21.5,,8.5,0.5,0.25,20.32,140.0,7.5,0.11,0.15,26.0,224.0,8.5,0.5,0.25,85.0,0.5,7.05,5.99,5.99,3.0,20.0,98.6,293.15,fork,llama31_8b_standard
342,"['metallic', 'rough', 'smooth']",[],['steel'],[],[],"['or', 'silver']",[],0.02,24.0,145.0,9.0,0.5,0.27,,140.0,7.0,0.25,0.15,25.0,,9.0,0.125,0.25,85.0,0.75,8.0,15.99,12.99,2.5,25.0,72.0,293.15,fork,llama31_8b_standard
343,['smooth'],,"['metal', 'plastic', 'steel', 'wood']",[],[],,"['round', 'square']",0.1,23.0,150.0,8.5,0.125,0.23,25.5,130.0,,0.12,0.25,25.0,230.0,8.0,0.16,0.25,110.0,0.8,6.8,5.99,10.99,5.99,25.0,72.0,298.15,fork,llama31_8b_standard
344,['smooth'],['plain'],"['plastic', 'steel', 'wood']",,,,[],0.01,25.4,185.0,7.1,0.58333333333,0.2,21.0,,7.5,0.25,0.25,23.5,245.0,7.68,0.67,0.25,75.0,0.25,6.2,15.99,10.99,10.99,20.0,98.6,273.15,fork,llama31_8b_standard
345,"['metallic', 'rough', 'smooth']",[],[],,[],"['or', 'silver']","['l-shaped', 's-shape', 't-shaped']",0.017,25.5,,7.6,0.625,0.23,,150.0,9.5,0.625,0.25,28.0,145.0,9.45,0.625,0.35,80.0,1.6,8.0,5.99,10.99,5.0,20.0,98.6,293.15,fork,llama31_8b_standard
346,"['rough', 'smooth']",[],,"['kitchen', 'restaurant', 'table']",[],,['u-shape'],0.15,23.0,35.0,6.7,0.25,0.05,24.0,170.0,8.5,0.125,0.26,25.0,240.0,10.0,0.125,0.4,120.0,0.35,6.0,15.99,5.99,10.99,20.0,98.6,293.15,fork,llama31_8b_standard
347,"['metallic', 'smooth']",[],,,[],,"['s-shape', 't-shaped']",0.18,23.0,23.2,7.48,,0.24,,145.0,7.5,0.11,0.28,23.2,250.0,8.5,0.08,0.22,150.0,8.8,7.05,5.99,5.99,15.0,20.0,72.0,300.0,fork,llama31_8b_standard
348,"['glossy', 'metallic', 'smooth']",[],"['plastic', 'steel', 'wood']",,[],"['black', 'or', 'silver']","['t-shaped', 'u-shape', 'v-shaped']",0.24,22.0,24.2,8.5,0.25,0.18,20.0,165.0,6.5,,0.25,26.0,205.0,8.5,0.625,0.23,170.0,0.35,2.5,10.99,10.99,1.5,20.0,98.6,298.15,fork,llama31_8b_standard
349,['smooth'],[],"['metal', 'plastic', 'steel', 'wood']","['coffee shop', 'counter', 'outdoor', 'restaurant', 'table']",[],"['or', 'silver']","['l-shaped', 's-shape', 't-shaped', 'u-shape']",0.02,7.62,145.0,7.5,0.125,0.2,26.0,150.0,9.0,0.25,0.23,20.32,235.0,7.68,0.625,0.25,70.0,0.35,6.8,5.99,5.99,10.99,20.5,98.6,293.15,fork,llama31_8b_standard
350,"['glossy', 'metallic', 'smooth']",[],"['ceramic', 'plastic', 'steel', 'wood']",,[],,"['round', 's-shape', 'square']",0.018,20.0,23.5,6.5,0.5,0.22,,170.0,8.5,0.5,0.25,21.5,260.0,9.0,0.33,0.25,78.0,7.05,8.82,15.99,5.99,5.49,37.0,98.6,293.15,fork,llama31_8b_standard
351,"['metallic', 'smooth']",[],,,[],"['black', 'or', 'silver']","['round', 'square']",0.14,23.0,185.0,7.5,0.12,0.12,23.0,150.0,7.5,,0.26,25.5,215.0,8.5,0.125,0.23,93.0,7.05,6.2,5.99,20.95,5.99,20.5,70.0,298.0,fork,llama31_8b_standard
352,"['rough', 'smooth']",[],,"['diner', 'home', 'hotel', 'restaurant', 'room']",,"['black', 'or', 'silver', 'white']",,,20.32,150.0,7.5,0.25,0.23,25.5,140.0,5.0,0.25,0.25,25.5,200.0,9.4,0.5,0.35,230.0,0.75,7.05,15.99,10.99,2.5,20.0,70.0,293.15,fork,llama31_8b_standard
353,['metallic'],[],"['ceramic', 'metal', 'plastic', 'wood']",,,"['or', 'silver']",['rectangle'],0.05,21.0,45.0,7.5,0.083,0.23,24.0,,7.68,0.75,0.25,24.0,230.0,7.5,0.875,0.15,170.0,0.75,8.1,15.0,5.99,5.5,20.0,73.0,,fork,llama31_8b_standard
354,['metallic'],[],[],"['cafeteria', 'dining room', 'kitchen', 'restaurant']",[],,"['s-shape', 't-shaped']",0.25,26.0,37.5,7.5,0.25,0.18,21.0,145.0,7.5,0.25,0.25,26.0,230.0,7.5,0.25,0.25,150.0,0.5,2.5,5.99,15.99,10.99,25.0,70.0,293.15,fork,llama31_8b_standard
355,['metallic'],[],"['plastic', 'steel', 'wood']",,[],"['or', 'silver']","['rectangle', 'round', 'square']",,17.5,19.5,8.5,0.1,0.24,27.0,,7.5,0.5,0.23,22.5,240.0,10.5,0.12,0.2,120.0,2.5,6.5,5.99,10.99,12.95,21.5,72.0,293.15,fork,llama31_8b_standard
356,['smooth'],[],"['plastic', 'steel', 'wood']","['home', 'kitchen', 'restaurant']",[],"['black', 'or', 'silver', 'white']",,0.08,25.5,125.0,8.0,0.5,0.1,21.5,160.0,8.5,0.16,0.25,25.0,250.0,8.5,0.125,0.25,150.0,7.05,8.0,5.99,5.99,15.99,25.0,75.0,293.15,fork,llama31_8b_standard
357,['metallic'],[],,[],[],"['or', 'silver']",['t-shaped'],0.15,20.0,27.5,9.45,0.5,10.0,23.2,140.0,8.5,0.333333,0.25,25.5,205.0,7.5,0.5,0.23,80.0,6.4,6.2,5.99,10.99,10.99,24.5,98.6,,fork,llama31_8b_standard
358,"['metallic', 'smooth']",,"['metal', 'plastic', 'steel', 'wood']",[],[],,"['round', 'square']",0.23,23.5,25.0,7.5,0.5,0.23,22.0,220.0,7.5,,0.25,,195.0,8.5,0.25,0.18,80.0,2.5,6.4,5.99,10.99,10.99,20.0,98.6,293.15,fork,llama31_8b_standard
359,"['glossy', 'metallic', 'smooth']",[],"['metal', 'plastic', 'steel', 'wood']",[],[],"['or', 'silver']","['s-shape', 't-shaped']",0.2,21.5,140.0,7.5,0.125,0.27,20.32,220.0,8.3,0.5,0.25,24.0,185.0,7.68,0.125,0.25,92.0,1.5,8.81,15.99,5.99,2.5,25.0,75.0,293.15,fork,llama31_8b_standard
360,,[],"['fabric', 'leather', 'paper']","['bookstore', 'home', 'library', 'office', 'schoolhouse']",[],"['black', 'blue', 'green', 'red', 'white']",,0.148,15.24,178.0,9.68,1.25,0.24,20.3,,8.0,0.25,,22.0,220.0,5.2,0.75,0.5,600.0,2.0,22.0,14.99,10.5,20.5,12.1,72.0,293.15,book,llama31_8b_standard
361,[],,"['cardboard', 'fabric', 'leather', 'paper', 'plastic']",,[],['black'],,0.24,14.0,178.0,,0.375,1.5,21.59,189.0,7.44,1.5,0.225,22.7,105.0,,0.25,1.5,300.0,12.5,1.75,,12.5,15.99,21.0,72.0,293.0,book,llama31_8b_standard
362,[],[],,,[],"['black', 'blue', 'green', 'or', 'red', 'white']",['rectangle'],0.148,17.5,130.0,6.5,0.75,15.24,18.5,220.0,5.91,8.5,0.33,,180.0,,0.5,0.5,400.0,,14.1,15.99,15.99,15.0,21.0,72.0,293.15,book,llama31_8b_standard
363,[],[],"['cloth', 'leather', 'paper', 'plastic']",,[],,"['oval', 'rectangle', 'square']",0.185,15.5,178.0,7.5,0.75,0.23,19.7,178.0,8.5,1.5,,19.0,216.0,,0.5,0.5,420.0,,10.5,8.95,20.0,15.99,20.5,72.0,293.0,book,llama31_8b_standard
364,[],[],"['leather', 'paper']","['bookstore', 'library', 'store']",[],,,0.22,13.8,132.5,5.5,0.875,0.23,19.0,,0.75,0.625,,21.5,220.0,,0.25,0.9,432.0,2.5,23.9,10.49,15.95,15.99,21.5,68.0,273.15,book,llama31_8b_standard
365,,[],"['paper', 'plastic']","['bookstore', 'home', 'library', 'office', 'schoolhouse', 'street']",[],"['black', 'blue', 'green', 'red', 'white', 'yellow']",,0.19,16.0,178.0,8.5,0.75,0.22,18.5,,6.14,0.25,,21.5,220.0,7.5,9.0,0.5,400.0,1.5,22.0,10.99,12.99,6.8,21.5,72.0,,book,llama31_8b_standard
366,,[],['paper'],,[],,,0.18,14.5,214.0,6.69,0.5,0.2,17.8,190.0,0.75,0.75,,17.5,,,0.8,1.0,500.0,1.75,1.5,26.0,5.99,15.99,20.0,,,book,llama31_8b_standard
367,,[],"['leather', 'paper', 'plastic']",,[],,['rectangle'],1.4,13.8,170.0,6.85,0.75,0.25,21.3,297.0,0.75,0.25,0.24,21.5,178.0,6.5,0.5,1.5,600.0,1.5,23.6,9.0,10.99,12.99,22.0,72.0,293.15,book,llama31_8b_standard
368,[],[],"['fabric', 'leather', 'paper', 'plastic']",,,,"['oval', 'rectangle', 'square']",0.15,15.24,148.0,8.5,7.0,0.24,14.5,180.0,7.5,0.75,0.23,18.0,220.0,7.5,0.5,0.5,500.0,1.5,1.25,17.5,15.99,3000.0,22.0,,293.15,book,llama31_8b_standard
369,,[],,"['bookstore', 'home', 'library', 'office', 'schoolhouse']",,,"['cylinder', 'rectangle']",0.24,21.0,175.0,7.5,0.75,0.23,15.2,89.0,7.44,9.45,21.0,20.0,180.0,7.5,,1.0,600.0,1.35,1.5,13.5,15.0,15.99,20.5,72.0,293.15,book,llama31_8b_standard
370,[],,,,,,['octavo'],0.2,14.8,178.0,0.7,0.5,0.24,19.1,180.0,8.5,0.5,0.25,18.0,222.9,7.44,0.5,1.2,400.0,1.75,22.0,27.5,12.5,12.99,22.0,72.0,,book,llama31_8b_standard
371,[],,"['cloth', 'leather', 'paper']",,[],,"['oblong', 'rectangle', 'square']",,17.5,140.0,6.5,0.75,0.25,19.0,190.0,8.5,0.5,0.21,18.0,185.0,,0.5,1.2,725.0,,,12.99,15.5,15.99,,72.0,293.15,book,llama31_8b_standard
372,[],[],['paper'],,,"['black', 'blue', 'green', 'red', 'white', 'yellow']","['cylindrical', 'oval', 'rectangle', 'square']",0.15,15.6,198.0,6.69,,0.24,22.5,178.0,1.5,0.9,0.3,1.0,170.0,7.5,0.75,0.5,500.0,1.5,16.0,15.98,15.99,,22.0,70.0,293.15,book,llama31_8b_standard
373,,,"['cardboard', 'leather', 'paper']",,[],"['black', 'blue', 'green', 'grey', 'red', 'seal brown', 'white']",[],0.24,14.8,178.0,5.875,0.5,0.24,,220.0,6.7,1.75,0.22,20.3,198.0,,8.0,0.5,0.5,1.0,20.0,15.99,15.0,20.0,20.0,70.0,293.15,book,llama31_8b_standard
374,[],,,,[],,,0.14,13.9,129.0,6.85,0.5,0.22,17.0,250.0,,0.5,0.24,,220.0,7.0,8.27,1.5,500.0,1.15,22.0,17.5,17.5,12.5,22.5,58.5,,book,llama31_8b_standard
375,[],[],,,[],,"['oval', 'rectangle', 'spiral']",0.18,15.7,157.5,,0.75,0.24,13.75,220.0,,,0.22,12.7,189.0,8.5,0.9,0.5,400.0,2.25,14.0,5.99,15.99,8.99,20.0,72.0,293.15,book,llama31_8b_standard
376,,[],[],[],,,,0.15,12.7,178.0,6.75,0.9,0.24,17.2,220.0,,0.75,0.23,17.5,178.0,8.5,0.25,0.5,,1.5,12.0,15.99,12.5,12.99,22.0,72.0,293.15,book,llama31_8b_standard
377,[],[],"['leather', 'paper', 'plastic']",,,"['black', 'blue', 'green', 'red', 'white']",,0.23,14.5,210.0,0.8,0.75,0.25,15.24,222.0,1.5,0.6667,0.25,,190.0,7.5,0.75,1.5,0.5,,21.4,17.5,15.99,15.99,20.0,,293.15,book,llama31_8b_standard
378,,[],"['cardboard', 'cloth', 'leather', 'paper']",,[],"['black', 'blue', 'green', 'red', 'white', 'yellow']",,0.23,15.2,178.0,7.5,0.75,0.2,17.5,178.0,5.98,1.0,0.25,,198.0,7.44,0.7,0.375,400.0,2.5,14.0,15.99,12.5,10.5,20.0,70.0,293.0,book,llama31_8b_standard
379,,[],"['cloth', 'leather', 'paper', 'plastic']",,,,,0.19,14.5,178.0,7.5,9.45,0.22,19.7,220.0,0.8,0.6,0.3,17.8,237.5,6.14,0.5,0.4,500.0,2.5,14.1,15.95,15.0,25.0,21.5,72.0,293.15,book,llama31_8b_standard
380,"['glossy', 'smooth']",[],"['metal', 'plastic', 'rubber']","['classroom', 'desk', 'home', 'laboratory', 'library', 'office', 'schoolhouse', 'shop', 'table']",[],"['black', 'blue', 'grey', 'red', 'white']","['ball', 'oval']",0.07,10.8,60.0,2.36,0.16,0.1,5.8,63.5,1.5,0.1248,0.145,13.0,164.0,4.9,0.1181,0.2,140.0,0.25,3.0,25.0,15.99,25.0,22.5,72.0,294.67,mouse,llama31_8b_standard
381,"['bumpy', 'glossy', 'rough', 'smooth']",[],"['aluminium', 'plastic', 'rubber', 'steel']",,[],"['black', 'blue', 'grey', 'red', 'silver', 'white']","['ball', 'cylinder', 'oval', 'rectangle']",0.077,9.6,,1.97,0.124,0.065,8.7,63.0,1.5,0.12,0.145,12.5,165.0,5.12,0.1579,0.115,150.0,0.22,3.5,20.0,49.99,0.25,22.5,72.0,293.15,mouse,llama31_8b_standard
382,"['glossy', 'matted', 'smooth']",,,,[],"['black', 'blue', 'green', 'grey', 'red', 'silver', 'white']","['ball', 'cube', 'oval', 'rectangle']",0.07,8.7,65.0,5.2,0.118,0.078,12.7,68.0,2.5,0.75,0.17,12.9,158.0,6.1,0.15,0.18,105.5,0.25,3.2,99.95,59.99,6.5,21.5,72.0,293.15,mouse,llama31_8b_standard
383,,[],"['ceramic', 'metal', 'plastic', 'rubber']",[],['functional'],"['black', 'blue', 'grey', 'red', 'silver', 'white']","['cylinder', 'oval']",0.075,7.62,165.0,1.75,0.15,,10.0,68.1,1.6,0.11,0.17,12.7,140.0,5.7,0.125,0.2,150.0,0.2,3.5,25.99,20.99,0.15,22.5,72.0,293.15,mouse,llama31_8b_standard
384,"['matted', 'smooth']",,"['ceramic', 'glass', 'metal', 'plastic', 'rubber']","['desk', 'table']",[],"['black', 'blue', 'grey', 'red', 'silver', 'white']","['ball', 'cylinder', 'oval']",0.1,10.2,67.0,5.31,0.15,0.04,12.0,,1.5,0.11,0.16,10.5,164.0,4.7,0.15,0.2,150.0,3.5,5.7,25.99,25.99,5.45,22.0,72.0,293.15,mouse,llama31_8b_standard
385,"['glossy', 'matted', 'rough', 'smooth']",[],"['metal', 'plastic', 'rubber']","['desk', 'home', 'office']",[],"['black', 'grey', 'red', 'silver', 'white']",,0.07,7.5,140.0,2.5,0.083,0.073,12.7,140.0,1.4,0.2,0.17,12.5,164.0,5.31,0.5,0.1,110.0,0.3,3.5,30.0,69.99,6.99,22.5,72.0,293.15,mouse,llama31_8b_standard
386,"['rubbery', 'smooth']",[],"['ceramic', 'glass', 'metal', 'plastic', 'rubber']",,['fashionable'],,,0.075,8.5,160.0,1.5,0.17,0.076,10.5,66.0,1.85,0.11,0.175,12.5,68.0,5.7,0.15625,0.2,125.0,0.25,2.4,50.0,99.99,0.5,22.5,72.0,298.15,mouse,llama31_8b_standard
387,"['glossy', 'matted', 'smooth']",[],"['metal', 'plastic', 'rubber']","['desk', 'home', 'office', 'shop', 'table']",,"['black', 'blue', 'grey', 'red', 'seal brown', 'silver', 'white']","['ball', 'cylinder', 'oval']",0.0762,11.5,127.0,5.51,0.1244,0.076,14.5,67.0,,0.12,0.1,11.0,165.0,5.12,0.1959,0.1,85.0,0.2,0.28,50.0,50.0,10.0,20.5,72.0,293.15,mouse,llama31_8b_standard
388,,[],"['metal', 'plastic', 'rubber']","['desk', 'home office', 'office', 'table']",,"['black', 'blue', 'grey', 'red', 'silver', 'white']","['circular', 'oval', 'rectangle']",0.075,10.5,160.4,4.5,0.08,0.067,10.5,67.6,1.5,0.5,0.18,11.5,165.0,5.31,0.156,0.2,70.0,0.25,4.8,50.0,50.0,6.99,22.0,70.3,293.15,mouse,llama31_8b_standard
389,"['glossy', 'matted']",[],,,[],"['black', 'blue', 'grey', 'red', 'white']","['ball', 'circle', 'oval']",0.075,12.7,60.5,5.5,0.25,0.15,7.5,127.0,1.5,0.12,0.1,10.16,127.0,5.9,0.12,0.25,70.0,0.25,3.2,49.99,49.95,5.0,22.5,68.0,293.15,mouse,llama31_8b_standard
390,,[],"['metal', 'plastic', 'rubber']","['desk', 'home', 'office', 'table']",[],"['black', 'blue', 'grey', 'red', 'white']","['ball', 'cylinder', 'oval', 'rectangle']",0.1,8.7,68.2,1.5,0.1024,0.105,12.5,67.0,1.5,0.0876,0.145,12.7,160.0,6.3,0.12,0.12,150.0,3.2,6.3,50.0,89.99,10.99,22.5,72.0,293.15,mouse,llama31_8b_standard
