,concept,model_name,mean_area_error_feet,mean_area_error_centimeters,mean_area_error_millimeters,mean_area_error_inches,mean_area_error_meters
283,laptop,qwen25_7b_standard,5.131600640000007,45.113845144356944,39.51876640419947,6.185899606666666,25.78559711286089
284,laptop,llava_7b_standard,43.60889249360113,7.77269696618805,5.151292820512821,2.1167809943833324,45.70744281964754
285,laptop,qwen25_1b_standard,52684.65795750568,32.58942019356955,178.0121281824147,31.64992872629629,77.33167564580742
286,laptop,llama31_8b_standard,33.27173876023802,32.99787852690289,27.6964810695538,4.528316900333333,264.5871183865175
287,laptop,llama_30b_standard,1013.6282722882625,210.59417866970944,24.845337921877416,11.498874460266665,34763.42074205011
288,toilet,phi3mini_4k_instruct_q4,3.6527556714285714,0.44840238095238083,0.2856071428571429,0.28906528138128973,1.1273958333333334
289,toilet,qwen25_7b_standard,10.09287182342857,2.7172619047619047,2.58531746031746,1.2317132784999991,15.328125
290,toilet,llava_7b_standard,9.396173119636362,7.993423968545754,2.1045639856150795,3.5341708403913934,4.601748511904762
291,toilet,qwen25_1b_standard,94.22659449266668,40.473068726503755,2.8819827694235585,0.9948587626590472,6.065307497457839
292,toilet,llama31_8b_standard,7.049583347805715,1.7573847001763667,0.9320053461199296,1.0631424873977402,5.873511904761905
293,toilet,llama_30b_standard,3.1249736781499426,0.86407846125,32.0073417629163,0.7254996971691863,10.963868055555558
294,toaster,phi3mini_4k_instruct_q4,15.809352084454398,0.683,0.7182499999999999,1.0719189206699997,2.195
295,toaster,qwen25_7b_standard,1.1821792614399995,0.5124216666666668,0.46749999999999997,0.58065503224,5.20875
296,toaster,llava_7b_standard,2.704655285388288,0.41633284313725494,333.0700974404762,0.6757934588266666,3.0761628229166664
297,toaster,qwen25_1b_standard,624.8728658259583,0.7128999166666667,0.7653012912280701,0.3271882165899999,0.7197416666666666
298,toaster,llama31_8b_standard,0.7373768207276798,0.13078684999999998,0.32934473684210525,0.22676819049024557,1.4919166666666666
299,toaster,llama_30b_standard,87.64612422997757,3.333500444302721,0.49963699636363645,0.6658996932888889,5.332213333333334
300,wine glass,phi3mini_4k_instruct_q4,0.9519990999782919,0.9420141410895069,0.9679287722963202,0.9113841469489797,0.99516214044673
301,wine glass,qwen25_7b_standard,0.9680337703183672,0.8473732524505865,0.9006990197653867,0.9381041395918366,0.6354250361561948
302,wine glass,llava_7b_standard,0.8018971615485102,0.901425491456425,0.9223468928628821,0.9289258017425434,0.6565611756347421
303,wine glass,qwen25_1b_standard,8.315307514674592,0.9670422424875461,0.9170939105736782,0.9916744057229796,0.8831719528362527
304,wine glass,llama31_8b_standard,0.9901733421024712,0.7172734211794953,0.8784885505383254,0.8221924885979595,0.898573035513418
305,wine glass,llama_30b_standard,76.42972371543696,0.962470466296755,7280.292330417283,0.9306696968067227,37.931539150593444
306,clock,phi3mini_4k_instruct_q4,381.7319143798018,2.9514467499999997,0.8980643,8.612359847822498,44.374999999999986
307,clock,qwen25_7b_standard,1768.8029120000006,1.6074617500000001,0.55065125,0.7698029119999996,283.3749999999999
308,clock,llava_7b_standard,3218.542948514136,1.5785009375,1.5966328425220002,3.9071317986249996,162.46399999999994
309,clock,qwen25_1b_standard,19986.27854114228,48.09760697368421,1.5645358890526315,8.921515308734705,270.62184502984803
310,clock,llama31_8b_standard,238.3786257579201,1.19524375,2.5243671874999998,5.209551569353571,22.0328947368421
311,clock,llama_30b_standard,10783.217683175695,0.8346719260384615,0.9625590208088234,1.8404025491503642,3907.9646999999995
312,airplane,phi3mini_4k_instruct_q4,0.6605464070171428,0.9980698403580476,0.9438785343556546,0.9979098276434888,0.3626904761904761
313,airplane,qwen25_7b_standard,0.836130408772096,0.7297142857142858,0.7332142857142858,0.9919656566217142,0.8221428571428572
314,airplane,llava_7b_standard,0.7498198175963884,1.1408987277417835,9955983832339.135,0.996941236582551,0.6724524682539682
315,airplane,qwen25_1b_standard,1.215634816323098,18.954253224775506,460.33423206344145,0.9771032711263373,0.681774785
316,airplane,llama31_8b_standard,0.7090172182991652,0.9892064199350082,1.4766629237702857,0.9279651547649521,0.38675562982456135
317,airplane,llama_30b_standard,1.852003781683619,36.91372901289559,4.572077401813014,0.9710871214073594,1.0962527155555555
318,remote,phi3mini_4k_instruct_q4,5662.474581557902,277.14444444444445,29.159844054580905,284.7889680934208,1487.8888888888887
319,remote,qwen25_7b_standard,565.3369318400008,139.1186222222222,23.45925925925926,196.30025056000017,3728.629629629629
320,remote,llava_7b_standard,67669.00262498471,239.59915343915347,52.94597839506173,77.61961625925933,48367.75343915345
321,remote,qwen25_1b_standard,1261281.0278313304,560.6344226579521,203.05519407407408,132.2083190069631,31703.8911722963
322,remote,llama31_8b_standard,100933.06703755373,224.39674074074074,276.4760888888889,278.8643482749632,5036.718518518518
323,remote,llama_30b_standard,35080.92661120005,172.48899528769843,495.7081576296296,65087.452661796386,5838073.074074075
324,skateboard,phi3mini_4k_instruct_q4,37.47973952782224,8.833043981481483,0.7356667952674897,16.010046392689297,48.07317386831276
325,skateboard,qwen25_7b_standard,38.07404371555557,20.039737654320987,0.865892489711934,0.6545733701851851,38.62222222222222
326,skateboard,llava_7b_standard,11125.484830378904,16.69541180841335,17.98577909036351,25.640785819045774,164.23514165875278
327,skateboard,qwen25_1b_standard,269.15497546817994,12.589886173982627,1.1789319850552307,3.4528388417866696,371.1342834643707
328,skateboard,llama31_8b_standard,10377.265841993114,5.987011772633745,3.1138488259501327,11.364448063805522,78.7309531893004
329,skateboard,llama_30b_standard,118.38204466944978,7.747147123628257,9.607042128177197,9.608645272683287,3510.153917299466
330,kite,phi3mini_4k_instruct_q4,74.78296069184002,34.25000000000001,11.504166666666668,22.86579226832,40.99583333333333
331,kite,qwen25_7b_standard,1109.9229858915203,1.08,1.7852564102564101,0.8981953649,1178.1666666666667
332,kite,llava_7b_standard,415.6102318404896,0.916337261574074,59.669640217788455,1.4137734143849998,61.225877192982445
333,kite,qwen25_1b_standard,209.78738579265928,2.759514175833334,0.9152875083333335,0.9136386661514815,2.2438500000000006
334,kite,llama31_8b_standard,71.3636542711117,12.321983333333334,0.912685185185185,14.083463363120467,77.88
335,kite,llama_30b_standard,97.41682933627159,1907.7922092833337,274509899.1365417,6.080316880454902,155.13018181818185
336,umbrella,phi3mini_4k_instruct_q4,0.2538814765714286,1.3076797385620913,1.994864612511671,0.4655550341019608,0.5185807656395891
337,umbrella,qwen25_7b_standard,2.755749821095797,0.27206816059757233,0.3284640522875817,0.8777157425961718,4.197478991596639
338,umbrella,llava_7b_standard,3.000172663598132,0.7558143460161842,1.5886742703018983,0.5610612186736967,1.0234464156032785
339,umbrella,qwen25_1b_standard,15.613128116232918,13.468287625927564,1.0267959429505134,0.9570972492194258,0.921573716153128
340,umbrella,llama31_8b_standard,1.695036940036302,0.6897516339869281,0.7228970588235294,0.2832869019145509,10.952017844174707
341,umbrella,llama_30b_standard,130.6151245987732,0.6500879384790953,0.7655864884842827,0.6214919741535313,597.9102037970745
342,bus,phi3mini_4k_instruct_q4,3149069313.7520323,3605468367.055555,774027776.7777779,88010737.76526734,1161874999.0000002
343,bus,qwen25_7b_standard,1006821211.1600101,208111111110.11108,2421999999.0,1629791836.1840024,1032333332.3333333
344,bus,llava_7b_standard,908152732.4794402,68765920543.87181,487032249265.6667,142967705.286238,618611110.2777778
345,bus,qwen25_1b_standard,1769194262160626.0,362258146197.8303,25880089814.466667,205871302776013.4,813447221.2222222
346,bus,llama31_8b_standard,1633807529.341069,13508790631577.945,10916739737.56209,147128598.10827798,1360449999.0
347,bus,llama_30b_standard,4868871892.807944,6269530897519.0,76779125830.67455,63689682.58197571,2411539221.3333335
348,scissors,phi3mini_4k_instruct_q4,4.332218271027209,5.537777777777777,0.8119611111111112,9.20345091922222,4.56037037037037
349,scissors,qwen25_7b_standard,16.56693260800003,8.270833333333334,6.598333333333334,0.9688949248148149,7.659259259259258
350,scissors,llava_7b_standard,14771.516814354309,17.584697855750484,3.7082413391812863,8.304499152396653,1050.3153190631808
351,scissors,qwen25_1b_standard,22457.567331962633,13.176437621832358,0.9418986574074074,5.749020889776711,2376.3544288822222
352,scissors,llama31_8b_standard,64.25326220934411,44.77750596491228,30.037314814814817,44.52796588911655,54.507777777777775
353,scissors,llama_30b_standard,14566.632479645288,4.484790674074073,3.827923822222222,354.1050007620554,116501.87888691903
354,boat,phi3mini_4k_instruct_q4,0.2607746655487998,0.9998578905555554,0.9925161894570277,0.9872562544595848,0.3861111111111112
355,boat,qwen25_7b_standard,0.89293610057984,0.9812280416666669,0.9173148148148147,0.982990227568,0.8555555555555557
356,boat,llava_7b_standard,0.7898579096859429,0.9639202671957671,8685.00554601852,0.9981871506985852,0.7255787037037037
357,boat,qwen25_1b_standard,0.3346531023085598,84.6954074074074,40.88795321637427,0.8901285048708673,1.2285277777777779
358,boat,llama31_8b_standard,0.45807774810393587,0.8391935511982571,0.8897150097465886,0.9886058923223111,0.692756335282651
359,boat,llama_30b_standard,1.1898720892441776,0.9992336835230486,1.9327447675988578,1.0214457456609674,1.4936469303703708
360,suitcase,phi3mini_4k_instruct_q4,3.503558476735999,0.21249999999999997,0.8939543750000001,0.59978300688,0.325
361,suitcase,qwen25_7b_standard,2.3912557529599985,2.6855,2.127291666666667,1.2331266627699997,3.1963541666666666
362,suitcase,llava_7b_standard,15.392525199999994,0.5045375,45.51599215686275,0.5909284905999999,0.3065555555555556
363,suitcase,qwen25_1b_standard,832.2065748222269,1.0909189166666666,32.52969712171053,0.27749163641666674,1.26285625
364,suitcase,llama31_8b_standard,67.732655824736,1.4354308333333334,1.6864912280701752,2.6190557726266666,2.032543859649123
365,suitcase,llama_30b_standard,18.92813149849813,1.4410074561403508,2.2974673114786968,2.222939265213382,94.58398401999999
366,bench,phi3mini_4k_instruct_q4,8257290787.611694,1819600693.4444447,751321248.9999998,1312849631.360009,2655104165.666667
367,bench,qwen25_7b_standard,3580901224.280215,5613541665.666666,4366666665.666666,4168869080.600029,13083333332.333334
368,bench,llava_7b_standard,32303560519.086136,18899696968.696968,1778740934801.778,1758468525.0666785,22183680554.555553
369,bench,qwen25_1b_standard,271554370282.73785,6369195905.432749,1761065848.9999995,2067528552.1066806,8541401135452.706
370,bench,llama31_8b_standard,12581666551.74635,3908749999.000001,2325555554.5555553,5014492792.575034,10319999999.0
371,bench,llama_30b_standard,11171395823.90627,4033681812.8431377,2530977081285.5493,1201341480.8488495,3891970587.2352943
372,chair,phi3mini_4k_instruct_q4,0.19868693811199983,0.4517645833333333,0.9556068930555556,0.6421474899000001,0.39636814814814814
373,chair,qwen25_7b_standard,0.4032795095680002,0.5833333333333335,0.42453703703703705,0.4067658380800001,0.3606481481481482
374,chair,llava_7b_standard,0.8195659168451764,0.30306805555555555,0.4161793981481482,0.4460702643703704,0.24483221734892796
375,chair,qwen25_1b_standard,379.7390900815873,0.6664658194444445,0.853131325462963,0.29619688582028064,11.238299220272904
376,chair,llama31_8b_standard,1.3357465543040008,0.3139729044834308,0.2984934156378601,0.722594242047424,0.16882716049382718
377,chair,llama_30b_standard,0.5743692327650136,0.8796192619225518,0.5574633593333334,0.6200643417633094,1.2437502875925928
378,microwave,phi3mini_4k_instruct_q4,6.374178799999999,0.39625,1.6865672604166668,0.99417249552,1.9379166666666667
379,microwave,qwen25_7b_standard,13.866344460799999,0.12250000000000001,0.47875000000000006,0.3289497292,4.3795833333333345
380,microwave,llava_7b_standard,0.6191134673224045,0.5349378289473684,0.8954619967141176,0.4487445060211228,0.4042644
381,microwave,qwen25_1b_standard,169.07303490094063,0.7520924595,0.9914366853568628,0.4260242885875615,0.9470977595138889
382,microwave,llama31_8b_standard,4.453991077191275,0.5740117820370371,0.22007132291666665,0.5975965153059551,2.377758333333334
383,microwave,llama_30b_standard,5.920696131346314,1.4547031015624998,0.9531372365879629,0.4855214760890556,3940.242832635478
384,zebra,phi3mini_4k_instruct_q4,2.321647788452924,3.476415598290598,0.7928258547008548,0.059650430577230774,4.712473290598291
385,zebra,qwen25_7b_standard,5.051788114761846,2.66758547008547,5.1230769230769235,2.336398877230256,19.094150641025646
386,zebra,llava_7b_standard,1.4284015866269688,5.750288615117521,319.3986030982906,0.9078355443693484,4.898654736467237
387,zebra,qwen25_1b_standard,2012.6063520306561,8.687186918830129,0.9150829285321075,4.0092551941754895,945.3091863774702
388,zebra,llama31_8b_standard,3.1676884566659704,1.6409926400759733,1.8992359705353126,0.9163436065287067,1.7099358974358978
389,zebra,llama_30b_standard,4.369458407757974,5.704341508190884,2.445494981807559,3.905710016502601,174.32639031719916
390,vase,phi3mini_4k_instruct_q4,20.018179382912002,5.3375,5.42125,5.304079622998333,2.4810000000000003
391,vase,qwen25_7b_standard,4.073435014400002,1.329275,1.14875,0.4225138839999999,5.06875
392,vase,llava_7b_standard,1.9530410293933338,0.7406237268518518,0.6240566093750001,1.0283322252925928,3.714583333333333
393,vase,qwen25_1b_standard,983.9729030244483,1.2270041666666667,0.9746433108333333,0.5188522932407407,0.5650979166666666
394,vase,llama31_8b_standard,4.9146023439494755,2.6484635416666666,0.9128846153846154,2.555012539083508,33.4
395,vase,llama_30b_standard,3678.67055424375,52.44595614035088,122.54012888888889,6.586415695277194,1944.6003703703707
396,potted plant,phi3mini_4k_instruct_q4,1218.197561600004,805.25,665.125,435.8290546555556,3.675
397,potted plant,qwen25_7b_standard,3518.9413472000115,1451.9166666666665,857.3333333333333,55.42157174444446,560.1111111111111
398,potted plant,llava_7b_standard,7387.224854857168,702.0059232026143,1382.2070707070707,1039.5090201327162,2929.555555555555
399,potted plant,qwen25_1b_standard,15480.84258464005,1033.1013888888888,17.898752633333334,752.3952674,6132.680555555555
400,potted plant,llama31_8b_standard,5360.322954752018,1530.1904761904764,1054.5555555555554,1028.1572769696973,3210.111111111111
401,potted plant,llama_30b_standard,69930.28858144315,1534.1187094017093,1107323.3093888888,476.72712389555323,245705.06060606058
402,mouse,phi3mini_4k_instruct_q4,0.8879222276400703,0.7892986111111111,0.5530381944444444,1.145538023611111,0.9553652777777778
403,mouse,qwen25_7b_standard,0.9880232304000021,0.23666666666666666,1.1577777777777778,1.546822863333333,25.119097222222223
404,mouse,llava_7b_standard,269.0962662273425,0.6902566919191918,5.509404638888888,0.6573767530202019,5.147979625714285
405,mouse,qwen25_1b_standard,87.79109141565654,0.8133340643274853,0.9937510577485381,0.9269912486163612,1619.6960416666666
406,mouse,llama31_8b_standard,0.5209471091124078,5.588330633333333,7.055301503267973,2.0422088768985494,4.198242690058479
407,mouse,llama_30b_standard,1528.3836260254097,10.17649047018369,0.8167809972222221,21.671414628692133,29.419409170724375
408,sports ball,phi3mini_4k_instruct_q4,,,,,
409,sports ball,qwen25_7b_standard,,,,,
410,sports ball,llava_7b_standard,,,,,
411,sports ball,qwen25_1b_standard,,,,,
412,sports ball,llama31_8b_standard,,,,,
413,sports ball,llama_30b_standard,,,,,
414,carrot,phi3mini_4k_instruct_q4,,,,,
415,carrot,qwen25_7b_standard,,,,,
416,carrot,llava_7b_standard,,,,,
417,carrot,qwen25_1b_standard,,,,,
418,carrot,llama31_8b_standard,,,,,
419,carrot,llama_30b_standard,,,,,
420,broccoli,phi3mini_4k_instruct_q4,2.0832694592575995,0.7788541666666666,0.9590812499999999,0.78498123649,0.7770416666666666
421,broccoli,qwen25_7b_standard,0.45754927200000006,0.7938687500000001,0.9876595833333333,0.9774507171416668,0.384375
422,broccoli,llava_7b_standard,47.80329852224,0.451140625,0.9458547794117649,0.8523290456407406,9.123177083333331
423,broccoli,qwen25_1b_standard,2.882132121603054,1.1685821583333333,0.9453009335333334,0.9948268806065877,0.9102739353958332
424,broccoli,llama31_8b_standard,21.957759177768416,0.9751769230769229,0.66875,0.31764265504000005,5.470833333333333
425,broccoli,llama_30b_standard,101.43190772929941,0.78146838,0.9378622637456139,0.9678927667222221,11.366291666929616
426,snowboard,phi3mini_4k_instruct_q4,140.3482592384003,115.99111111111111,0.3341555555555556,160.80345739602225,153.53888888888886
427,snowboard,qwen25_7b_standard,2085.518975340804,339.25,32.13980533333334,990.25350136,830.3541666666666
428,snowboard,llava_7b_standard,113605.87389547545,378.0087333333333,272.7265578857143,331.7946256877926,372530.2457875457
429,snowboard,qwen25_1b_standard,886.3616000345426,369.6107166666667,1.5413312,161.0711504285204,944.1684567901234
430,snowboard,llama31_8b_standard,432885.7523925065,180.8278732163743,209.04194814814815,2112.512728362346,7025.405555555555
431,snowboard,llama_30b_standard,178070.9256581347,827.9335490196079,21.003727158730157,2120.4227160890614,109036.02150303028
432,train,phi3mini_4k_instruct_q4,3.0821797842736647,141.65036666666668,1.5147505555555556,0.8466904438503535,0.551048611111111
433,train,qwen25_7b_standard,0.7909535019647999,14.031305555555557,0.9007425925925926,0.9454741639336108,0.1802
434,train,llava_7b_standard,0.7442226373051863,0.9818667766203704,0.9180034444444445,0.9996449742584399,0.8914041280864198
435,train,qwen25_1b_standard,9.040215903146501,497.21919801665473,11079.187150501417,1122.3185998739348,0.8733548277777778
436,train,llama31_8b_standard,4.24919000978171,1045.3959624120434,20.589544006574073,0.904591897730215,2.681093981481481
437,train,llama_30b_standard,1.137246093383458,0.9084941233373801,0.9908942407878916,7.840306950253312,27.418372781893
438,person,phi3mini_4k_instruct_q4,,,,,
439,person,qwen25_7b_standard,,,,,
440,person,llava_7b_standard,,,,,
441,person,qwen25_1b_standard,,,,,
442,person,llama31_8b_standard,,,,,
443,person,llama_30b_standard,,,,,
444,teddy bear,phi3mini_4k_instruct_q4,20.611260003199998,1.6534722222222222,0.9848611111111112,2.5081517650444445,3.575
445,teddy bear,qwen25_7b_standard,2.932895359999999,0.2831666666666667,0.4041666666666666,0.2824808049333334,0.84375
446,teddy bear,llava_7b_standard,5.82439038155294,0.6658150584795322,0.4718472222222222,1.427947543843137,4.289756944444445
447,teddy bear,qwen25_1b_standard,1000.1126145449596,0.7636958055555556,0.9968745569444442,2.225476175478395,8.257442571527775
448,teddy bear,llama31_8b_standard,3.3382164101389464,4.188057192,1.0562444444444445,2.2853893854804888,230.06697530864201
449,teddy bear,llama_30b_standard,202.38784714284796,1.253209,1.6464010441587158,4.8072939277415205,33.92132276562501
450,spoon,phi3mini_4k_instruct_q4,1.085061287936003,36.403055555555554,18.190111111111108,21.97625691477778,7.032533333333333
451,spoon,qwen25_7b_standard,14.731581440000033,4.475,1.5683333333333334,4.580705684444444,103.16666666666667
452,spoon,llava_7b_standard,60.747934204765215,58.700879629629625,2276.956481481482,6.99469566201389,158.24872592592595
453,spoon,qwen25_1b_standard,88.89498607823867,21.488771929824562,0.944824,3.65160363146284,96.63705153508772
454,spoon,llama31_8b_standard,2.012206500852455,88.25784444444446,74.41448717948718,16.649874151228072,54.335672514619894
455,spoon,llama_30b_standard,13894.921805053686,63.82208987654321,5.704956514607668,10.589048139422223,814169.534237177
456,bed,phi3mini_4k_instruct_q4,2557069.2406880083,2395034.0000000005,9459.633333333333,4162907.2870699996,394332.3333333335
457,bed,qwen25_7b_standard,5437777.440550417,4369999.000000002,2298665.6666666665,2707105.26577664,1755999.0000000005
458,bed,llava_7b_standard,4071054.726628036,1533119.0,49708657.823529415,1138391.949016,967985.6666666666
459,bed,qwen25_1b_standard,7389647.188416023,3557547.770833333,2309148.933333333,6229357.079753545,707073.5614035089
460,bed,llama31_8b_standard,11352385.62060074,3379321.5,2834398.6266666665,2303453.5509764203,2525045.315789474
461,bed,llama_30b_standard,9370583.817333477,9333334974038.117,376471380798.8512,4645863.215780088,3240853.901960785
462,oven,phi3mini_4k_instruct_q4,0.7177309580799998,0.5928095238095239,0.6988861904761905,0.29126122735237236,0.8101851851851853
463,oven,qwen25_7b_standard,0.6181055195428569,0.7794634920634922,0.6829100529100529,0.9433787921980953,0.34761904761904755
464,oven,llava_7b_standard,1.3472220334322285,0.6165200746965452,3.9326660787771903,0.469070473063181,0.4803803644914756
465,oven,qwen25_1b_standard,61.94083508824541,2.0620762301587305,0.7934786984126985,0.9058584849210582,2.5928153717627396
466,oven,llama31_8b_standard,1.136033343672704,0.5332081314397104,0.6607189542483659,0.30098507198371505,0.24956349206349193
467,oven,llama_30b_standard,2.5972450660514736,0.8416694815935264,69.48487521942111,0.6800051068674227,6.256425124375402
468,giraffe,phi3mini_4k_instruct_q4,,,,,
469,giraffe,qwen25_7b_standard,,,,,
470,giraffe,llava_7b_standard,,,,,
471,giraffe,qwen25_1b_standard,,,,,
472,giraffe,llama31_8b_standard,,,,,
473,giraffe,llama_30b_standard,,,,,
474,refrigerator,phi3mini_4k_instruct_q4,0.7854166666666667,0.42437093243973595,0.6668959364517835,0.4152271412037041,1.0096252531197094
475,refrigerator,qwen25_7b_standard,0.17395833333333335,0.3350678653844366,0.283759065710024,0.4600694444444448,1.0405255865010123
476,refrigerator,llava_7b_standard,1.8926684027777778,0.41122631066330906,1.2721673964030384,0.35161521294152953,0.3057437796884575
477,refrigerator,qwen25_1b_standard,155.06059895833332,9.393344472455492,0.6986412917380281,0.7362682244566615,90884.61255611748
478,refrigerator,llama31_8b_standard,4.323480815972223,0.28919851648112727,1.3048366154914803,0.25648962369791667,0.7189584580703865
479,refrigerator,llama_30b_standard,0.6427508169934639,1.5431406631755646,0.5812467229360014,0.7091053753134646,0.9753626692274885
