,concept,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,temperature_celsius,temperature_fahrenheit,temperature_kelvin,value_us dollars,value_euros,value_pounds,weight_kilograms,weight_grams,weight_pounds,weight_ounces,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,texture,colour,material,shape,pattern,location,disposition,model_name,Unnamed: 0
1793,zebra,2.0,140.0,1400.0,48.0,5.0,2.5,250.0,240.0,54.0,5.0,26.7,86.0,295.15,0.0,,1090.0,350.0,320000.0,500.0,320.0,2.5,250.0,1400.0,36.0,5.5,['smooth'],"['black', 'white']",['leather'],['oval'],['striped'],['grasslands'],[],phi3mini_4k_instruct_q4,993.0
1794,zebra,1.5,140.0,1400.0,48.0,4.5,2.5,240.0,2400.0,48.0,5.0,28.0,75.0,293.15,0.0,0.0,,350.0,230000.0,450.0,320.0,3.0,240.0,300.0,48.0,6.5,"['rough', 'striped']","['black', 'white']","['fabric', 'leather']","['oval', 'rectangle']",[],['grasslands'],[],phi3mini_4k_instruct_q4,994.0
1795,zebra,1.4,140.0,1400.0,48.0,5.0,2.5,230.0,1600.0,54.0,5.5,27.5,75.0,303.15,0.0,0.0,450.0,350.0,380000.0,450.0,160.0,2.5,250.0,1270.0,48.0,11.5,"['rough', 'smooth', 'striped']","['black', 'white']","['fabric', 'leather', 'paint']",['rectangle'],['striped'],"['grasslands', 'park', 'zoo']",[],phi3mini_4k_instruct_q4,995.0
1796,zebra,1.5,140.0,1400.0,48.0,5.0,3.0,250.0,2400.0,48.0,5.5,-2.2,,305.37,0.0,0.0,870.0,350.0,230000.0,450.0,880.0,2.5,250.0,1400.0,48.0,5.5,"['rough', 'striped']","['black', 'white']","['fabric', 'leather']",[],[],"['desert', 'grasslands', 'lake', 'park']",[],phi3mini_4k_instruct_q4,996.0
1797,zebra,1.4,140.0,1200.0,54.0,4.5,3.0,240.0,240.0,42.72,11.5,26.0,75.0,299.15,0.0,0.0,1000.0,350.0,380000.0,860.0,2400.0,2.5,300.0,1270.0,48.0,5.5,"['smooth', 'striped']","['black', 'white']","['fabric', 'leather', 'metal', 'plastic']",['stripe'],['striped'],"['park', 'valley']","['playful', 'social']",phi3mini_4k_instruct_q4,997.0
1798,zebra,1.5,140.0,1400.0,48.0,5.0,2.4,240.0,2400.0,48.0,5.5,27.5,77.0,305.37,0.0,0.0,,350.0,320000.0,400.0,1100.0,2.5,250.0,300.0,42.72,5.5,"['rough', 'striped']","['black', 'white']","['fabric', 'leather']","['oval', 'polygon', 'rectangle', 'triangle']",[],"['park', 'zoo']",[],phi3mini_4k_instruct_q4,998.0
1799,zebra,1.5,140.0,1400.0,48.0,5.0,3.0,250.0,240.0,48.0,11.5,27.5,75.0,305.37,0.0,0.0,,350.0,2300000.0,450.0,230.48,2.5,250.0,1270.0,48.0,5.5,"['rough', 'smooth']","['black', 'seal brown', 'white']","['fabric', 'leather']","['ellipse', 'oval', 'rectangle', 'zigzag']",[],"['park', 'zoo']",[],phi3mini_4k_instruct_q4,999.0
1800,hair drier,0.2,30.0,200.0,12.5,0.5,0.15,25.0,200.0,12.5,2.5,60.0,185.0,323.15,59.99,45.0,,0.3,900.0,2.5,8.5,0.3,45.0,300.0,4.5,0.25,[],"['black', 'pink', 'silver', 'white']","['ceramic', 'metal', 'plastic', 'rubber']","['cylindrical', 'oval', 'rectangle']",[],"['bathroom', 'home', 'salon', 'store']",[],phi3mini_4k_instruct_q4,1000.0
1801,hair drier,0.2,25.0,300.0,11.8,1.5,0.12,25.0,300.0,10.5,0.5,65.0,185.0,333.15,59.99,25.0,10.0,0.5,600.0,2.5,4.5,0.2,25.0,200.0,10.0,1.5,"['rough', 'smooth']","['black', 'blue', 'green', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']",[],"['cylinder', 'rectangle', 'sphere']",[],"['bathroom', 'beach', 'gym', 'home', 'hotel room', 'salon']",[],phi3mini_4k_instruct_q4,1001.0
1802,hair drier,0.3,35.0,200.0,8.0,0.5,0.2,25.0,400.0,12.0,1.5,60.0,185.0,333.15,69.99,50.0,0.0,0.6,900.0,2.5,3.5,0.3,20.0,160.0,7.5,1.2,"['rough', 'smooth']","['black', 'blue', 'green', 'red', 'silver', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'rubber']","['cylindrical', 'oval', 'rectangle']",[],"['bathroom', 'home', 'salon', 'store']",[],phi3mini_4k_instruct_q4,1002.0
1803,hair drier,0.2,25.0,350.0,12.0,1.5,0.3,18.0,250.0,8.5,1.5,60.0,185.0,323.15,50.0,45.0,24.99,0.45,1.2,3.5,1.5,0.2,15.0,200.0,10.0,0.5,['rough'],"['black', 'blue', 'or', 'pink', 'red', 'seal brown', 'silver', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'rubber']","['cylinder', 'oval', 'rectangle']",[],"['bathroom', 'beauty salon', 'gym', 'home', 'hotel', 'shower']",[],phi3mini_4k_instruct_q4,1003.0
1804,hair drier,0.3,27.5,300.0,15.0,1.5,0.2,25.0,300.0,12.0,1.5,65.0,185.0,323.15,59.99,35.0,,0.5,1000.0,4.5,2.5,0.2,25.0,50.0,6.6,1.5,['rough'],"['black', 'blue', 'green', 'or', 'pink', 'purple', 'red', 'silver', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'rubber']","['cylindrical', 'oval', 'rectangle']",[],"['bathroom', 'beauty salon', 'gym', 'home', 'hotel', 'room']",[],phi3mini_4k_instruct_q4,1004.0
1805,hair drier,0.12,30.0,200.0,10.0,0.2,0.22,25.0,200.0,12.0,1.5,60.0,185.0,310.93,59.99,35.0,,0.5,600.0,3.2,4.5,0.05,35.0,300.0,6.5,0.25,['rough'],"['black', 'blue', 'or', 'red', 'silver', 'white']",[],"['cylindrical', 'oval', 'rectangle']",[],"['bathroom', 'home', 'salon', 'shop']",[],phi3mini_4k_instruct_q4,1005.0
1806,hair drier,0.2,25.0,300.0,15.0,1.5,0.22,25.0,300.0,8.5,1.5,60.0,150.0,343.15,50.0,40.0,0.0,0.35,800.0,3.5,8.5,0.2,32.0,280.0,12.0,0.5,[],"['black', 'blue', 'or', 'pink', 'purple', 'red', 'silver', 'white']",[],"['cube', 'cylinder', 'rectangle']",[],"['bathroom', 'beach', 'gym', 'home', 'hotel', 'restaurant', 'salon']",['portable'],phi3mini_4k_instruct_q4,1006.0
1807,hair drier,0.3,20.0,300.0,10.0,0.5,0.12,25.0,200.0,12.0,1.5,60.0,185.0,333.15,49.99,49.99,0.0,0.62,1000.0,2.5,8.5,0.12,15.0,150.0,3.5,1.5,['rough'],"['black', 'or', 'silver', 'white']",[],"['cylindrical', 'oval', 'rectangle']",[],"['bathroom', 'gym', 'home', 'hotel room', 'salon', 'shower']",[],phi3mini_4k_instruct_q4,1007.0
1808,hair drier,0.06,25.0,250.0,12.0,0.2,0.12,20.0,300.0,12.0,1.5,60.0,185.0,323.15,45.99,39.99,,0.45,900.0,3.5,4.5,0.3,20.0,140.0,10.5,1.5,[],"['black', 'blue', 'or', 'pink', 'purple', 'red', 'silver', 'white']","['aluminium', 'metal', 'plastic', 'rubber']","['cylindrical', 'oval', 'rectangle']",[],"['bathroom', 'beauty salon', 'home', 'hotel room', 'shop']",[],phi3mini_4k_instruct_q4,1008.0
1809,hair drier,0.3,30.0,200.0,12.0,1.2,0.3,30.0,200.0,8.5,0.5,60.0,185.0,323.15,59.99,30.0,0.0,0.42,1000.0,3.2,8.5,0.12,15.0,200.0,10.0,0.5,['rough'],"['black', 'blue', 'green', 'or', 'pink', 'purple', 'red', 'seal brown', 'silver', 'white']",[],"['cylinder', 'rectangle', 'rectangular cuboid']",[],"['bathroom', 'home', 'salon', 'store']",[],phi3mini_4k_instruct_q4,1009.0
1810,hair drier,0.2,25.0,250.0,12.0,1.5,0.15,30.0,100.0,12.5,1.5,60.0,1200.0,330.0,59.99,35.0,0.0,0.3,350.0,2.5,4.5,0.2,22.0,200.0,10.5,0.5,['smooth'],"['black', 'blue', 'green', 'pink', 'purple', 'red', 'seal brown', 'silver', 'white']","['aluminium', 'metal', 'plastic', 'rubber']","['cylinder', 'oval', 'rectangle']",[],"['bathroom', 'hotel room', 'salon', 'store']",[],phi3mini_4k_instruct_q4,1010.0
1811,hair drier,0.2,15.0,300.0,12.0,1.5,0.2,30.0,230.0,9.5,1.5,65.0,185.0,310.93,45.99,25.0,0.0,0.6,1500.0,3.5,8.5,0.05,24.0,400.0,11.8,8.5,['rough'],"['black', 'blue', 'purple', 'red', 'silver', 'white']",[],"['cylindrical', 'rectangle']",[],"['bathroom', 'home', 'hotel room', 'salon', 'shop']",[],phi3mini_4k_instruct_q4,1011.0
1812,hair drier,0.3,25.0,150.0,10.0,1.2,0.12,20.0,350.0,8.5,1.5,60.0,450.0,323.15,45.99,45.0,15.99,1.2,1500.0,2.5,6.5,0.12,15.0,200.0,8.5,1.5,['rough'],"['black', 'blue', 'green', 'or', 'pink', 'purple', 'red', 'silver', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'rubber']","['cylindrical', 'rectangle']",[],"['bathroom', 'home', 'salon', 'store']",[],phi3mini_4k_instruct_q4,1012.0
1813,hair drier,0.2,25.0,150.0,10.0,1.5,0.12,22.0,200.0,12.0,1.5,60.0,140.0,350.0,59.99,50.0,,0.45,1.2,3.5,2.5,0.3,15.0,65.0,4.5,1.2,[],"['black', 'blue', 'green', 'or', 'pink', 'purple', 'red', 'seal brown', 'silver', 'white']",[],"['cylinder', 'rectangle', 'tube']",[],"['bathroom', 'beauty salon', 'home', 'hotel']",[],phi3mini_4k_instruct_q4,1013.0
1814,hair drier,0.15,25.0,200.0,6.0,1.5,0.12,24.0,150.0,10.5,1.5,60.0,450.0,343.15,25.0,29.99,0.0,0.5,1.2,3.5,8.5,0.22,29.5,140.0,4.5,1.2,[],"['black', 'blue', 'green', 'pink', 'purple', 'red', 'silver', 'white']",[],"['cylindrical', 'oval', 'rectangle']",[],"['bathroom', 'beach', 'car', 'home', 'salon']",[],phi3mini_4k_instruct_q4,1014.0
1815,hair drier,0.3,30.0,200.0,12.0,0.2,0.2,20.0,300.0,16.0,1.0,60.0,450.0,323.15,59.99,49.99,0.0,0.5,1000.0,1.5,8.2,0.06,30.0,150.0,10.0,0.2,"['rough', 'smooth']","['black', 'blue', 'green', 'or', 'pink', 'purple', 'red', 'seal brown', 'silver', 'white']",[],"['conical', 'cylindrical', 'rectangle']",[],"['bathroom', 'beauty salon', 'laundry room']",[],phi3mini_4k_instruct_q4,1015.0
1816,hair drier,0.12,35.0,200.0,12.0,0.25,0.2,20.0,200.0,12.0,0.5,60.0,185.0,323.15,49.99,25.0,0.0,0.5,500.0,1.5,8.0,0.12,15.0,200.0,10.0,1.5,['rough'],"['black', 'blue', 'green', 'or', 'pink', 'purple', 'red', 'silver', 'white']",[],"['conical', 'cylindrical', 'rectangle']",[],"['bathroom', 'home', 'salon', 'store']",[],phi3mini_4k_instruct_q4,1016.0
1817,hair drier,0.5,30.0,500.0,11.8,1.5,0.2,30.0,300.0,12.0,1.5,60.0,185.0,300.0,50.0,50.0,10.5,1.0,600.0,2.5,8.5,0.12,18.0,50.0,3.5,0.5,['rough'],"['black', 'blue', 'green', 'or', 'pink', 'purple', 'red', 'silver', 'white']",[],"['cylindrical', 'oval', 'rectangle']",[],"['bathroom', 'beauty salon', 'home', 'hotel']",[],phi3mini_4k_instruct_q4,1017.0
1818,hair drier,0.15,14.5,400.0,12.0,1.0,0.12,25.0,250.0,10.0,1.5,60.0,185.0,323.15,35.0,50.0,,0.45,1.0,3.2,8.5,0.2,30.0,200.0,12.0,0.5,['rough'],"['black', 'blue', 'green', 'pink', 'purple', 'red', 'seal brown', 'silver', 'white']",[],"['cylindrical', 'oval', 'rectangle']",[],"['bathroom', 'home', 'hotel room', 'salon', 'store']",[],phi3mini_4k_instruct_q4,1018.0
1819,hair drier,0.2,25.0,150.0,12.0,1.5,0.3,20.0,350.0,12.5,1.5,65.0,185.0,350.0,59.99,50.0,,0.45,950.0,2.5,8.5,0.1,15.0,200.0,8.5,1.5,['rough'],"['black', 'or', 'silver', 'white']",[],"['cylinder', 'prism', 'rectangle']",[],"['bathroom', 'beauty salon', 'home', 'hotel room', 'restaurant']",[],phi3mini_4k_instruct_q4,1019.0
1820,cow,1.5,120.0,1200.0,48.0,5.5,2.8,120.0,1500.0,48.5,5.5,38.3,99.5,310.15,0.75,0.0,1190.45,680.0,250000.0,1100.0,1400.0,2.5,250.0,150.0,40.0,10.5,"['rough', 'smooth']","['black', 'grey', 'seal brown', 'white']","['leather', 'steel', 'wool']","['circle', 'oval', 'rectangle']",[],"['barn', 'farm', 'market', 'pasture', 'zoo']","['calm', 'docile', 'quiet', 'sensitive', 'social']",phi3mini_4k_instruct_q4,1020.0
1821,cow,1.5,120.0,1200.0,48.0,4.5,2.5,150.0,240.0,72.0,10.5,37.5,99.5,310.15,0.0,0.0,1200.0,680.0,320000.0,1100.0,2100.0,2.5,200.0,200.0,36.5,6.5,"['rough', 'smooth', 'soft']","['black', 'grey', 'seal brown', 'white']","['leather', 'wool']","['cylinder', 'oval', 'rectangle', 'sphere']",[],"['farm', 'market', 'museum', 'pasture', 'shop', 'zoo']","['calming', 'quiet', 'social']",phi3mini_4k_instruct_q4,1021.0
1822,cow,1.6,130.0,1400.0,48.0,4.5,2.5,142.0,200.0,48.0,10.5,38.5,99.5,310.15,0.0,0.7,1190.0,680.0,250000.0,1100.0,18000.0,2.3,100.0,200.0,36.0,6.5,"['rough', 'smooth']","['black', 'seal brown', 'white']",['leather'],"['curve', 'oval', 'rectangle']",[],"['barn', 'farm', 'market', 'pasture', 'shop']","['docile', 'quiet']",phi3mini_4k_instruct_q4,1022.0
1823,cow,1.5,120.0,1400.0,48.0,4.5,2.5,120.0,2200.0,48.0,11.5,37.5,99.5,310.15,0.0,0.0,1000.0,550.0,250000.0,1100.0,220.0,2.5,150.0,300.0,36.0,6.5,"['rough', 'smooth', 'soft']","['black', 'red', 'seal brown', 'white', 'yellow']",['leather'],"['circle', 'curve', 'oval', 'rectangle', 'square', 'triangle']",[],"['barn', 'farm', 'field', 'grasslands', 'house', 'pasture', 'stable']",[],phi3mini_4k_instruct_q4,1023.0
1824,cow,1.5,110.0,1200.0,48.0,4.5,2.8,140.0,200.0,48.0,6.5,38.6,99.5,310.15,0.0,0.0,1190.0,680.0,250000.0,1100.0,2300.0,2.3,150.0,300.0,36.5,5.9,"['smooth', 'soft']","['black', 'seal brown', 'white']","['leather', 'wool']","['cylinder', 'oval', 'rectangle']",[],"['farm', 'field', 'pasture', 'shed']",['calming'],phi3mini_4k_instruct_q4,1024.0
1825,cow,1.5,120.0,1200.0,48.0,5.2,2.5,140.0,1300.0,60.0,5.5,38.5,99.5,310.15,,1500.0,1190.0,680.0,250000.0,1100.0,160000.0,2.2,152.0,300.0,36.5,6.5,"['fibrous', 'smooth', 'soft']","['black', 'red', 'seal brown', 'white']","['leather', 'wool']","['ovoid', 'rectangle', 'round']",[],"['barn', 'farm', 'field', 'grasslands', 'market', 'pasture']","['calming', 'docile', 'social']",phi3mini_4k_instruct_q4,1025.0
1826,cow,1.5,120.0,1500.0,48.0,4.5,2.5,130.0,240.0,48.5,8.5,38.3,99.5,310.15,1500.0,0.0,1190.0,680.0,250000.0,1100.0,280.0,1.5,150.0,200.0,36.0,8.5,"['rough', 'smooth', 'soft']","['beige', 'black', 'grey', 'seal brown', 'white']","['bone', 'hair', 'leather']","['cylinder', 'oval', 'rectangle']",[],"['farm', 'market', 'pasture']",[],phi3mini_4k_instruct_q4,1026.0
1827,cow,1.7,120.0,1200.0,48.0,4.5,2.5,150.0,2000.0,36.0,5.5,37.8,99.5,310.15,0.7,,1190.0,680.0,300000.0,1100.0,2120.0,2.5,100.0,200.0,36.5,6.5,"['rough', 'smooth']","['black', 'cream', 'red', 'seal brown', 'white']",['leather'],"['circle', 'rectangle', 'regular hexagon', 'square', 'triangle']",[],"['farm', 'pasture']","['curious', 'docile']",phi3mini_4k_instruct_q4,1027.0
1828,cow,1.5,120.0,1420.0,48.0,4.5,2.5,150.0,1500.0,36.0,10.5,38.3,99.5,310.15,1500.0,0.0,1200.0,590.0,250000.0,1191.0,2000.0,2.3,160.0,200.0,36.0,6.5,"['smooth', 'soft']","['beige', 'black', 'cream', 'seal brown', 'white', 'yellow']",['leather'],"['heart', 'oval', 'rectangle']",[],"['farm', 'field', 'pasture']","['docile', 'social']",phi3mini_4k_instruct_q4,1028.0
1829,cow,1.5,110.0,1500.0,48.0,5.9,2.5,250.0,1500.0,59.0,8.5,37.8,99.5,310.15,0.0,0.0,1200.0,590.0,350000.0,1100.0,4656.0,2.3,120.0,200.0,36.0,10.0,['smooth'],"['black', 'red', 'seal brown', 'white']",['leather'],"['cylinder', 'rectangle', 'sphere']",[],"['farm', 'field', 'market', 'pasture', 'shop', 'zoo']","['calm', 'docile', 'playful', 'protective', 'quiet', 'social']",phi3mini_4k_instruct_q4,1029.0
1830,cow,1.5,120.0,1140.0,48.0,4.5,2.8,140.0,1500.0,48.0,5.5,37.8,99.5,310.15,0.0,,1200.0,680.0,250000.0,1100.0,200.0,2.3,150.0,250.0,36.0,6.5,"['rough', 'smooth', 'soft']","['black', 'grey', 'red', 'seal brown', 'white']","['leather', 'wool']","['cylinder', 'oval', 'rectangle', 'sphere', 'triangle']",[],"['farm', 'field', 'pasture']","['calm', 'gentle', 'social']",phi3mini_4k_instruct_q4,1030.0
1831,cow,1.5,120.0,1200.0,48.0,4.5,2.5,150.0,200.0,48.0,10.5,38.3,99.5,310.15,0.0,0.0,1200.0,680.0,250000.0,1100.0,480.0,2.5,250.0,200.0,36.0,5.5,"['rough', 'smooth', 'soft']","['black', 'red', 'sable', 'seal brown', 'white']","['leather', 'wool']","['cylinder', 'oval', 'rectangle']",[],"['backyard', 'farm', 'garden', 'pasture', 'zoo']","['curious', 'docile', 'playful', 'social']",phi3mini_4k_instruct_q4,1031.0
1832,cow,2.3,120.0,1200.0,48.0,5.2,2.5,120.0,220.0,48.0,5.5,38.3,99.5,310.15,1200.0,1500.0,,680.0,250000.0,1100.0,330.0,2.5,200.0,300.0,36.0,6.5,"['rough', 'smooth', 'soft']","['black', 'seal brown', 'white']","['animal skin', 'leather']","['circle', 'crescent', 'heart', 'oval', 'rectangle']",[],"['farm', 'market', 'pasture']","['calming', 'docile']",phi3mini_4k_instruct_q4,1032.0
1833,cow,1.5,120.0,1200.0,48.0,5.2,2.5,150.0,260.0,48.0,5.9,37.5,99.5,310.15,0.7,1500.0,1190.45,590.0,320000.0,1100.0,2100.0,2.3,150.0,200.0,36.0,5.5,"['fibrous', 'rough', 'smooth', 'soft']","['black', 'seal brown', 'white']","['leather', 'wool']","['circle', 'cylinder', 'oval', 'rectangle']",[],"['farm', 'market', 'park', 'pasture', 'zoo']","['calming', 'social']",phi3mini_4k_instruct_q4,1033.0
1834,cow,1.5,110.0,1200.0,48.0,4.5,2.5,120.0,1400.0,48.0,7.9,37.8,99.5,310.15,0.0,0.75,1190.0,680.0,340000.0,1100.0,2100.0,2.3,120.0,300.0,36.5,6.5,"['rough', 'smooth']","['black', 'grey', 'seal brown', 'white']","['bone', 'hair', 'leather']","['cylinder', 'oval', 'rectangle']",[],"['barn', 'farm', 'house', 'pasture', 'stable']","['curious', 'docile', 'playful', 'quiet', 'social']",phi3mini_4k_instruct_q4,1034.0
1835,cow,1.5,120.0,1400.0,48.0,4.5,2.8,120.0,1500.0,48.0,11.0,37.8,99.5,310.15,,0.0,1200.0,590.0,250000.0,1191.4,230.48,1.75,150.0,200.0,36.0,10.5,"['smooth', 'soft']","['black', 'red', 'seal brown', 'white']","['leather', 'wool']","['ovoid', 'round']",[],"['barn', 'farm', 'pasture']","['calming', 'docile', 'social']",phi3mini_4k_instruct_q4,1035.0
1836,cow,1.5,120.0,1400.0,48.0,4.5,2.5,142.0,1500.0,36.0,8.5,37.8,99.5,310.15,3000.0,0.0,1200.0,590.0,3225000.0,1100.0,264.6,2.5,120.0,300.0,36.0,6.5,"['rough', 'smooth', 'soft']","['black', 'cream', 'red', 'seal brown', 'white']","['leather', 'wool']","['circle', 'cylinder', 'oval', 'rectangle']",[],"['barn', 'farm', 'field', 'grasslands', 'pasture']","['calm', 'curious', 'docile', 'observant', 'social']",phi3mini_4k_instruct_q4,1036.0
1837,cow,1.7,130.0,1420.0,48.0,4.5,2.5,150.0,2800.0,48.0,4.5,38.3,99.5,310.15,0.0,2000.0,1500.0,680.0,320000.0,1100.0,2100.0,2.3,140.0,100.0,36.0,6.5,"['rough', 'smooth', 'soft']","['black', 'red', 'seal brown', 'white']","['leather', 'wool']","['circle', 'oval', 'rectangle', 'triangle']",[],"['barn', 'farm', 'pasture', 'stable']","['affectionate', 'calming', 'social']",phi3mini_4k_instruct_q4,1037.0
1838,cow,1.5,120.0,1200.0,48.0,4.5,2.5,150.0,280.0,48.0,5.5,37.8,99.5,310.15,1500.0,,1000.0,680.0,382200.0,1100.0,280.0,1.7,200.0,1200.0,36.0,6.5,"['rough', 'smooth', 'soft']","['black', 'grey', 'red', 'seal brown', 'white']",['leather'],"['circle', 'oval', 'rectangle', 'triangle']",[],"['barn', 'farm', 'field', 'pasture']","['docile', 'playful', 'quiet', 'social']",phi3mini_4k_instruct_q4,1038.0
1839,cow,1.5,120.0,1400.0,48.0,4.5,2.8,130.0,230.0,48.0,5.5,37.8,99.5,310.15,0.0,0.0,1000.0,680.0,250000.0,1100.0,4600.0,2.5,130.0,300.0,36.5,6.5,"['rough', 'smooth', 'soft']","['black', 'red', 'seal brown', 'white']","['leather', 'wool']","['cone', 'cylinder', 'oval', 'rectangle']",[],"['barn', 'farm', 'museum', 'pasture', 'zoo']","['calming', 'quiet', 'social']",phi3mini_4k_instruct_q4,1039.0
1840,sink,0.5,45.0,450.0,24.0,2.5,0.5,60.0,500.0,24.0,2.5,15.5,68.0,295.25,0.0,150.0,,25.0,1200.0,45.0,16.0,0.5,45.0,500.0,12.0,2.5,['smooth'],"['black', 'white']",[],"['circular', 'oval', 'rectangle']",[],[],[],phi3mini_4k_instruct_q4,1040.0
1841,sink,0.5,50.0,150.0,18.0,2.5,0.5,60.0,200.0,24.0,2.5,15.0,68.0,293.15,,250.0,,10.0,2500.0,15.0,20.0,0.5,45.0,450.0,24.0,2.5,['smooth'],"['black', 'white']",[],"['circular', 'oval', 'rectangle']",[],[],[],phi3mini_4k_instruct_q4,1041.0
1842,sink,0.5,60.0,600.0,24.0,2.5,0.3,40.0,300.0,24.0,3.5,10.5,68.0,293.15,0.0,150.0,,15.0,4500.0,10.0,50.0,0.5,60.0,450.0,18.0,2.5,[],"['black', 'white']",[],"['circular', 'oval', 'rectangle', 'square']",[],[],[],phi3mini_4k_instruct_q4,1042.0
1843,sink,0.3,60.0,600.0,20.0,2.5,0.5,50.0,150.0,24.0,3.5,20.0,68.0,293.15,,250.0,0.0,20.0,4500.0,10.0,20.0,0.6,30.0,450.0,12.0,1.5,"['glossy', 'matted', 'smooth']","['black', 'white']",[],"['circle', 'cylinder', 'oval', 'rectangle']",[],[],[],phi3mini_4k_instruct_q4,1043.0
1844,sink,0.5,60.0,450.0,15.0,2.5,0.5,50.0,600.0,24.0,3.5,20.0,68.0,293.15,0.0,150.0,,25.0,5000.0,15.0,50.0,0.6,30.0,450.0,18.0,2.5,['smooth'],"['black', 'white']",[],"['bowl', 'cylinder', 'rectangle']",[],[],[],phi3mini_4k_instruct_q4,1044.0
1845,sink,0.5,45.0,600.0,24.0,2.5,0.3,45.0,150.0,18.0,3.0,20.0,68.0,293.15,0.0,,,10.0,5000.0,10.0,16.0,0.5,50.0,200.0,20.0,2.5,"['glossy', 'matted']","['black', 'white']",[],"['bowl', 'circular', 'oval', 'rectangle']",[],"['basement', 'bathroom', 'gym', 'kitchen', 'laundry room']",[],phi3mini_4k_instruct_q4,1045.0
1846,sink,0.5,80.0,300.0,24.0,2.5,0.5,50.0,500.0,24.0,1.5,15.5,68.0,293.15,0.0,250.0,0.0,10.0,,10.5,16.0,0.5,45.0,450.0,24.0,2.5,"['matted', 'rough', 'smooth']","['black', 'white']",[],"['circular', 'oval', 'rectangle']",[],"['bathroom', 'kitchen', 'laundry room', 'restroom']",[],phi3mini_4k_instruct_q4,1046.0
1847,sink,0.5,45.0,800.0,24.0,2.5,0.5,50.0,200.0,12.5,2.5,10.0,68.0,295.15,,250.0,0.0,15.0,4500.0,15.0,16.0,0.5,50.0,450.0,12.0,2.5,"['matted', 'smooth']","['black', 'white']",[],"['circular', 'oval', 'rectangle']",[],[],[],phi3mini_4k_instruct_q4,1047.0
1848,sink,0.3,60.0,500.0,24.0,1.5,0.5,60.0,500.0,12.0,2.5,20.0,68.0,293.15,,250.0,,10.0,25000.0,15.0,50.0,0.5,45.0,450.0,20.0,2.5,"['glossy', 'matted', 'smooth']","['black', 'or', 'silver', 'white']",[],"['circular', 'cylindrical', 'oval', 'rectangle', 'square']",[],[],[],phi3mini_4k_instruct_q4,1048.0
1849,sink,0.6,45.0,600.0,12.0,2.0,0.5,100.0,250.0,24.0,2.5,15.5,68.0,293.15,,150.0,,22.0,1500.0,10.0,16.0,0.5,45.0,350.0,16.0,2.5,"['matted', 'rough', 'smooth']","['black', 'white']",[],"['circular', 'oval', 'rectangle']",[],[],[],phi3mini_4k_instruct_q4,1049.0
1850,sink,0.5,50.0,450.0,18.0,2.5,0.5,50.0,500.0,24.0,2.5,10.0,68.0,293.15,0.0,150.0,0.0,20.0,1500.0,15.0,100.0,0.5,45.0,400.0,24.0,2.5,"['glossy', 'matted', 'smooth']","['black', 'white']",[],"['circle', 'oval', 'rectangle']",[],[],[],phi3mini_4k_instruct_q4,1050.0
1851,sink,0.5,45.0,600.0,12.5,2.5,0.5,45.0,200.0,24.0,2.5,15.5,68.0,293.15,,250.0,,20.0,1200.0,15.0,100.0,0.5,50.0,450.0,12.0,2.5,"['matted', 'smooth']","['black', 'white']",[],"['circular', 'cylindrical', 'oval', 'rectangle']",[],[],[],phi3mini_4k_instruct_q4,1051.0
1852,sink,0.5,50.0,450.0,12.0,2.5,0.5,50.0,450.0,24.0,2.5,20.0,68.0,293.15,0.0,350.0,0.0,12.5,5000.0,20.0,16.0,0.5,45.0,450.0,12.0,2.5,"['matted', 'rough', 'smooth']","['black', 'white']",[],"['circle', 'oval', 'rectangle', 'trapezoid']",[],[],[],phi3mini_4k_instruct_q4,1052.0
1853,sink,0.6,50.0,450.0,12.0,2.5,0.5,50.0,300.0,24.0,2.5,10.5,68.0,293.15,,250.0,0.0,10.0,4500.0,15.0,16.0,0.5,60.0,450.0,12.0,2.5,"['matted', 'smooth']","['black', 'white']",[],"['circular', 'oval', 'rectangle', 'square']",[],"['barn', 'bathroom', 'gym', 'kitchen', 'laundry room']",[],phi3mini_4k_instruct_q4,1053.0
1854,sink,0.5,50.0,600.0,18.0,2.0,0.5,50.0,500.0,12.0,2.5,15.5,68.0,293.15,,150.0,,10.0,4500.0,50.0,16.0,0.5,45.0,300.0,24.0,2.5,"['glossy', 'matted', 'metallic', 'rubbery', 'smooth']","['black', 'white']",[],"['circular', 'oval', 'rectangle']",[],[],[],phi3mini_4k_instruct_q4,1054.0
1855,sink,0.5,45.0,300.0,20.0,2.5,0.5,45.0,300.0,24.0,3.5,10.5,68.0,293.15,,200.0,,10.0,2500.0,10.0,16.0,0.5,45.0,450.0,12.0,2.5,"['metallic', 'rough', 'smooth']","['black', 'white']",[],"['circular', 'oval', 'rectangle']",[],[],[],phi3mini_4k_instruct_q4,1055.0
