,concept,model_name,colour,shape,location,texture,material,pattern,disposition,function,size,weight,temperature,value,scenario,context,colour_sum,shape_sum,location_sum,texture_sum,material_sum,pattern_sum,disposition_sum,function_sum,size_sum,weight_sum,temperature_sum,value_sum,scenario_sum,context_sum
408,car,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
248,car,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, -1, 1, -1, -1, -1, -1]","[1, -1, 1, 1, 1, 1, -1, -1, 1, 1, -1, -1, -1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, 1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 1, -1, -1, 1, -1, -1, 1]","[-1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, 1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, -1, 1, -1, -1, -1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1]","[-1, 1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]",-0.5294117647058824,0.29411764705882354,0.6470588235294118,-1.0,0.7647058823529411,-0.5294117647058824,-0.4117647058823529,0.5294117647058824,0.058823529411764705,0.17647058823529413,-0.5294117647058824,0.29411764705882354,-0.4117647058823529,0.4117647058823529
146,carrot,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, 1, -1, -1, -1, -1, 1, 1, -1, 1, -1, 1, -1, -1, -1, -1]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, -1, 1, -1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",1.0,1.0,1.0,-0.4117647058823529,0.6470588235294118,-1.0,-1.0,0.8823529411764706,-0.29411764705882354,-0.7647058823529411,-1.0,-0.8823529411764706,-0.6470588235294118,0.4117647058823529
226,carrot,llava_7b_standard,"[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[-1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, 1, -1, 1, 1, -1]","[-1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]","[1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, 1, 1, -1, 1, -1]",0.875,-0.75,0.75,-0.25,-0.625,-1.0,-1.0,0.875,0.25,-0.75,-0.875,-0.875,-0.875,0.0
466,carrot,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
386,carrot,llama31_8b_standard,[1],[1],[1],[1],[-1],[-1],[-1],[1],[1],[-1],[-1],[-1],[-1],[-1],1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
66,carrot,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
545,carrot,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,,
306,carrot,qwen25_1b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1]","[1, 1, -1, 1, -1, -1, 1, 1, 1, -1, -1, 1, -1]","[1, 1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1]","[1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1]","[1, 1, -1, 1, -1, -1, -1, 1, -1, 1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, 1, -1, -1, -1, 1, 1, -1, -1, 1, 1]","[-1, -1, 1, -1, 1, -1, 1, -1, -1, 1, 1, -1, -1]","[-1, -1, 1, -1, 1, 1, -1, -1, -1, -1, 1, -1, 1]","[-1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",0.8461538461538461,-0.8461538461538461,0.8461538461538461,-0.6923076923076923,0.07692307692307693,-0.38461538461538464,-0.6923076923076923,0.23076923076923078,0.07692307692307693,-0.8461538461538461,0.07692307692307693,-0.23076923076923078,-0.23076923076923078,0.5384615384615384
516,cat,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.5555555555555556,0.5555555555555556,0.7777777777777778,0.7777777777777778,,
276,cat,qwen25_1b_standard,"[-1, 1]","[-1, -1]","[1, 1]","[-1, -1]","[1, 1]","[1, 1]","[1, 1]","[-1, -1]","[1, 1]","[-1, -1]","[1, 1]","[-1, -1]","[-1, -1]","[-1, -1]",0.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
436,cat,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
356,cat,llama31_8b_standard,[1],[-1],[1],[1],[-1],[-1],[1],[-1],[1],[1],[-1],[-1],[1],[1],1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0
196,cat,llava_7b_standard,"[-1, -1, -1, -1, 1, 1, 1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[-1, 1, -1, -1, -1, -1, 1, -1, 1, 1]","[1, -1, 1, 1, 1, 1, -1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, -1, 1, 1, -1, 1, 1, 1]","[-1, -1, 1, 1, 1, -1, 1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, -1, -1, -1, -1, -1, 1, 1]",-0.4,0.8,-0.2,0.4,-1.0,0.6,0.0,-0.8,0.8,-1.0,-1.0,-1.0,-0.8,-0.4
36,cat,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
116,cat,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[1, 1, -1, 1, -1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1, -1, -1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, -1]",1.0,1.0,1.0,1.0,-0.8947368421052632,0.15789473684210525,1.0,-0.3684210526315789,1.0,-0.7894736842105263,-1.0,-1.0,0.7894736842105263,0.5789473684210527
134,cell phone,qwen25_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]","[1, -1, -1, -1, -1, 1, -1, -1, 1, 1, 1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, 1, 1, -1, 1, 1, 1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1, 1, -1]","[1, 1, -1, -1, 1, 1, -1, 1, 1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1]",-0.8461538461538461,-0.07692307692307693,1.0,-1.0,0.07692307692307693,-0.6923076923076923,-1.0,1.0,0.38461538461538464,0.23076923076923078,-1.0,-0.8461538461538461,0.8461538461538461,0.6923076923076923
534,cell phone,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.7777777777777778,1.0,0.7777777777777778,1.0,,
374,cell phone,llama31_8b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
454,cell phone,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
294,cell phone,qwen25_1b_standard,"[-1, -1, -1, -1]","[1, -1, 1, 1]","[1, -1, -1, 1]","[-1, 1, -1, -1]","[1, 1, 1, 1]","[-1, 1, 1, -1]","[-1, 1, 1, -1]","[1, -1, -1, 1]","[1, 1, 1, -1]","[-1, 1, -1, 1]","[-1, -1, -1, -1]","[1, 1, 1, 1]","[-1, -1, -1, 1]","[1, -1, -1, 1]",-1.0,0.5,0.0,-0.5,1.0,0.0,0.0,0.0,0.5,0.0,-1.0,1.0,-0.5,0.0
54,cell phone,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
214,cell phone,llava_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, 1]","[1, 1, 1, -1, 1, 1, -1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, 1, -1, -1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, -1, 1, 1, -1, 1]","[1, -1, 1, -1, 1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, -1, -1, -1, 1, -1, -1]","[1, 1, 1, 1, -1, -1, -1, 1, 1, -1]",-1.0,-0.6,0.4,-1.0,-0.4,-1.0,-1.0,1.0,0.6,-0.4,-1.0,-0.6,-0.6,0.2
539,chair,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.7777777777777778,1.0,0.1111111111111111,0.7777777777777778,,
299,chair,qwen25_1b_standard,"[-1, -1, -1, -1]","[1, 1, 1, 1]","[-1, -1, -1, -1]","[-1, 1, 1, 1]","[1, 1, 1, 1]","[-1, 1, 1, -1]","[-1, 1, 1, -1]","[1, 1, 1, 1]","[-1, -1, -1, -1]","[-1, 1, 1, 1]","[-1, -1, -1, -1]","[1, 1, -1, 1]","[-1, -1, -1, -1]","[1, -1, -1, 1]",-1.0,1.0,-1.0,0.5,1.0,0.0,0.0,1.0,-1.0,0.5,-1.0,0.5,-1.0,0.0
459,chair,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
379,chair,llama31_8b_standard,"[-1, -1, -1]","[1, 1, 1]","[-1, -1, -1]","[1, -1, 1]","[1, 1, -1]","[1, -1, 1]","[-1, -1, 1]","[1, 1, 1]","[1, 1, -1]","[-1, -1, 1]","[-1, -1, -1]","[1, -1, 1]","[-1, -1, -1]","[-1, -1, -1]",-1.0,1.0,-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,1.0,0.3333333333333333,-0.3333333333333333,-1.0,0.3333333333333333,-1.0,-1.0
139,chair,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1]","[1, 1, -1, -1, -1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, 1]",1.0,1.0,1.0,-0.4,1.0,-0.8,-1.0,1.0,1.0,-0.9,-1.0,-1.0,-0.6,0.1
59,chair,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
219,chair,llava_7b_standard,"[-1, -1, -1, -1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[-1, -1, -1, -1]","[1, 1, 1, 1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1, 1, 1, 1]","[-1, 1, 1, 1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, 1, -1, -1]",-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-0.5
426,clock,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
26,clock,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
266,clock,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, -1, -1, 1, -1, -1]","[1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, -1, -1, 1, -1, -1, 1, 1, 1, 1, -1, 1, 1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, -1, 1]","[-1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1]","[1, -1, 1, 1, -1, 1, -1, 1, -1, -1, -1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, 1, 1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1]",-0.875,0.875,-0.125,-0.625,0.875,0.125,-0.125,0.375,0.25,-0.125,-0.75,0.25,-0.875,-0.25
346,clock,llama31_8b_standard,"[-1, -1, -1]","[1, 1, 1]","[1, 1, 1]","[-1, -1, -1]","[1, 1, 1]","[1, -1, -1]","[-1, -1, -1]","[1, 1, 1]","[1, 1, 1]","[-1, -1, -1]","[-1, -1, -1]","[1, 1, 1]","[-1, -1, -1]","[-1, 1, 1]",-1.0,1.0,1.0,-1.0,1.0,-0.3333333333333333,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.3333333333333333
506,clock,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.7777777777777778,0.5555555555555556,-1.0,0.5555555555555556,,
186,clock,llava_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, -1, 1, 1, -1, 1]","[1, -1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, -1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, 1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",-1.0,0.3333333333333333,0.7777777777777778,-1.0,0.5555555555555556,-1.0,-1.0,1.0,0.5555555555555556,-1.0,-1.0,-1.0,-0.5555555555555556,1.0
106,clock,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, 1, -1, -1, 1, -1, 1, -1, 1, 1, -1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1, 1]",1.0,1.0,1.0,-1.0,1.0,-0.058823529411764705,-1.0,1.0,1.0,-0.8823529411764706,-1.0,-1.0,-0.7647058823529411,-0.17647058823529413
485,couch,MTurk,[],[],[],[],[],[],[],[],[],[],[],[],[],[],1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,-0.5555555555555556,1.0,,
244,couch,qwen25_1b_standard,"[-1, -1, -1, -1, -1]","[1, 1, 1, 1, -1]","[-1, -1, -1, -1, 1]","[1, 1, 1, 1, -1]","[1, 1, 1, 1, 1]","[-1, -1, 1, 1, 1]","[1, -1, 1, 1, 1]","[-1, 1, -1, -1, 1]","[1, -1, 1, 1, -1]","[1, 1, -1, -1, -1]","[-1, -1, 1, -1, 1]","[1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1]","[-1, 1, -1, -1, -1]",-1.0,0.6,-0.6,0.6,1.0,0.2,0.6,-0.2,0.2,-0.2,-0.2,0.2,-1.0,-0.6
404,couch,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
324,couch,llama31_8b_standard,"[-1, -1]","[1, 1]","[-1, 1]","[1, -1]","[-1, 1]","[-1, -1]","[-1, -1]","[1, 1]","[1, 1]","[-1, -1]","[-1, -1]","[-1, -1]","[1, -1]","[1, 1]",-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0
4,couch,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,
84,couch,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]",1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.8,-1.0,-1.0,-0.8,-0.8
