,texture,pattern,material,location,disposition,colour,shape,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,weight_kilograms,weight_grams,weight_pounds,weight_ounces,value_US dollars,value_euros,value_pounds,temperature_celsius,temperature_fahrenheit,temperature_kelvin,concept,model_name
356,"['rough', 'smooth']",[],"['plastic', 'steel', 'wood']","['bar', 'dining room', 'kitchen']",[],"['grey', 'silver']",[],0.15,15.5,45.0,1.5,0.543,0.04,10.5,12.0,2.5,0.154327,0.25,15.2,150.0,3.5,0.54,0.15,10.5,0.35,2.5,350.0,5.0,0.16,65.0,195.0,23.0,fork,qwen25_1b_standard
357,['soft'],[],"['ceramic', 'steel']","['dining room', 'kitchen', 'pantry', 'restaurant']",[],"['seal brown', 'silver']",[],0.16,2.5,40.5,0.8,0.18,0.18,12.5,14.5,3.2,0.24,0.146,8.5,150.4,2.365,14.0,2.05,150.0,0.5,0.5,,10.5,2.5,20.5,100.0,500.0,fork,qwen25_1b_standard
358,['soft'],[],"['plastic', 'steel']","['dining room', 'home', 'kitchen', 'restaurant']",['versatile'],"['black', 'grey', 'silver']",[],0.15,8.5,30.5,1.5,0.25,0.23,10.5,12.5,2.15,1.04,0.1,10.0,10.0,2.54,4.5,0.25,20.0,0.45,2.465,5.0,20.0,0.34,15.0,65.0,15.0,fork,qwen25_1b_standard
359,"['rough', 'smooth']",[],"['steel', 'wood']","['bar', 'kitchen', 'table']",[],"['black', 'grey', 'seal brown', 'silver']",[],0.012,12.5,25.0,2.75,0.5,0.063,14.5,1250.0,2.75,0.24,0.15,10.5,10.5,3.0,0.65,0.25,50.0,0.15,0.45,23.85,15.0,0.14,20.5,125.0,23.0,fork,qwen25_1b_standard
360,['soft'],[],"['cloth', 'metal', 'paper', 'plastic', 'wood']","['bookstore', 'home', 'library', 'schoolhouse', 'shop']",[],"['black', 'blue', 'green', 'purple', 'red']","['circular', 'oblong', 'rectangle']",0.276,19.05,190.5,6.0,0.73,2.54,210.0,254.0,0.58,0.548,5.2,195.6,120.0,8.5,0.25,,0.2,,0.85,,0.0,0.0,20.5,68.0,273.15,book,qwen25_1b_standard
361,[],[],"['cardboard', 'cork', 'paper', 'plastic']","['bookstore', 'home', 'library', 'office', 'schoolhouse', 'store']",[],"['black', 'blue', 'green', 'red']","['oblong', 'rectangle', 'square']",19.4,6.0,190.5,0.625,0.56,7.5,20.5,,6.25,0.024875,0.15,240.5,260.3,0.75,0.547,,,1.5,0.5,0.0,50.28,0.0,23.5,65.0,283.15,book,qwen25_1b_standard
362,[],[],"['cardboard', 'fabric', 'paper', 'plastic']","['classroom', 'home', 'library', 'schoolhouse', 'store']",[],"['black', 'blue', 'green', 'red', 'yellow']","['rectangle', 'round']",0.0168,0.0,190.5,0.5483789,6.0,204.168,216.89,254.0,8.5,0.48375,10.5,0.362,210.0,0.542376,3.5,1.0,,0.5362491786567188,,50.98,5.9,0.0,21.5,72.0,273.15,book,qwen25_1b_standard
363,[],[],['paper'],"['bookstore', 'home', 'library', 'museum', 'schoolhouse']",[],"['black', 'blue', 'green', 'red', 'yellow']",['rectangle'],12.5,19.0,0.5,1.0,14.0,2.54,,20.5,0.7,527.86,6.54,241.5,210.3,0.72,0.28,,0.1,1.25,0.58742391619,0.0,15.0,0.0,20.5,70.4,273.15,book,qwen25_1b_standard
364,[],[],"['cloth', 'fiberglass', 'paper', 'plastic']","['bookstore', 'home', 'library', 'shelf', 'store']",['personal'],"['black', 'blue', 'green', 'red', 'yellow']","['circle', 'rectangle', 'square', 'triangle']",0.15,6.25,8.5,0.625,0.75,0.1,24.75,210.37,8.5,0.5875,0.153,19.0,210.0,8.5,120.0,1.25,0.0,1.53,2.84,0.0,30.5,0.0,20.5,68.0,273.15,book,qwen25_1b_standard
365,[],[],"['cardboard', 'cloth', 'paper', 'wood']","['bookstore', 'home', 'library', 'store']",[],"['black', 'blue', 'green', 'red', 'yellow']",['octavo'],0.12,624.0,624.75,0.5,0.534,14.9,19.3,4.0,0.75,12.0,0.03456789,19.5,197.2,0.75,0.75,0.0,1.56,1.365,0.278615,10.5,24.0,0.24,21.5,68.0,273.15,book,qwen25_1b_standard
366,[],[],"['cloth', 'metal', 'paper', 'plastic']","['bookstore', 'home', 'library', 'schoolhouse']",[],"['black', 'blue', 'green', 'red', 'yellow']","['circle', 'ellipse', 'rectangle']",20.48,160.0,150.0,0.78,1.0,0.1,210.4,190.4,0.5,0.537,18.5,25.4,254.0,,0.5833333333333334,1.25,120.5,,0.0,0.0,50.98,0.0,15.8,64.0,273.15,book,qwen25_1b_standard
367,[],,"['cardboard', 'cloth', 'fiberglass', 'metal', 'paper', 'plastic']","['airfield', 'bookstore', 'home', 'library', 'schoolhouse']",[],"['black', 'blue', 'green', 'red', 'yellow']",['rectangle'],0.0,6.0,650.0,8.5,0.675,23.5,250.0,190.0,8.5,10.0,0.14,19.7,254.0,8.5,3.0,,0.0,0.45,,0.75,0.85714286,0.0,18.0,70.5,273.15,book,qwen25_1b_standard
368,[],[],"['fabric', 'paper', 'plastic']","['bookstore', 'library']",[],"['black', 'blue', 'green', 'red', 'yellow']","['oblong', 'rectangle']",12.5,261.4,210.0,6.14,0.34,0.15,23.4,150.0,0.7,0.31875,0.72,210.38,250.0,0.643,0.3945,,250.0,,,130.5,0.0,0.0,20.5,68.0,273.15,book,qwen25_1b_standard
369,[],[],"['cardboard', 'cloth', 'paper']","['bookstore', 'home', 'library', 'schoolhouse']",[],"['black', 'blue', 'green', 'red', 'yellow']","['cylindrical', 'rectangle', 'spiral', 'square']",0.05,19.5,642.0,0.614,6.5,0.125,235.4,,0.746,150.0,19.34,240.5,162.3,8.5,5.0734,0.0,120.0,2.56,,0.0,45.0,0.0,0.0,68.0,283.15,book,qwen25_1b_standard
370,[],[],"['cloth', 'fiberglass', 'glass', 'paper', 'plastic']","['bookstore', 'home', 'indoor', 'library', 'room']",[],"['black', 'blue', 'green', 'purple', 'red', 'seal brown', 'yellow']","['circle', 'rectangle', 'square']",20.5,5.923,195.68,0.75,8.5,0.125,,210.0,0.74,0.614,2.54,234.5,190.5,0.72,0.583,,0.25,,0.5,10.74,0.0,12.98,20.5,70.0,273.15,book,qwen25_1b_standard
371,[],[],"['cardboard', 'cloth', 'paper', 'plastic', 'wood']","['bookstore', 'home', 'library', 'store']",,"['black', 'blue', 'green', 'purple', 'red']","['oblong', 'rectangle', 'round', 'square']",0.275,25.4,190.5,0.75,0.65,210.378,150.0,210.0,0.75,0.587,60.5,210.35,216.8,8.25,0.0,,105.73,1.27,,50.0,0.0,0.0,20.5,65.2,283.15,book,qwen25_1b_standard
372,[],[],"['cardboard', 'glass', 'metal', 'paper', 'plastic']","['bookstore', 'home', 'library', 'schoolhouse', 'store']",[],[],"['rectangle', 'round', 'square']",297.0,0.13,650.375,0.614,0.76,210.0,25.3,503.79,8.25,0.75,5.0,0.548627119326,297.0,8.5,0.5,,1485.0,,0.5,0.0,0.0,0.0,20.5,68.0,283.15,book,qwen25_1b_standard
373,[],[],"['cloth', 'paper']","['bookstore', 'library']",[],"['black', 'blue', 'green', 'orange', 'red', 'yellow']","['rectangle', 'square']",0.0294,19.2,635.375,0.7,0.2734,20.5,20.4,648.0,8.5,120.4,0.593,19.0,240.5,8.5,10.5,,250.0,0.2,1.05,39.99,15.0,0.0,23.5,68.0,273.15,book,qwen25_1b_standard
374,[],[],"['cardboard', 'paper']","['library', 'office', 'shelf', 'store']",['public'],"['blue', 'green', 'purple', 'red', 'yellow']","['circular', 'rectangle', 'square']",7.2,6.14,0.0,0.72,0.63,0.13,210.375,297.0,0.75,0.54,20.5,19.5,257.5,0.254,6.5,0.485,,,0.25,19.54,27.58,0.17,15.2,68.9,293.15,book,qwen25_1b_standard
375,[],[],"['cardboard', 'cloth', 'fabric', 'paper', 'plastic']","['bookstore', 'home', 'library', 'schoolhouse', 'shelf', 'store']","['educational', 'protective']","['black', 'blue', 'green', 'red', 'yellow']","['circle', 'rectangle', 'square', 'triangle']",0.125,19.8,156.0,0.75,0.75,210.375,235.4,210.0,0.6,0.75,25.4,19.5,254.0,7.0,0.75,1.5,123.45,,0.36,45.28,10.5,10.5,20.5,68.0,310.2,book,qwen25_1b_standard
376,"['rough', 'smooth', 'soft']",,"['cardboard', 'fiberglass', 'metal', 'paper', 'plastic']","['bookstore', 'classroom', 'home', 'library', 'schoolhouse']",[],"['black', 'blue', 'green', 'red', 'yellow']","['circle', 'rectangle', 'triangle']",0.0254,19.5,610.0,7.5,0.58,0.25,210.0,83.6,0.54,0.75,2.54,19.5,210.0,8.5,1.0,,0.38,1.2,,40.0,5.0,0.0,16.0,68.0,283.15,book,qwen25_1b_standard
377,[],[],"['cloth', 'leather', 'metal', 'paper', 'plastic']","['bookstore', 'library', 'store']",['complex'],[],['oval'],0.575,19.0,600.0,7.0,0.59,0.15,297.0,193.0,9.6,8.5,2.54,19.5,245.0,6.5,0.61,,150.0,0.325,0.13,14.97,18.25,0.01,20.5,70.0,298.15,book,qwen25_1b_standard
378,[],[],"['cloth', 'fiberglass', 'paper', 'plastic', 'wood']","['home', 'library', 'store']",,"['black', 'blue', 'green', 'red']","['circle', 'rectangle', 'square']",0.0528,19.4,198.0,0.75,0.5787,20.5,240.5,297.0,0.75,0.57,0.54,21.5,190.5,8.5,,1.23,,0.5,1.0,23.08,24.5,13.54,18.5,68.95,273.15,book,qwen25_1b_standard
379,[],[],"['cloth', 'glass', 'metal', 'paper', 'plastic']","['bookstore', 'home', 'library', 'schoolhouse', 'store']",[],"['black', 'blue', 'green', 'red', 'yellow']","['rectangle', 'round', 'square']",13.5,0.0,640.0,7.0,1.57,650.0,192.5,297.0,0.7,0.0,0.17,19.8,249.5,8.5,0.28,,0.2,1.0,,290.14,34.95,0.0,18.5,70.0,283.15,book,qwen25_1b_standard
380,[],[],"['fabric', 'glass', 'plastic']","['car', 'home office']",[],"['black', 'grey', 'white']","['egg-shaped', 'oval', 'round']",2.43,5.0,12.5,0.25,2.0,0.034,5.5,12.5,1.45,1.5,0.1,10.8,10.5,3.5,0.5,4.5,15.0,0.25,0.5,20.57,1.5,0.0785,20.5,70.13,20.5,mouse,qwen25_1b_standard
381,[],[],"['plastic', 'rubber']",[],[],"['black', 'grey', 'or', 'silver', 'white']","['oval', 'round']",0.0385,2.5,3.46,0.875,0.26,1.875,15.0,10.5,0.68,1.5,2.0,6.0,8.5,1.0,0.275,0.15,5.8,0.25,0.35,15.48,0.15,0.1,20.5,20.5,27.0,mouse,qwen25_1b_standard
382,[],[],"['leather', 'plastic']","['kitchen', 'living room', 'office']",[],"['black', 'blue', 'green', 'red', 'seal brown']","['cylinder', 'oval', 'round']",0.125,6.0,15.0,0.85,0.64,0.0345,4.5,8.0,0.783,0.29375,0.25,4.0,10.0,0.75,2.54,0.15,20.4,0.5,0.15,10.5,1.5,0.15,23.5,70.0,23.5,mouse,qwen25_1b_standard
383,['metallic'],[],"['latex', 'plastic', 'rubber']","['garage', 'home office', 'kitchen', 'room', 'table']",[],"['black', 'grey', 'silver', 'white']","['cylinder', 'oval', 'round', 'square']",15.0,3.85,6.5,1.5,1.5,0.03,,5.0,0.25,0.45,5.6,10.0,4.5,1.25,0.25,0.5,20.5,0.25,0.1,50.0,5.2,0.5,18.3,68.0,23.0,mouse,qwen25_1b_standard
384,['smooth'],[],"['metal', 'plastic']",[],[],"['black', 'blue', 'green', 'grey', 'orange', 'red', 'seal brown', 'white']",['cylindrical'],0.15,1.5,13.5,2.34,0.45,0.1,3.5,10.5,1.5,0.6,0.035,1.35,7.5,0.5,0.125,5.0,10.5,,0.125,20.5,42.95,0.5,15.0,68.0,23.0,mouse,qwen25_1b_standard
385,['matted'],[],"['glass', 'plastic']","['desk', 'home', 'kitchen', 'office', 'workplace']",[],"['black', 'blue', 'green', 'grey', 'purple', 'red', 'seal brown', 'silver', 'white']","['circular', 'oval', 'round', 'square']",0.53,0.35,3.25,1.0,3.5,0.035,10.5,25.0,2.57,0.23,0.05,5.5,3.25,0.95,0.3875,0.25,150.0,0.16,0.25,50.32,50.0,0.23,23.5,68.0,23.15,mouse,qwen25_1b_standard
386,[],[],"['metal', 'plastic', 'rubber']","['coffee shop', 'home', 'office', 'schoolhouse']",[],"['black', 'blue', 'green', 'purple', 'red', 'seal brown', 'yellow']",['round'],2.5,1.5,5.3,0.34,,0.05,1.5,12.0,0.32,2.5,0.25,13.5,120.5,3.5,0.43,0.15,4.65,0.325,0.58,40.32,0.15,0.25,20.5,21.3,20.4,mouse,qwen25_1b_standard
387,[],[],"['metal', 'plastic', 'rubber']","['bedroom', 'dining room', 'home office', 'kitchen', 'living room']",['versatile'],"['black', 'blue', 'green', 'grey', 'red', 'white']",['round'],0.165,7.2,4.0,0.95,0.1548,0.25,1.5,,0.5,0.16,0.15,3.0,10.5,0.45,0.25,0.05,5.2,,0.25,50.34,5.0,0.13,27.0,68.0,20.54,mouse,qwen25_1b_standard
388,[],[],"['nylon', 'plastic', 'rubber']","['bedroom', 'home office', 'kitchen', 'living room']",[],"['black', 'blue', 'green', 'red', 'seal brown', 'yellow']","['rectangle', 'round']",3.0,10.5,4.0,1.75,0.38,0.31,10.5,14.0,0.245,0.34,0.125,3.5,5.0,0.25,1.5,5.0,4.75,0.3,0.14,10.5,10.87,0.5,20.5,65.0,20.5,mouse,qwen25_1b_standard
389,[],[],"['nylon', 'plastic', 'rubber']",['desk'],[],"['black', 'grey', 'seal brown', 'silver', 'white']",['round'],0.15,1.5,4.5,1.75,0.23,2.5,4.5,10.5,1.5,1.5,0.0385,6.0,10.5,0.5,0.5,0.5,15.0,0.56394,0.25,30.54,20.5,0.45,25.0,21.5,23.0,mouse,qwen25_1b_standard
390,[],[],"['plastic', 'rubber']",[],[],[],,3.75,10.5,10.0,0.85,0.54,0.15,15.0,5.2,0.75,0.25,0.5,3.5,5.0,1.0,0.25,15.0,15.4,0.125,0.45,18.0,10.5,0.25,27.0,68.0,23.5,mouse,qwen25_1b_standard
391,['matted'],[],['plastic'],"['desk', 'home', 'office']",[],"['black', 'blue', 'green', 'grey', 'seal brown', 'yellow']",['ball'],4.5,4.7,15.0,0.625,0.45,0.03,1.2,14.0,1.5,0.45,2.5,1.5,12.0,0.75,0.254,12.5,12.5,0.25,0.15,50.94,25.0,0.5,23.5,68.0,27.0,mouse,qwen25_1b_standard
392,[],[],"['glass', 'plastic', 'rubber']","['basement', 'bedroom', 'desk', 'home office', 'kitchen', 'room']",[],"['black', 'blue', 'green', 'red', 'seal brown', 'yellow']","['cylindrical', 'round']",0.2,6.5,5.0,0.5,0.5,0.0,10.3,1.5,2.0,0.35,1.5,1.75,10.0,2.5,3.5,0.25,250.0,0.25,0.48,14.65,4.5,0.25,23.5,68.9,23.5,mouse,qwen25_1b_standard
393,['matted'],[],"['plastic', 'rubber']","['home', 'kitchen', 'living room', 'office']",[],"['black', 'grey', 'silver', 'white']",[],0.25,0.15,25.0,1.0,0.75,0.254,6.5,2.05,0.95,0.68,1.0,2.5,8.5,0.5,1.75,1.0,4.8,0.18,0.4,40.57,0.5,0.123456789,25.0,20.5,20.4,mouse,qwen25_1b_standard
394,[],[],"['metal', 'plastic']","['car', 'desk', 'home', 'office']",[],"['black', 'grey', 'white']","['circular', 'oval']",0.15,3.5,2.5,0.5,0.85,1.0,1.5,30.5,0.25,3.5,0.1,1.5,12.0,0.8,0.7,0.25,2.35,0.275,0.52,12.56,12.5,0.13,23.5,68.9,23.0,mouse,qwen25_1b_standard
395,[],[],"['fiberglass', 'latex', 'plastic', 'rubber']",[],[],"['black', 'grey', 'seal brown', 'silver', 'white']","['cylinder', 'octagon', 'sphere']",1.0,2.5,8.0,0.5,0.325,12.5,4.0,4.5,0.35,0.7,0.125,1.5,5.8,0.38,0.17,4.5,35.0,0.25,0.25,1.34,1.56,0.15,23.5,68.0,27.0,mouse,qwen25_1b_standard
396,['metallic'],[],"['glass', 'plastic', 'rubber']",[],[],"['black', 'blue', 'green', 'red', 'seal brown', 'yellow']",['round'],2.0,3.5,10.56,0.5,0.5,1.3,4.5,15.0,1.25,0.125,0.25,5.0,6.0,0.25,0.1,5.87,50.8,0.15,0.45,42.0,15.47,0.25,20.5,68.9,23.1,mouse,qwen25_1b_standard
397,"['metallic', 'rubbery']",[],"['glass', 'latex', 'plastic', 'rubber']",[],[],"['black', 'blue', 'green', 'grey', 'pink', 'purple', 'red', 'seal brown', 'white']","['circular', 'oval', 'round']",4.27,5.72,5.43,0.365,0.6,0.05,15.0,15.0,0.45,1.58,0.34,6.0,25.0,0.75,3.5,0.075,14.0,0.5,0.5,125.0,0.15,0.25,23.5,60.94,23.0,mouse,qwen25_1b_standard
398,"['rough', 'smooth']",[],[],"['desk', 'office']",[],[],"['oval', 'round', 'square']",0.23,1.25,15.0,1.5,3.24,0.025,12.5,10.5,0.57,0.285714,0.0125,12.5,5.0,1.5,0.75,0.35,0.25,0.15,0.35,1.7,25.0,0.13,21.5,20.5,27.0,mouse,qwen25_1b_standard
399,[],[],"['glass', 'plastic', 'rubber', 'steel']","['home office', 'kitchen', 'living room', 'office']",[],"['black', 'blue', 'green', 'grey', 'red', 'silver', 'white']",['circle'],0.25,3.5,4.5,1.5,0.167,0.235,10.25,10.5,2.54,0.52,0.14,5.0,2.54,0.25,0.25,0.16,150.29,0.5,0.25,30.5,4.35,0.1,20.5,60.94,20.13,mouse,qwen25_1b_standard
400,[],[],"['glass', 'plastic']","['basement', 'bedroom', 'home theater', 'kitchen', 'living room']",[],"['black', 'blue', 'green', 'orange', 'purple', 'red', 'seal brown', 'white', 'yellow']",,0.125,50.0,30.0,29.6,20.0,0.12,105.0,270.5,25.78,20.5,0.12,50.0,50.8,20.5,24.0,,1250.0,8.5,13.5,50.0,40.5,10.5,24.5,72.0,273.15,TV,qwen25_1b_standard
401,['metallic'],[],"['glass', 'plastic']","['bathroom', 'bedroom', 'car', 'kitchen', 'living room']",[],"['black', 'blue', 'green', 'red', 'white', 'yellow']","['circle', 'cylinder', 'rectangle', 'square']",54.0,52.0,345.0,29.6,17.5,28.0,46.0,540.0,23.6,17.5,1.5,40.5,30.5,29.6,24.5,6.54,1600.0,5.17,1.5,150.94,0.0,0.75,22.5,72.0,295.15,TV,qwen25_1b_standard
402,"['rough', 'smooth']",[],"['fabric', 'glass', 'metal', 'paper', 'plastic']","['bathroom', 'bedroom', 'kitchen', 'living room']",[],"['black', 'blue', 'green', 'purple', 'red', 'white', 'yellow']","['circular', 'rectangle', 'square']",10.5,50.5,190.5,28.0,20.5,0.175,,190.5,27.0,20.0,30.5,28.5,1280.0,29.6,19.0,3.56,450.96,10.5,,35.0,35.99,20.5,24.5,68.0,25.0,TV,qwen25_1b_standard
403,"['rough', 'smooth']",[],"['glass', 'metal', 'plastic']","['basement', 'bedroom', 'home', 'kitchen', 'living room', 'office']",[],[],['square'],10.2,50.4,1250.0,40.1,17.0,0.125,30.5,1980.0,,15.0,0.015,50.0,12.5,28.0,20.5,4.5,1500.0,,4.5,30.56,249.85,450.0,23.5,20.5,25.0,TV,qwen25_1b_standard
404,"['rough', 'smooth']",[],"['glass', 'metal', 'plastic']","['bathroom', 'bedroom', 'kitchen', 'living room', 'office']",[],['black'],"['circular', 'rectangle', 'square']",23.6,49.5,60.0,17.84,19.0,0.21,48.57,120.0,20.5,15.28,25.0,52.0,5.0,27.5,20.5,2.5,503.74,2.5,5.0,12.5,12.5,0.0,23.5,68.0,25.0,TV,qwen25_1b_standard
405,[],[],"['glass', 'metal', 'plastic']","['bathroom', 'bedroom', 'dining room', 'kitchen', 'living room']",[],"['black', 'blue', 'green', 'red', 'white', 'yellow']","['circular', 'rectangle']",25.67,25.0,1080.0,12.5,20.5,25.4,,2.54,29.6,20.0,0.135,50.0,480.5,25.7,20.5,,250.0,,2.85,150.0,15.0,0.5,20.5,72.0,25.0,TV,qwen25_1b_standard
406,"['rough', 'smooth', 'woven']",[],"['ceramic', 'glass', 'paper', 'plastic', 'steel']","['bathroom', 'bedroom', 'home theater', 'kitchen', 'living room']",[],['black'],,30.5,50.0,1200.5,28.0,26.1,0.24,12.0,56.0,25.1,20.5,45.0,12.5,504.28,27.5,19.3,5.2,480.95,6.5,3.5,150.0,49.0,10.5,24.5,72.0,26.0,TV,qwen25_1b_standard
407,"['glossy', 'rough', 'smooth']",[],"['glass', 'plastic']","['bathroom', 'bedroom', 'car', 'kitchen', 'living room']",[],['black'],"['circular', 'rectangle', 'round', 'square']",20.5,5.0,65.4,43.0,17.76,0.15,100.5,50.0,29.68,16.5,25.0,32.0,600.0,24.5,24.5,6.5,0.5,8.0,2.5,400.56,39.0,47.56,20.5,72.0,25.0,TV,qwen25_1b_standard
408,"['rough', 'soft']",[],"['glass', 'metal', 'plastic', 'rubber', 'wood']","['basement', 'bedroom', 'garage', 'home theater', 'kitchen', 'living room']",[],[],"['cube', 'cylinder', 'rectangle', 'square']",5.0,60.3,1080.0,20.5,16.5,0.25,30.5,1080.0,28.33,20.5,26.0,50.8,280.0,29.6,16.5,5.0,2.5,8.6,3.45,120.5,50.97,20.5,20.5,72.0,263.15,TV,qwen25_1b_standard
409,"['rough', 'smooth']",[],"['glass', 'plastic']",['bathroom'],['educational'],"['black', 'blue', 'white']","['rectangle', 'square']",50.0,50.7,1080.0,20.5,25.0,0.18,43.5,520.9,27.0,18.5,0.15,30.5,25.4,29.0,23.6,5.0,1200.5,9.5,5.47,100.5,35.99,0.0,23.5,72.0,20.1,TV,qwen25_1b_standard
410,"['rough', 'smooth']",[],"['glass', 'metal', 'plastic', 'wood']","['bedroom', 'hallway', 'kitchen', 'living room', 'office']",[],[],,25.7,450.0,600.0,20.6,20.5,0.25,50.0,1080.0,25.37,20.5,50.7,29.5,20.5,29.6,20.5,3.5,3058.4,8.0,2.5,50.98,350.0,0.0,20.5,72.0,25.9,TV,qwen25_1b_standard
411,['metallic'],[],"['glass', 'metal', 'plastic']","['home', 'hotel room', 'office', 'schoolhouse']",[],['black'],,25.0,42.5,2400.0,25.0,17.0,0.21,50.0,40.5,20.5,16.0,0.056,30.5,650.0,12.84,24.0,2.5,10589.46,8.5,0.85,400.5,0.0,0.08,20.5,21.0,26.0,TV,qwen25_1b_standard
412,"['rough', 'smooth', 'soft']",[],"['glass', 'paper', 'plastic', 'rubber']",['home'],['educational'],"['black', 'blue', 'green', 'red', 'white']",['round'],0.34,25.0,600.0,27.9,18.5,0.15,10.5,192.5,29.6,20.5,0.2,40.0,5.2,29.5,20.5,10.5,1250.0,8.5,1.85,50.83,0.0,10.5,15.2,72.0,27.0,TV,qwen25_1b_standard
413,"['rough', 'soft']",[],"['glass', 'metal', 'plastic']",['table'],[],"['black', 'blue', 'green', 'red', 'white']","['circular', 'rectangle', 'square']",2.0,50.2,100.5,29.6,17.0,0.12,27.5,1250.0,29.5,20.5,0.05,30.5,250.0,20.5,14.7,10.5,1500.0,6.5,,50.87,250.0,12.0,23.5,72.0,25.0,TV,qwen25_1b_standard
414,"['matted', 'rough', 'smooth', 'soft']",[],"['glass', 'metal', 'plastic']","['library', 'park']",[],['black'],"['circular', 'rectangle', 'square']",10.5,15.6,120.0,25.6,17.5,0.01,10.5,1024.5,42.5,20.6,0.15,30.5,120.5,25.6,20.5,7.5,1500.0,9.0,1.25,120.5,35.0,2.95,20.5,72.0,20.1,TV,qwen25_1b_standard
415,"['rough', 'smooth']",[],"['glass', 'metal', 'plastic']","['bathroom', 'bedroom', 'kitchen', 'living room']",[],"['black', 'blue', 'green', 'red', 'seal brown', 'silver', 'white', 'yellow']","['circular', 'oval', 'rectangle', 'square']",20.5,32.0,500.0,29.6,30.5,0.1,59.1,210.4,25.4,20.5,0.125,27.5,20.5,29.6,20.5,5.6,1200.5,6.0,,150.0,50.4,15.4,23.5,72.0,27.0,TV,qwen25_1b_standard
416,"['rough', 'smooth']",[],"['glass', 'plastic']","['bedroom', 'kitchen', 'living room', 'office', 'room']",[],[],"['oval', 'rectangle', 'square']",10.5,30.5,12.5,120.0,12.0,25.0,29.5,520.468,24.5,20.34,1.5,53.92,150.0,30.48,20.5,8.5,1500.0,15.0,1.5,50.75,50.0,0.93,20.5,72.0,20.5,TV,qwen25_1b_standard
417,"['rough', 'smooth']",[],"['glass', 'metal', 'plastic', 'rubber']","['bedroom', 'garage', 'kitchen', 'living room', 'office']",[],[],,17.5,50.0,1080.0,29.6,17.5,0.12,54.7,5.87,29.6,17.5,10.5,30.5,365.0,40.0,15.0,4.5,3500.0,6.5,2.547,40.5,450.0,25.0,23.5,72.0,20.5,TV,qwen25_1b_standard
418,"['rough', 'smooth', 'soft']",[],"['aluminium', 'glass', 'plastic']",['bathroom'],[],[],['rectangle'],25.4,49.05,1080.0,29.6,17.8,0.125,30.5,1080.0,25.0,16.5,0.13,45.0,130.4,20.5,20.5,,2087.35,9.0,5.0,10.5,0.0,20.5,20.5,68.0,25.0,TV,qwen25_1b_standard
419,['rough'],[],"['fiberglass', 'glass', 'metal', 'plastic']","['basement', 'bedroom', 'kitchen', 'living room']",[],['black'],"['circular', 'rectangle', 'square']",5.0,32.5,520.0,40.5,18.5,0.1,40.5,1080.0,20.5,20.3,23.5,50.4,560.0,28.0,19.5,5.2,500.0,,2.57,650.34,0.0,160.0,25.0,72.0,25.0,TV,qwen25_1b_standard
420,[],[],"['cotton', 'fabric', 'leather', 'polyester', 'wool']","['bedroom', 'hospital', 'living room', 'office']",['comfortable'],"['blue', 'green', 'grey', 'purple', 'red', 'seal brown']",['round'],0.8,50.0,800.0,24.0,15.0,0.85,80.5,400.0,24.0,2.0,1.2,50.0,400.0,45.0,26.75,50.0,8000.0,150.0,20.0,300.0,150.0,20.0,24.5,68.0,273.15,couch,qwen25_1b_standard
421,[],[],"['cork', 'leather']","['bedroom', 'living room', 'office', 'room']",[],"['black', 'blue', 'green', 'purple', 'red']","['oval', 'rectangle', 'round', 'square']",0.54,50.0,450.0,20.5,20.5,0.8,560.0,800.0,20.0,2.0,0.85,48.0,2100.0,24.0,5.0,70.5,15000.0,180.0,20.0,185.0,192.54,15.0,20.5,70.0,273.15,couch,qwen25_1b_standard
422,[],[],['leather'],"['bedroom', 'hallway', 'kitchen', 'living room', 'office']",[],"['beige', 'black', 'seal brown', 'tan', 'white']","['oval', 'round', 'square']",0.5,540.0,1050.0,30.0,20.5,0.75,78.5,180.0,20.5,24.0,0.85,45.0,1200.0,30.0,4.0,80.0,24000.0,180.5,20.0,100.0,150.96,15.0,21.5,70.0,23.0,couch,qwen25_1b_standard
423,[],[],"['cork', 'fabric', 'leather', 'polyester']","['bedroom', 'kitchen', 'living room', 'office']",['flexible'],"['beige', 'green', 'grey', 'red', 'seal brown']","['oval', 'rectangle', 'round', 'square']",0.56,50.0,400.0,24.5,15.0,0.65,1000.0,800.0,20.0,24.5,0.95,540.0,800.0,24.0,12.0,30.5,30000.0,150.0,20.0,25.0,150.0,14.0,24.5,70.0,273.15,couch,qwen25_1b_standard
424,[],[],"['cork', 'leather']","['bathroom', 'bedroom', 'kitchen', 'living room']","['comfortable', 'relaxing']","['beige', 'black', 'seal brown', 'tan', 'white']",[],0.8,450.0,400.0,24.0,20.5,0.8,75.0,800.0,28.0,20.5,0.98,54.6,1200.0,24.0,20.0,50.0,2500.0,185.0,18.0,185.0,120.5,18.5,23.0,75.0,270.15,couch,qwen25_1b_standard
