,texture,pattern,material,location,disposition,colour,shape,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,weight_kilograms,weight_grams,weight_pounds,weight_ounces,value_US dollars,value_euros,value_pounds,temperature_celsius,temperature_fahrenheit,temperature_kelvin,concept,model_name
301,[],[],[],[],[],"['black', 'blue', 'red', 'silver', 'white']","['cylindrical', 'oval', 'rectangle']",0.3,30.0,300.0,12.0,2.5,0.12,25.0,230.0,12.0,2.5,0.5,25.0,200.0,10.0,2.5,2.2,1.5,8.5,7.5,35.99,30.0,0.0,200.0,350.0,450.0,toaster,phi3mini_4k_instruct_q4
302,[],[],[],"['kitchen', 'office', 'pantry', 'restaurant']",[],"['black', 'silver', 'white']","['cylinder', 'ellipse', 'rectangle', 'rectangular cuboid']",0.3,30.0,45.0,12.0,1.5,0.5,25.0,200.0,13.75,1.0,0.1,30.0,300.0,12.0,2.5,1.5,2000.0,6.5,8.5,39.95,25.0,0.0,200.0,350.0,350.0,toaster,phi3mini_4k_instruct_q4
303,[],[],[],"['bathroom', 'dining room', 'kitchen', 'restaurant']",[],"['black', 'silver', 'white']","['cylindrical', 'rectangle']",0.3,25.0,300.0,12.0,2.5,0.5,30.0,45.0,10.0,2.2,0.3,45.0,400.0,15.0,2.5,2.0,1.5,7.5,5.5,49.99,29.95,,180.0,350.0,450.0,toaster,phi3mini_4k_instruct_q4
304,[],[],"['metal', 'plastic', 'steel']","['bar', 'kitchen', 'living room', 'pantry']","['durable', 'functional', 'safe']","['black', 'silver', 'white']",['rectangle'],0.3,30.0,300.0,12.0,1.5,0.5,25.0,45.0,12.0,2.5,0.3,30.0,250.0,12.5,2.5,1.5,2.5,10.0,6.5,29.99,30.0,0.0,180.0,350.0,573.15,toaster,phi3mini_4k_instruct_q4
305,[],[],[],"['dining room', 'kitchen', 'pantry']",['functional'],"['black', 'silver', 'white']","['cylinder', 'ellipse', 'rectangle', 'rectangular cuboid']",0.5,30.0,300.0,12.0,1.2,0.2,45.0,450.0,10.0,1.5,0.5,30.0,300.0,12.0,2.5,1.5,1.5,10.5,8.5,25.0,30.0,0.0,200.0,450.0,253.15,toaster,phi3mini_4k_instruct_q4
306,[],[],"['aluminium', 'plastic', 'steel']","['coffee shop', 'dining room', 'kitchen', 'restaurant']",['safe'],"['black', 'silver', 'white']","['cylinder', 'rectangle', 'rectangular cuboid']",0.5,25.0,300.0,12.0,2.5,0.3,25.0,200.0,12.5,2.5,0.5,30.0,250.0,12.5,2.5,1.5,350.0,5.0,8.5,35.99,25.0,,200.0,350.0,433.15,toaster,phi3mini_4k_instruct_q4
307,[],[],[],"['dining room', 'home office', 'kitchen', 'restaurant']",[],"['black', 'red', 'silver', 'white']","['oblong', 'rectangle']",0.3,30.0,300.0,12.0,2.5,0.3,25.0,230.0,12.0,2.5,0.5,30.0,300.0,12.0,2.5,1.5,2000.0,10.5,6.5,39.95,25.0,0.0,180.0,350.0,373.15,toaster,phi3mini_4k_instruct_q4
308,[],[],"['aluminium', 'ceramic', 'plastic', 'steel']","['bar', 'dining room', 'kitchen']",[],"['black', 'blue', 'green', 'pink', 'red', 'silver', 'white', 'yellow']","['cylindrical', 'oval', 'rectangle', 'square']",0.2,20.0,300.0,10.0,2.0,0.5,30.0,400.0,14.0,2.0,0.12,20.0,400.0,12.0,1.5,0.4,2.5,5.0,5.0,39.95,30.0,0.0,200.0,350.0,273.15,toaster,phi3mini_4k_instruct_q4
309,[],[],"['ceramic', 'glass', 'plastic', 'steel']","['coffee shop', 'dining room', 'kitchen', 'pantry', 'restaurant']",[],"['black', 'silver', 'white']","['cylinder', 'oval', 'rectangle', 'rectangular cuboid']",0.5,30.0,300.0,15.0,0.25,0.3,25.0,50.0,12.0,2.5,0.5,45.0,200.0,18.0,2.5,0.5,2000.0,8.0,8.0,30.0,35.0,,200.0,350.0,373.15,toaster,phi3mini_4k_instruct_q4
310,['cracked'],[],"['metal', 'plastic', 'steel']","['dining room', 'kitchen', 'pantry']",[],"['black', 'silver', 'white']","['cube', 'rectangle', 'rectangular cuboid']",0.3,45.0,330.0,8.5,2.2,0.5,15.0,300.0,10.0,2.5,0.5,30.0,300.0,15.0,2.5,0.5,1.5,7.5,10.5,35.0,25.0,0.0,200.0,350.0,350.0,toaster,phi3mini_4k_instruct_q4
311,[],[],[],"['dining room', 'home office', 'kitchen', 'restaurant']",[],"['black', 'silver', 'white']","['cylinder', 'rectangle', 'rectangular cuboid']",0.3,30.0,300.0,12.0,0.25,0.15,25.0,400.0,12.0,1.5,0.5,30.0,300.0,12.0,2.5,0.3,500.0,5.0,10.5,35.99,45.0,0.0,185.0,350.0,323.15,toaster,phi3mini_4k_instruct_q4
312,[],[],"['ceramic', 'glass', 'metal', 'plastic']","['bathroom', 'kitchen', 'living room', 'pantry', 'restaurant']",[],"['black', 'blue', 'red', 'silver', 'white']","['oval', 'rectangle', 'trapezoid']",0.3,30.0,350.0,10.0,2.5,0.3,20.0,350.0,12.0,2.5,0.5,40.0,280.0,15.0,2.5,3.5,2.5,7.5,8.5,39.95,30.0,0.0,200.0,350.0,273.15,toaster,phi3mini_4k_instruct_q4
313,[],[],"['aluminium', 'ceramic', 'glass', 'plastic', 'steel']","['bathroom', 'dining room', 'kitchen', 'pantry']",[],"['black', 'red', 'seal brown', 'silver']",['rectangle'],0.3,30.0,250.0,15.0,2.5,0.5,30.0,200.0,12.0,2.5,0.3,45.0,50.0,10.5,1.5,2.0,1200.0,6.0,7.5,35.99,20.0,0.0,200.0,350.0,350.0,toaster,phi3mini_4k_instruct_q4
314,[],[],[],"['bar', 'coffee shop', 'hotel room', 'kitchen', 'pantry', 'restaurant']",[],"['black', 'blue', 'green', 'red', 'seal brown', 'silver', 'white']",['rectangle'],0.3,30.0,300.0,12.0,1.5,0.3,24.5,200.0,10.0,1.2,0.3,30.0,290.0,12.5,2.2,1.5,1200.0,10.0,1.5,49.99,30.0,0.0,185.0,350.0,300.0,toaster,phi3mini_4k_instruct_q4
315,[],[],[],[],[],"['black', 'blue', 'green', 'red', 'silver', 'white']","['cube', 'rectangle', 'rectangular cuboid']",0.3,30.0,300.0,12.0,1.5,0.5,10.0,200.0,10.0,1.5,0.5,30.0,300.0,18.0,1.5,2.0,1.5,6.0,8.0,39.95,29.99,0.0,200.0,350.0,260.0,toaster,phi3mini_4k_instruct_q4
316,[],[],"['aluminium', 'plastic', 'steel']","['dining room', 'kitchen', 'living room', 'pantry']",[],"['black', 'silver', 'white']","['oval', 'rectangle', 'square']",0.4,45.0,150.0,14.5,1.5,0.5,30.0,250.0,15.0,2.5,0.5,30.0,300.0,11.25,2.5,0.5,1.5,5.0,9.0,35.0,30.0,,180.0,350.0,273.15,toaster,phi3mini_4k_instruct_q4
317,[],[],[],"['dining room', 'kitchen', 'pantry', 'restaurant']",[],"['black', 'silver', 'white']","['cube', 'cylinder', 'rectangle', 'sphere']",0.3,24.0,400.0,12.0,2.5,0.5,20.0,240.0,12.0,2.5,0.3,30.0,200.0,12.0,2.5,0.5,1000.0,7.5,7.5,39.99,30.0,,200.0,350.0,373.15,toaster,phi3mini_4k_instruct_q4
318,[],[],"['aluminium', 'metal', 'plastic', 'steel']","['dining room', 'kitchen', 'pantry']",[],"['black', 'silver', 'white']","['oval', 'rectangle']",0.25,30.0,45.0,12.0,1.5,0.5,20.0,300.0,12.0,1.5,0.3,30.0,200.0,12.0,1.5,1.5,1.5,4.5,8.0,39.95,39.99,0.0,200.0,350.0,375.0,toaster,phi3mini_4k_instruct_q4
319,[],[],[],"['dining room', 'kitchen', 'restaurant']",[],"['black', 'red', 'seal brown', 'silver', 'white']","['cylindrical', 'oblong', 'rectangle']",0.2,30.0,300.0,12.0,2.5,0.15,30.0,240.0,10.0,1.2,0.15,30.0,50.0,17.5,2.5,0.5,1.5,4.5,7.5,39.95,30.0,0.0,200.0,350.0,373.15,toaster,phi3mini_4k_instruct_q4
320,['smooth'],[],[],[],[],"['black', 'blue', 'green', 'grey', 'multicoloured', 'pink', 'purple', 'red', 'seal brown', 'silver', 'white', 'yellow']","['cylinder', 'oval', 'parallelogram', 'rectangle', 'regular hexagon', 'triangle']",0.6,95.0,1000.0,26.5,2.5,1.5,120.0,1000.0,24.0,2.0,0.9,120.0,1000.0,24.0,2.5,0.5,300.0,0.5,12.5,25.0,15.0,1.5,25.0,50.0,298.15,umbrella,phi3mini_4k_instruct_q4
321,"['smooth', 'soft']",[],[],[],[],"['black', 'blue', 'green', 'grey', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['circular', 'rectangle']",0.9,120.0,1000.0,24.0,2.5,0.5,90.0,1500.0,24.0,2.5,0.7,95.0,900.0,24.0,2.5,0.5,200.0,1.0,8.0,25.0,15.0,1.2,15.0,65.2,298.15,umbrella,phi3mini_4k_instruct_q4
322,['smooth'],[],[],"['airfield', 'beach', 'garden', 'mall', 'market', 'outdoor', 'park', 'restaurant', 'sidewalk']",[],"['black', 'blue', 'green', 'grey', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['circular', 'dome', 'oval', 'rectangle']",0.6,120.0,1200.0,24.0,2.5,2.5,120.0,230.0,26.0,2.5,0.6,150.0,1200.0,55.0,2.5,0.5,300.0,0.5,8.0,25.0,25.0,2.5,15.5,59.0,298.15,umbrella,phi3mini_4k_instruct_q4
323,"['smooth', 'soft']",[],[],[],[],"['black', 'blue', 'green', 'pink', 'purple', 'red', 'white', 'yellow']","['circular', 'rectangle']",0.7,95.0,1200.0,24.0,2.5,0.6,120.0,1200.0,52.0,2.5,0.6,95.0,1200.0,24.0,2.5,0.5,300.0,1.0,8.5,25.0,20.0,1.5,15.0,59.0,298.15,umbrella,phi3mini_4k_instruct_q4
324,"['glossy', 'matted', 'smooth']",[],[],"['airfield', 'beach', 'garden', 'mall', 'office building', 'park', 'restaurant', 'schoolhouse', 'sidewalk', 'street']",[],"['black', 'blue', 'green', 'grey', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['circular', 'cylindrical', 'dome', 'rectangle']",0.7,95.0,1000.0,24.0,2.5,0.5,120.0,250.0,24.0,2.5,0.6,95.0,1200.0,25.0,2.5,0.5,300.0,1.0,14.0,25.0,25.42,1.5,15.5,60.8,298.15,umbrella,phi3mini_4k_instruct_q4
325,['smooth'],[],"['aluminium', 'cotton', 'nylon', 'polyester']",[],[],"['black', 'blue', 'green', 'or', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']","['circular', 'cylindrical', 'rectangle']",0.7,100.0,1000.0,26.0,2.5,0.9,100.0,1500.0,24.0,2.5,0.6,95.0,1200.0,26.0,2.0,0.5,350.0,1.0,8.0,25.4,25.0,0.5,15.0,59.9,298.15,umbrella,phi3mini_4k_instruct_q4
326,['smooth'],[],[],"['beach', 'festival', 'market', 'outdoor', 'park', 'sidewalk']",[],"['black', 'blue', 'green', 'grey', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['cylinder', 'oval', 'rectangle', 'triangle']",0.9,95.0,1000.0,24.0,2.5,0.6,120.0,1200.0,18.0,2.5,0.6,120.0,2300.0,20.0,2.5,0.5,300.0,1.0,8.0,25.0,30.0,0.5,25.0,59.9,298.15,umbrella,phi3mini_4k_instruct_q4
327,['smooth'],[],[],[],[],"['black', 'blue', 'green', 'grey', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['circle', 'dome', 'rectangle', 'triangle']",0.75,95.0,1200.0,24.0,2.5,0.5,120.0,1200.0,62.0,1.5,0.7,120.0,2300.0,52.0,2.5,0.5,300.0,0.5,8.5,25.0,25.0,1.0,,68.0,295.15,umbrella,phi3mini_4k_instruct_q4
328,"['smooth', 'soft', 'woven']",[],"['aluminium', 'cotton', 'fiberglass', 'nylon', 'polyester']",[],[],"['black', 'blue', 'green', 'grey', 'pink', 'purple', 'red', 'white', 'yellow']",[],0.65,95.0,1200.0,24.0,2.5,0.6,150.0,230.0,24.0,2.5,0.6,120.0,1300.0,22.0,2.5,0.5,300.0,0.5,8.0,25.0,25.0,1.5,25.0,50.0,295.15,umbrella,phi3mini_4k_instruct_q4
329,['smooth'],[],[],"['beach', 'garden', 'home', 'mall', 'office', 'park', 'sidewalk', 'street']",[],"['black', 'blue', 'green', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['conical', 'dome', 'round']",0.6,95.0,1000.0,24.0,2.5,0.6,120.0,1500.0,24.0,2.5,0.6,110.0,1500.0,24.0,1.5,0.5,300.0,1.0,10.5,25.99,25.0,0.61,15.0,50.0,298.15,umbrella,phi3mini_4k_instruct_q4
330,"['smooth', 'soft']",[],[],"['airfield', 'beach', 'grocery', 'market', 'office building', 'outdoor', 'park', 'restaurant', 'shopping mall', 'store', 'train station']",[],"['black', 'blue', 'green', 'orange', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']","['circular', 'hexagon', 'oval', 'rectangle']",0.7,95.0,1000.0,24.0,2.5,1.0,120.0,1200.0,62.0,2.5,0.6,95.0,1000.0,22.0,2.5,0.5,350.0,1.0,8.0,25.0,20.0,1.5,20.0,60.8,295.15,umbrella,phi3mini_4k_instruct_q4
331,['smooth'],[],[],"['airfield', 'beach', 'grocery', 'gym', 'market', 'outdoor', 'park', 'sidewalk', 'store', 'street']",[],"['black', 'blue', 'green', 'pink', 'purple', 'red', 'white', 'yellow']","['circular', 'conical', 'cylindrical', 'rectangle']",0.7,95.0,1500.0,26.0,2.5,1.0,90.0,250.0,24.0,2.5,0.5,95.0,1200.0,22.0,2.5,0.5,200.0,0.75,8.5,25.0,15.75,0.5,25.0,59.9,298.15,umbrella,phi3mini_4k_instruct_q4
332,['smooth'],[],[],"['airfield', 'beach', 'gym', 'hotel', 'market', 'office building', 'outdoor', 'park', 'shopping mall', 'sidewalk', 'train station']",[],"['black', 'blue', 'green', 'red', 'white', 'yellow']","['conical', 'cylindrical']",0.75,95.0,1000.0,24.0,2.5,0.5,120.0,1200.0,24.0,2.0,0.6,95.0,1500.0,26.0,2.0,0.5,300.0,1.0,8.5,25.0,25.0,3.5,15.0,59.9,298.15,umbrella,phi3mini_4k_instruct_q4
333,['smooth'],[],[],"['beach', 'grocery', 'office building', 'park', 'parking lot', 'restaurant', 'sidewalk', 'store', 'street']",[],"['black', 'blue', 'green', 'grey', 'navy blue', 'pink', 'purple', 'red', 'white', 'yellow']","['circular', 'rectangle']",0.65,95.0,1200.0,24.0,2.5,0.7,150.0,1500.0,24.0,2.5,0.9,95.0,1200.0,66.0,2.5,0.5,350.0,0.5,8.0,25.0,25.45,1.0,15.0,59.9,298.15,umbrella,phi3mini_4k_instruct_q4
334,['smooth'],[],[],[],[],"['black', 'blue', 'green', 'multicolored', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']","['circular', 'dome', 'rectangle']",0.9,95.0,1500.0,24.0,2.5,0.6,120.0,1200.0,24.0,2.5,0.5,120.0,1200.0,20.0,2.5,0.5,300.0,1.5,8.5,25.0,25.0,1.0,25.0,61.1,298.15,umbrella,phi3mini_4k_instruct_q4
335,"['glossy', 'smooth', 'soft']",[],[],"['beach', 'grocery', 'office', 'outdoor', 'park', 'picnic area', 'schoolhouse', 'sidewalk', 'store', 'street', 'train station']",[],"['black', 'blue', 'green', 'grey', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']","['circular', 'cylindrical', 'rectangle']",0.7,95.0,1500.0,24.0,2.5,0.6,120.0,1200.0,24.0,2.5,0.5,95.0,1200.0,24.0,2.5,0.5,350.0,1.0,8.5,25.0,15.5,0.5,20.0,59.9,293.15,umbrella,phi3mini_4k_instruct_q4
336,"['smooth', 'soft']",[],[],"['airfield', 'beach', 'home', 'outdoor', 'park', 'shopping mall', 'sidewalk', 'train station']",[],"['black', 'blue', 'green', 'pink', 'purple', 'red', 'white', 'yellow']","['circular', 'hexagon', 'oval', 'rectangle']",0.6,150.0,1000.0,24.0,2.5,0.5,120.0,1200.0,24.0,4.5,0.7,90.0,1200.0,52.0,2.5,0.5,250.0,1.0,8.0,25.0,25.5,1.2,15.0,65.2,298.15,umbrella,phi3mini_4k_instruct_q4
337,"['rubbery', 'smooth', 'soft']",[],[],[],[],"['black', 'blue', 'green', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['conical', 'cylindrical']",0.6,100.0,1000.0,24.0,2.5,0.5,95.0,1500.0,26.0,2.5,0.5,120.0,1200.0,24.0,2.5,0.5,300.0,1.0,8.0,25.45,25.0,1.5,15.5,68.0,298.15,umbrella,phi3mini_4k_instruct_q4
338,['smooth'],[],[],"['airfield', 'festival', 'gift shop', 'outdoor', 'parking lot', 'pharmacy', 'store', 'street', 'train station']",[],"['black', 'blue', 'green', 'grey', 'orange', 'pink', 'purple', 'red', 'white', 'yellow']","['crescent', 'cylindrical', 'rectangle']",0.75,75.0,1000.0,26.0,2.5,0.6,110.0,200.0,24.0,2.5,0.5,120.0,1000.0,24.0,2.5,0.5,250.0,2.5,8.5,25.0,25.0,1.5,,59.9,293.15,umbrella,phi3mini_4k_instruct_q4
339,"['glossy', 'smooth']",[],[],"['airfield', 'beach', 'garden', 'home', 'library', 'mall', 'office', 'park', 'restaurant']",[],"['black', 'blue', 'green', 'grey', 'multicolored', 'pink', 'purple', 'red', 'silver', 'white', 'yellow']","['circle', 'dome', 'rectangle']",0.7,95.0,1000.0,24.0,2.5,1.2,95.0,1200.0,64.0,2.5,1.2,90.0,1200.0,22.0,2.5,0.5,250.0,0.5,8.0,25.0,30.0,0.5,15.0,65.2,298.15,umbrella,phi3mini_4k_instruct_q4
340,['smooth'],[],"['plastic', 'steel', 'wood']","['bar', 'cafeteria', 'hotel', 'kitchen', 'office', 'pantry', 'restaurant', 'room', 'schoolhouse', 'table']",[],"['black', 'or', 'silver', 'white']","['conical', 'cylindrical', 'oval', 'rectangle']",0.005,7.5,50.0,2.5,0.1,0.02,30.0,25.4,8.0,0.5,0.1,15.0,150.0,6.5,0.1,0.05,100.0,0.1,0.5,0.0,,,20.0,0.0,298.15,fork,phi3mini_4k_instruct_q4
341,['smooth'],[],"['plastic', 'steel', 'wood']","['cafeteria', 'home', 'kitchen', 'picnic area', 'restaurant', 'table']",[],"['black', 'or', 'silver', 'white']","['conical', 'cylindrical', 'oval', 'rectangle']",0.05,8.0,50.0,1.5,0.1,0.02,15.0,30.0,10.0,0.5,0.12,15.0,22.5,7.5,0.3,0.2,200.0,0.3,0.5,0.0,0.5,,25.0,0.0,298.15,fork,phi3mini_4k_instruct_q4
342,['smooth'],[],"['plastic', 'steel', 'wood']","['counter', 'festival', 'picnic area', 'restaurant', 'table']",[],"['black', 'silver', 'white']","['conical', 'cylindrical', 'rectangle']",0.05,3.5,65.0,2.0,0.1,0.02,15.0,30.0,7.5,0.1,0.12,15.0,170.0,7.5,0.1,0.2,200.0,0.5,0.2,0.0,0.5,0.0,0.0,0.0,293.15,fork,phi3mini_4k_instruct_q4
343,['smooth'],[],[],"['home', 'kitchen', 'picnic area', 'restaurant', 'table']",[],"['black', 'silver', 'white']",['cylindrical'],0.03,5.0,35.0,2.5,0.1,0.02,15.0,30.0,8.0,0.5,0.1,18.0,40.0,7.5,0.2,0.2,200.0,0.5,3.5,0.0,0.0,0.0,25.0,0.0,293.15,fork,phi3mini_4k_instruct_q4
344,['smooth'],[],[],"['cafeteria', 'kitchen', 'restaurant', 'schoolhouse', 'table']",['disposable'],"['black', 'silver', 'white']","['circular', 'conical', 'cylindrical', 'oval', 'rectangle']",0.05,10.0,25.0,1.5,0.2,0.05,15.0,30.0,8.0,0.5,0.05,30.0,20.0,6.5,0.1,0.1,150.0,0.1,3.5,0.0,0.0,0.0,20.0,68.0,298.15,fork,phi3mini_4k_instruct_q4
345,['smooth'],[],[],"['counter', 'festival', 'home', 'picnic area', 'reception', 'restaurant', 'room', 'table']",[],"['black', 'silver', 'white']","['cylindrical', 'oval', 'rectangle', 'spiral']",0.02,8.0,75.0,2.0,0.1,0.05,15.0,30.0,8.5,0.1,0.12,14.0,20.0,10.0,0.1,0.12,100.0,0.2,0.5,,0.0,0.0,25.0,70.0,298.15,fork,phi3mini_4k_instruct_q4
346,['smooth'],[],"['plastic', 'steel', 'wood']","['cafeteria', 'home', 'kitchen', 'office', 'pantry', 'restaurant', 'schoolhouse', 'table']",[],"['silver', 'white', 'yellow']","['conical', 'cylindrical', 'rectangle', 'spiral']",0.03,7.0,50.0,1.5,0.1,0.1,25.0,35.0,7.5,0.2,0.12,18.0,150.0,7.2,0.08,0.2,150.0,0.25,1.5,0.0,0.0,0.0,0.0,0.0,298.15,fork,phi3mini_4k_instruct_q4
347,['smooth'],[],[],"['counter', 'festival', 'reception', 'restaurant', 'table']","['disposable', 'public']","['black', 'silver', 'white']",['cylindrical'],0.02,10.0,75.0,2.5,0.2,0.02,15.0,35.0,6.5,0.1,0.12,15.0,50.0,6.0,0.1,0.1,100.0,0.5,1.2,,0.0,0.0,25.0,70.0,298.15,fork,phi3mini_4k_instruct_q4
348,['smooth'],[],[],"['bar', 'cafeteria', 'coffee shop', 'counter', 'home', 'kitchen', 'office', 'pantry', 'restaurant', 'schoolhouse', 'table']",[],"['black', 'silver', 'white', 'yellow']","['conical', 'cylindrical', 'oval', 'rectangle']",0.05,10.0,50.0,2.0,0.1,0.1,15.0,75.0,12.0,0.1,0.12,25.0,100.0,7.2,0.12,0.01,150.0,0.2,0.5,,0.0,0.0,25.0,0.0,298.15,fork,phi3mini_4k_instruct_q4
349,['smooth'],[],[],"['cafeteria', 'hotel', 'kitchen', 'restaurant', 'schoolhouse', 'table']",[],"['black', 'silver', 'white']","['circular', 'conical', 'cylindrical', 'oval', 'rectangle']",0.015,8.0,12.0,2.0,0.2,0.15,15.2,50.0,7.5,0.1,0.1,20.0,30.0,7.5,0.12,0.2,150.0,0.5,4.5,0.0,0.15,0.0,0.0,0.0,293.15,fork,phi3mini_4k_instruct_q4
350,"['metallic', 'smooth']",[],[],"['hotel', 'restaurant kitchen', 'room', 'table']",[],"['black', 'silver', 'white']","['cone', 'cylinder', 'rectangle', 'triangle']",0.02,7.0,35.0,2.5,0.1,0.12,17.0,35.0,6.5,0.1,0.1,18.0,30.0,6.0,0.1,0.1,150.0,0.2,0.5,0.0,0.0,0.0,20.0,0.0,293.15,fork,phi3mini_4k_instruct_q4
351,['smooth'],[],"['plastic', 'steel', 'wood']",[],[],"['silver', 'white']","['oval', 'rectangle', 'round', 'square']",0.02,8.5,75.0,2.5,0.1,0.05,30.0,18.0,10.0,0.12,0.1,20.0,120.0,7.5,0.05,0.12,150.0,0.2,0.5,0.0,0.5,,20.0,0.0,293.15,fork,phi3mini_4k_instruct_q4
352,['smooth'],[],[],"['counter', 'kitchen', 'outdoor', 'picnic area', 'restaurant', 'table']",[],"['silver', 'white']","['conical', 'cylindrical', 'oval', 'rectangle']",0.005,6.0,80.0,1.5,0.1,0.1,18.0,45.0,12.0,0.1,0.12,25.0,20.0,6.5,0.5,0.12,50.0,0.2,0.5,0.0,0.0,0.0,25.0,0.0,298.15,fork,phi3mini_4k_instruct_q4
353,"['rubbery', 'smooth']",[],[],"['counter', 'hotel', 'picnic area', 'restaurant', 'table']",['decorative'],"['silver', 'white']","['circular', 'conical', 'cylindrical', 'oval', 'rectangle']",0.012,10.0,65.0,2.0,0.2,0.12,20.0,50.0,7.5,0.2,0.03,25.0,30.0,7.5,0.2,0.5,200.0,0.5,2.0,,5.0,0.0,0.0,0.0,293.15,fork,phi3mini_4k_instruct_q4
354,['smooth'],[],[],[],[],"['black', 'silver', 'white', 'yellow']","['conical', 'cylindrical', 'oval', 'rectangle']",0.03,6.5,50.0,2.0,0.1,0.12,15.0,30.0,6.5,0.1,0.005,18.0,20.0,7.5,0.5,0.1,200.0,0.1,0.5,0.0,0.5,0.0,0.0,0.0,298.15,fork,phi3mini_4k_instruct_q4
355,"['rubbery', 'smooth']",[],[],"['counter', 'picnic area', 'reception', 'restaurant', 'table']",[],"['black', 'silver', 'white']","['conical', 'cylindrical', 'oval', 'rectangle']",0.03,7.5,75.0,2.5,0.1,0.12,15.0,35.0,12.0,0.1,0.08,15.0,30.0,7.0,0.1,0.12,100.0,0.1,0.5,0.0,0.5,0.0,20.0,0.0,0.0,fork,phi3mini_4k_instruct_q4
356,"['rubbery', 'smooth']",[],[],"['counter', 'restaurant', 'table']",[],"['black', 'silver', 'white']",[],0.02,8.0,35.0,2.5,0.1,0.12,25.0,20.0,7.5,0.1,0.12,16.0,30.0,7.5,0.12,0.05,100.0,0.2,1.0,,0.5,0.0,0.0,0.0,293.15,fork,phi3mini_4k_instruct_q4
357,"['rubbery', 'smooth']",[],[],"['kitchen', 'restaurant', 'table']",[],"['black', 'or', 'silver', 'white']",['cylindrical'],0.03,7.0,65.0,1.5,0.1,0.05,15.0,25.0,7.5,0.5,0.1,20.0,25.0,8.0,0.5,0.2,200.0,0.1,0.75,0.0,,,25.0,0.0,293.15,fork,phi3mini_4k_instruct_q4
358,['smooth'],[],"['ceramic', 'plastic', 'steel', 'wood']","['counter', 'picnic area', 'restaurant', 'table']",['versatile'],"['black', 'blue', 'green', 'red', 'silver', 'white', 'yellow']","['conical', 'cylindrical', 'rectangle']",0.03,3.0,35.0,2.5,0.1,0.005,25.0,25.0,8.5,0.2,0.03,25.0,28.26,6.5,0.2,0.12,150.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,298.15,fork,phi3mini_4k_instruct_q4
359,['smooth'],[],"['ceramic', 'plastic', 'steel', 'wood']","['banquet hall', 'cafeteria', 'counter', 'office', 'pantry', 'picnic area', 'restaurant', 'schoolhouse', 'table']",[],"['black', 'or', 'silver', 'white']","['conical', 'cylindrical', 'rectangle']",0.02,10.0,50.0,2.5,0.05,0.05,25.0,50.0,12.0,0.1,0.05,15.0,150.0,6.5,0.5,0.12,200.0,0.3,0.75,0.0,0.0,0.0,20.0,0.0,298.15,fork,phi3mini_4k_instruct_q4
360,"['glossy', 'matted', 'rough', 'smooth']",[],"['cloth', 'leather', 'paper']","['bookstore', 'home', 'library', 'office', 'schoolhouse']",[],"['black', 'blue', 'green', 'orange', 'purple', 'red', 'seal brown', 'white', 'yellow']","['circle', 'rectangle', 'square', 'triangle']",0.2,15.0,26.67,8.5,0.9,0.1,27.5,260.0,8.5,8.5,0.3,27.8,260.0,6.5,0.25,0.5,250.0,0.5,1.5,0.0,,,0.0,,0.0,book,phi3mini_4k_instruct_q4
361,[],[],[],"['archive', 'bookstore', 'library', 'museum', 'schoolhouse']",[],"['black', 'blue', 'green', 'or', 'red', 'seal brown', 'silver', 'white', 'yellow']","['circle', 'rectangle', 'square', 'triangle']",0.005,27.5,210.0,6.5,0.6,0.005,27.5,297.0,9.5,8.5,0.3,27.8,200.0,8.5,0.02,0.5,0.5,0.2,1.5,25.99,,,0.0,,,book,phi3mini_4k_instruct_q4
362,"['glossy', 'matted', 'rough', 'smooth']",,"['cloth', 'paper']","['bookstore', 'home', 'library', 'museum', 'schoolhouse']",[],"['black', 'blue', 'green', 'orange', 'pink', 'purple', 'red', 'seal brown', 'white', 'yellow']","['circle', 'oval', 'rectangle', 'regular hexagon', 'square', 'triangle']",0.05,26.5,260.0,8.27,8.5,0.002,25.0,25.0,8.5,8.5,0.3,28.3,270.0,8.25,0.0,0.5,300.0,1.5,0.5,10.99,,,0.0,,0.0,book,phi3mini_4k_instruct_q4
