concept,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,temperature_celsius,temperature_fahrenheit,temperature_kelvin,value_us dollars,value_euros,value_pounds,weight_kilograms,weight_grams,weight_pounds,weight_ounces,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,texture,colour,material,shape,pattern,location,disposition,model_name
laptop,,,,,,,,,,,,,,,,,,,,,,,,,,['smooth'],['black'],['metal'],['square'],['plain'],['living room'],['durable'],MTurk
mouse,0.04,4.0,40.0,1.5748031496062993,0.13123359580052493,0.11,11.0,110.0,4.330708661417323,0.36089238845144356,,,,20.0,18.18181818181818,15.384615384615383,0.1,100.0,0.22046244201837775,3.527399072294044,0.06,6.0,60.0,2.362204724409449,0.19685039370078738,"['matted', 'smooth']","['black', 'grey', 'white']","['plastic', 'rubber']",['oval'],['plain'],"['computer lab', 'desk', 'office']",['portable'],MTurk
mouse,0.04,4.0,40.0,1.5748031496062993,0.13123359580052493,0.11,11.0,110.0,4.330708661417323,0.36089238845144356,32.0,89.6,305.15,30.0,27.272727272727273,23.076923076923073,0.1,100.0,0.22046244201837775,3.527399072294044,0.06,6.0,60.0,2.362204724409449,0.19685039370078738,"['glossy', 'matted', 'rubbery', 'smooth']","['black', 'blue', 'grey', 'multicolored', 'pink', 'red', 'silver', 'white']","['metal', 'plastic', 'rubber']","['oval', 'round']","['plain', 'striped']","['backpack', 'computer lab', 'desk', 'home', 'office']","['durable', 'portable']",MTurk
mouse,0.04,4.0,40.0,1.5748031496062993,0.13123359580052493,0.11,11.0,110.0,4.330708661417323,0.36089238845144356,30.0,86.0,303.15,20.0,18.18181818181818,15.384615384615383,0.1,100.0,0.22046244201837775,3.527399072294044,0.06,6.0,60.0,2.362204724409449,0.19685039370078738,"['matted', 'smooth']","['black', 'grey', 'white']","['metal', 'plastic', 'rubber']","['oval', 'rectangle']","['logo', 'plain']","['computer lab', 'desk', 'office']","['durable', 'fragile', 'lightweight']",MTurk
remote,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,,,,20.0,18.18181818181818,15.384615384615383,0.15,150.0,0.33069366302756664,5.291098608441066,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,"['matted', 'rubbery', 'smooth']","['black', 'grey', 'white']","['plastic', 'rubber']","['oval', 'rectangle']","['grid', 'logo']","['bedroom', 'living room']","['durable', 'fragile']",MTurk
remote,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,,,,15.0,13.636363636363637,11.538461538461537,0.12,120.0,0.2645549304220533,4.232878886752853,0.045,4.5,45.0,1.7716535433070868,0.14763779527559054,['smooth'],['blue'],['plastic'],[],['plain'],['living room'],['durable'],MTurk
remote,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,50.0,122.0,323.15,35.0,31.818181818181817,26.92307692307692,0.15,150.0,0.33069366302756664,5.291098608441066,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,['smooth'],"['black', 'blue', 'grey', 'or', 'red', 'silver', 'white']","['metal', 'plastic', 'rubber']","['cylindrical', 'rectangle']","['logo', 'plain']","['bedroom', 'car', 'office', 'room']","['durable', 'lightweight', 'water-resistant']",MTurk
keyboard,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,0.43,43.0,430.0,16.92913385826772,1.4107611548556431,25.0,77.0,298.15,50.0,45.45454545454545,38.46153846153846,0.8,800.0,1.763699536147022,28.219192578352352,0.13,13.0,130.0,5.118110236220473,0.42650918635170604,['rough'],['black'],['plastic'],['rectangle'],['plain'],['office'],['durable'],MTurk
keyboard,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.43,43.0,430.0,16.92913385826772,1.4107611548556431,22.0,71.6,295.15,50.0,45.45454545454545,38.46153846153846,0.8,800.0,1.763699536147022,28.219192578352352,0.14,14.0,140.0,5.511811023622047,0.45931758530183725,"['glossy', 'matted', 'rough', 'smooth']","['beige', 'black', 'grey', 'silver', 'white']","['metal', 'plastic', 'rubber']",['rectangle'],['plain'],"['home', 'library', 'office', 'schoolhouse', 'server room']","['durable', 'fragile']",MTurk
keyboard,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.45,45.0,450.0,17.716535433070867,1.4763779527559056,22.0,71.6,295.15,20.0,18.18181818181818,15.384615384615383,0.8,800.0,1.763699536147022,28.219192578352352,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,"['matted', 'smooth']","['black', 'grey', 'white']","['metal', 'plastic']",['rectangle'],['plain'],"['computer lab', 'home', 'office', 'schoolhouse']",[],MTurk
cell phone,0.008,0.8,8.0,0.3149606299212599,0.026246719160104987,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,35.0,95.0,308.15,700.0,636.3636363636364,538.4615384615385,0.18,180.0,0.39683239563308,6.34931833012928,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,['smooth'],"['black', 'blue', 'silver']","['glass', 'metal', 'plastic']","['rectangle', 'round']","['logo', 'plain']","['bag', 'hand', 'pocket']","['fragile', 'heat-generating', 'portable']",MTurk
cell phone,,,,,,,,,,,,,,600.0,545.4545454545454,461.5384615384615,0.18,180.0,0.39683239563308,6.34931833012928,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,"['glossy', 'matted', 'smooth']","['black', 'blue', 'green', 'grey', 'or', 'purple', 'red', 'silver', 'white']","['aluminium', 'ceramic', 'glass', 'plastic', 'steel']","['rectangle', 'round']","['logo', 'plain']","['bag', 'bedroom', 'car', 'desk', 'kitchen', 'office', 'pocket']","['fragile', 'water-resistant']",MTurk
cell phone,0.008,0.8,8.0,0.3149606299212599,0.026246719160104987,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,38.0,100.4,311.15,800.0,727.2727272727273,615.3846153846154,0.18,180.0,0.39683239563308,6.34931833012928,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,"['glossy', 'matted', 'smooth']","['black', 'blue', 'grey', 'or', 'red', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],['plain'],"['bag', 'bedroom', 'car', 'desk', 'living room', 'office', 'pocket']","['fragile', 'portable', 'water-resistant']",MTurk
microwave,0.3,30.0,300.0,11.811023622047244,0.984251968503937,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,35.0,95.0,308.15,120.0,109.0909090909091,92.30769230769229,12.0,12000.0,26.45549304220533,423.2878886752853,0.35000000000000003,35.0,350.0,13.779527559055119,1.1482939632545932,"['metallic', 'smooth']","['black', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],['plain'],"['break room', 'kitchen']","['heat-generating', 'sturdy']",MTurk
microwave,5.0,500.0,5000.0,196.8503937007874,16.404199475065617,1.0,100.0,1000.0,39.37007874015748,3.2808398950131235,250.0,482.0,523.15,520.0,472.7272727272727,399.99999999999994,0.65,650.0,1.4330058731194555,22.928093969911288,1.5,150.0,1500.0,59.05511811023622,4.921259842519685,"['glossy', 'matted', 'smooth']","['black', 'red', 'silver', 'white']","['metal', 'plastic']",['rectangle'],"['logo', 'plain']","['dorm room', 'kitchen', 'office', 'store']","['durable', 'heat-resistant']",MTurk
microwave,0.28,28.0,280.0,11.023622047244094,0.9186351706036745,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,100.0,212.0,373.15,,,,15.0,15000.0,33.06936630275666,529.1098608441066,0.3,30.0,300.0,11.811023622047244,0.984251968503937,['smooth'],"['black', 'grey', 'silver', 'white']","['metal', 'plastic']",['rectangle'],['plain'],"['dorm room', 'kitchen', 'office', 'pantry', 'room']","['durable', 'heat-resistant']",MTurk
oven,0.6,60.0,600.0,23.62204724409449,1.968503937007874,0.6,60.0,600.0,23.62204724409449,1.968503937007874,180.0,356.0,453.15,700.0,636.3636363636364,538.4615384615385,40.0,40000.0,88.18497680735109,1410.9596289176175,0.6,60.0,600.0,23.62204724409449,1.968503937007874,"['rough', 'smooth']","['black', 'blue', 'grey', 'or', 'red', 'silver', 'white']","['metal', 'plastic', 'steel']","['rectangle', 'square']",['plain'],"['bakery', 'kitchen', 'restaurant']","['durable', 'fragile', 'heat-resistant']",MTurk
oven,0.85,85.0,850.0,33.46456692913386,2.788713910761155,0.6,60.0,600.0,23.62204724409449,1.968503937007874,180.0,356.0,453.15,700.0,636.3636363636364,538.4615384615385,50.0,50000.0,110.23122100918887,1763.699536147022,0.6,60.0,600.0,23.62204724409449,1.968503937007874,"['rough', 'smooth']","['black', 'grey', 'silver', 'white']","['ceramic', 'plastic', 'steel']",['rectangle'],"['logo', 'plain']","['bakery', 'kitchen', 'restaurant']","['durable', 'heat-resistant', 'hot']",MTurk
oven,0.9,90.0,900.0,35.43307086614173,2.952755905511811,75.0,7500.0,75000.0,2952.7559055118113,246.06299212598424,180.0,356.0,453.15,800.0,727.2727272727273,615.3846153846154,60.0,60000.0,132.27746521102665,2116.4394433764264,0.6,60.0,600.0,23.62204724409449,1.968503937007874,['smooth'],"['black', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],['plain'],['kitchen'],"['durable', 'heat-resistant']",MTurk
toaster,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.28,28.0,280.0,11.023622047244094,0.9186351706036745,50.0,122.0,323.15,35.0,31.818181818181817,26.92307692307692,1.5,1500.0,3.306936630275666,52.91098608441066,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,"['rough', 'smooth']","['black', 'blue', 'grey', 'red', 'silver', 'white']","['aluminium', 'plastic', 'steel']","['rectangle', 'round']",['plain'],"['break room', 'kitchen', 'pantry']","['durable', 'fragile', 'heat-resistant']",MTurk
toaster,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,0.3,30.0,300.0,11.811023622047244,0.984251968503937,250.0,482.0,523.15,30.0,27.272727272727273,23.076923076923073,1.5,1500.0,3.306936630275666,52.91098608441066,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,['smooth'],['silver'],['metal'],['rectangle'],['plain'],['kitchen'],['durable'],MTurk
toaster,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,0.3,30.0,300.0,11.811023622047244,0.984251968503937,200.0,392.0,473.15,30.0,27.272727272727273,23.076923076923073,2.0,2000.0,4.409248840367555,70.54798144588088,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,"['rough', 'smooth']","['black', 'red', 'silver', 'white']",['metal'],['rectangle'],['plain'],"['kitchen', 'pantry']","['durable', 'heat-resistant']",MTurk
sink,0.65,65.0,650.0,25.590551181102363,2.1325459317585302,0.6,60.0,600.0,23.62204724409449,1.968503937007874,,,,200.0,181.8181818181818,153.84615384615384,0.015,15.0,0.03306936630275666,0.5291098608441066,0.45,45.0,450.0,17.716535433070867,1.4763779527559056,"['glossy', 'matted', 'smooth']","['beige', 'black', 'grey', 'silver', 'white']","['ceramic', 'porcelain', 'steel']","['oval', 'rectangle', 'round', 'square']","['marbled', 'plain']","['bathroom', 'garage', 'kitchen', 'laundry room']","['durable', 'water-resistant']",MTurk
sink,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.6,60.0,600.0,23.62204724409449,1.968503937007874,45.0,113.0,318.15,100.0,90.9090909090909,76.92307692307692,10.0,10000.0,22.046244201837773,352.73990722940437,0.45,45.0,450.0,17.716535433070867,1.4763779527559056,['smooth'],"['black', 'silver', 'white']","['ceramic', 'metal', 'plastic', 'steel']","['oval', 'rectangle', 'round']",['plain'],"['bathroom', 'garage', 'kitchen']","['durable', 'water-resistant']",MTurk
sink,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.6,60.0,600.0,23.62204724409449,1.968503937007874,,,,150.0,136.36363636363635,115.38461538461537,15.0,15000.0,33.06936630275666,529.1098608441066,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,"['glossy', 'matted', 'smooth']","['beige', 'black', 'grey', 'or', 'silver', 'white']","['ceramic', 'concrete', 'plastic', 'porcelain', 'steel']","['circular', 'oval', 'rectangle', 'square']","['marbled', 'plain']","['bathroom', 'garage', 'kitchen', 'laboratory', 'laundry room', 'utility room']","['corrosion-resistant', 'durable', 'water-resistant']",MTurk
refrigerator,1.7,170.0,1700.0,66.92913385826772,5.57742782152231,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,4.0,39.2,277.15,10.0,9.09090909090909,7.692307692307692,80.0,80000.0,176.36995361470218,2821.919257835235,0.8,80.0,800.0,31.496062992125985,2.6246719160104988,"['glossy', 'matted', 'smooth']","['black', 'blue', 'grey', 'or', 'red', 'silver', 'white']","['metal', 'plastic', 'rubber']",['rectangle'],['plain'],"['break room', 'garage', 'kitchen', 'office', 'pantry', 'restaurant kitchen']","['durable', 'heavy', 'insulating', 'water-resistant']",MTurk
refrigerator,1.7,170.0,1700.0,66.92913385826772,5.57742782152231,0.75,75.0,750.0,29.52755905511811,2.4606299212598426,4.0,39.2,277.15,500.0,454.5454545454545,384.6153846153846,70.0,70000.0,154.32370941286442,2469.1793506058307,0.8,80.0,800.0,31.496062992125985,2.6246719160104988,"['glossy', 'matted', 'smooth']","['black', 'blue', 'color', 'cream', 'green', 'grey', 'or', 'red', 'silver', 'white']","['aluminium', 'plastic', 'rubber', 'steel']",['rectangle'],['logo'],"['break room', 'kitchen', 'restaurant', 'room', 'store']","['durable', 'energy-consuming', 'essential', 'fresh', 'heavy', 'quiet', 'stationary']",MTurk
refrigerator,1.7,170.0,1700.0,66.92913385826772,5.57742782152231,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,1000.0,1832.0,1273.15,1000.0,909.090909090909,769.2307692307692,80.0,80000.0,176.36995361470218,2821.919257835235,0.8,80.0,800.0,31.496062992125985,2.6246719160104988,"['glossy', 'matted', 'smooth']","['black', 'silver', 'white']","['glass', 'metal', 'plastic', 'rubber']",['rectangle'],"['logo', 'plain']","['break room', 'garage', 'kitchen', 'restaurant']","['durable', 'heavy']",MTurk
book,0.14,14.0,140.0,5.511811023622047,0.45931758530183725,0.21,21.0,210.0,8.267716535433072,0.6889763779527559,,,,20.0,18.18181818181818,15.384615384615383,0.4,400.0,0.881849768073511,14.109596289176176,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,"['glossy', 'matted', 'rough', 'smooth']","['black', 'blue', 'green', 'red', 'seal brown', 'white']","['cardboard', 'cloth', 'leather', 'paper']",['rectangle'],['plain'],"['backpack', 'bedroom', 'classroom', 'library', 'office']","['durable', 'fragile']",MTurk
book,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,0.75,75.0,750.0,29.52755905511811,2.4606299212598426,,,,,,,500.0,500000.0,1102.3122100918888,17636.99536147022,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,['smooth'],['red'],['plastic'],['cylinder'],['plain'],[],['durable'],MTurk
book,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,0.21,21.0,210.0,8.267716535433072,0.6889763779527559,22.0,71.6,295.15,15.0,13.636363636363637,11.538461538461537,0.5,500.0,1.1023122100918887,17.63699536147022,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,"['rough', 'smooth']","['black', 'blue', 'green', 'or', 'red', 'seal brown', 'silver', 'white']","['cardboard', 'cloth', 'leather', 'paper', 'plastic']",['rectangle'],"['plain', 'striped']","['backpack', 'bedroom', 'classroom', 'library', 'living room', 'office']","['durable', 'fragile']",MTurk
clock,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,,,,30.0,27.272727272727273,23.076923076923073,0.5,500.0,1.1023122100918887,17.63699536147022,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,"['glossy', 'matted', 'smooth']","['black', 'or', 'seal brown', 'silver', 'white']","['glass', 'metal', 'plastic', 'wood']","['circular', 'rectangle', 'square']",['plain'],"['bedroom', 'classroom', 'hallway', 'kitchen', 'living room', 'office']","['durable', 'fragile']",MTurk
clock,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,,,,30.0,27.272727272727273,23.076923076923073,0.8,800.0,1.763699536147022,28.219192578352352,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,"['glossy', 'smooth']","['black', 'silver', 'white']","['glass', 'metal', 'plastic']","['rectangle', 'round', 'square']",['plain'],"['bedroom', 'kitchen', 'office']","['durable', 'fragile']",MTurk
clock,0.5700000000000001,57.0,570.0,22.440944881889767,1.8700787401574803,0.9400000000000001,94.0,940.0,37.00787401574804,3.083989501312336,,,,,,,,,,,0.2032,20.32,203.2,8.0,0.6666666666666666,['smooth'],['white'],['glass'],['round'],['plain'],[],['durable'],MTurk
vase,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,-9.444444444444445,15.0,263.7055555555555,30.0,27.272727272727273,23.076923076923073,0.8,800.0,1.763699536147022,28.219192578352352,0.1,10.0,100.0,3.937007874015748,0.32808398950131235,"['glossy', 'matted', 'rough', 'smooth']","['blue', 'green', 'or', 'red', 'silver', 'transparent', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'porcelain', 'wood']","['cylindrical', 'rectangle']","['plain', 'striped']","['bedroom', 'dining room', 'hallway', 'kitchen', 'living room', 'office']","['decorative', 'fragile', 'water-resistant']",MTurk
vase,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,22.0,71.6,295.15,30.0,27.272727272727273,23.076923076923073,0.8,800.0,1.763699536147022,28.219192578352352,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,"['glossy', 'matted', 'rough', 'smooth']","['black', 'blue', 'green', 'multicolored', 'or', 'red', 'silver', 'transparent', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'porcelain', 'wood']","['cylindrical', 'rectangle']","['plain', 'striped']","['bedroom', 'garden', 'hallway', 'living room', 'office', 'table']","['decorative', 'fragile', 'water-resistant']",MTurk
vase,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,,,,,,,,,30.0,27.272727272727273,23.076923076923073,0.8,800.0,1.763699536147022,28.219192578352352,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,"['glossy', 'matted', 'rough', 'smooth']","['blue', 'green', 'red', 'silver', 'transparent', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'porcelain']","['conical', 'cylindrical', 'rectangle']","['plain', 'striped']","['bathroom', 'dining room', 'hallway', 'kitchen', 'living room']","['decorative', 'fragile', 'water-resistant']",MTurk
scissors,2.0,200.0,2000.0,78.74015748031496,6.561679790026247,1.5,150.0,1500.0,59.05511811023622,4.921259842519685,200.0,392.0,473.15,250.0,227.27272727272725,192.3076923076923,0.6,600.0,1.3227746521102666,21.164394433764265,5.5,550.0,5500.0,216.53543307086616,18.04461942257218,[],"['black', 'blue', 'green', 'multicoloured', 'or', 'red', 'silver']","['plastic', 'rubber', 'steel']",[],['plain'],[],"['durable', 'fragile', 'sharp']",MTurk
scissors,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,22.0,71.6,295.15,5.0,4.545454545454545,3.846153846153846,0.075,75.0,0.16534683151378332,2.645549304220533,0.06,6.0,60.0,2.362204724409449,0.19685039370078738,['smooth'],"['black', 'blue', 'green', 'red', 'silver']","['plastic', 'rubber', 'steel']","['cylindrical', 'oval']","['logo', 'plain']","['classroom', 'craft room', 'kitchen', 'office', 'toolbox']","['durable', 'fragile', 'sharp']",MTurk
scissors,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,,,,,,,0.12,120.0,0.2645549304220533,4.232878886752853,0.06,6.0,60.0,2.362204724409449,0.19685039370078738,"['rough', 'smooth']","['black', 'blue', 'green', 'grey', 'red', 'silver']","['metal', 'plastic', 'rubber', 'steel']",[],"['plain', 'striped']","['classroom', 'garage', 'kitchen', 'office', 'toolbox']","['durable', 'sharp']",MTurk
teddy bear,0.35000000000000003,35.0,350.0,13.779527559055119,1.1482939632545932,0.3,30.0,300.0,11.811023622047244,0.984251968503937,,,,25.0,22.727272727272727,19.23076923076923,0.4,400.0,0.881849768073511,14.109596289176176,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,['soft'],"['beige', 'blue', 'grey', 'pink', 'seal brown', 'white']","['cotton', 'fabric', 'plastic']",[],['plain'],"['bedroom', 'living room', 'nursery', 'store']","['fragile', 'friendly']",MTurk
teddy bear,0.4,40.0,400.0,15.748031496062993,1.3123359580052494,0.3,30.0,300.0,11.811023622047244,0.984251968503937,,,,20.0,18.18181818181818,15.384615384615383,0.4,400.0,0.881849768073511,14.109596289176176,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,[],['seal brown'],['polyester'],[],['plain'],['bedroom'],[],MTurk
teddy bear,0.4,40.0,400.0,15.748031496062993,1.3123359580052494,30.0,3000.0,30000.0,1181.1023622047244,98.42519685039369,10.0,50.0,283.15,15.0,13.636363636363637,11.538461538461537,0.2,200.0,0.4409248840367555,7.054798144588088,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,"['smooth', 'soft']","['beige', 'black', 'blue', 'or', 'pink', 'seal brown', 'white']","['cotton', 'fabric', 'polyester']","['cylindrical', 'oval']",['plain'],"['bedroom', 'living room', 'playroom', 'store']","['friendly', 'soft']",MTurk
hair drier,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,80.0,176.0,353.15,50.0,45.45454545454545,38.46153846153846,0.6,600.0,1.3227746521102666,21.164394433764265,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,"['matted', 'smooth']","['black', 'blue', 'pink', 'red', 'silver', 'white']","['metal', 'plastic', 'rubber']",['cylindrical'],"['plain', 'striped']","['bathroom', 'bedroom', 'gym', 'hotel room', 'room', 'salon']",['fragile'],MTurk
hair drier,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,70.0,158.0,343.15,40.0,36.36363636363636,30.769230769230766,0.5,500.0,1.1023122100918887,17.63699536147022,0.1,10.0,100.0,3.937007874015748,0.32808398950131235,"['glossy', 'matted', 'smooth']","['black', 'blue', 'pink', 'red', 'silver', 'white']","['ceramic', 'metal', 'plastic', 'rubber']","['cylindrical', 'l-shaped']","['plain', 'polka-dotted', 'striped']","['bathroom', 'bedroom', 'hotel room', 'locker room', 'salon']","['durable', 'fragile', 'heat-generating', 'portable']",MTurk
hair drier,0.22,22.0,220.0,8.661417322834646,0.7217847769028871,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,90.0,194.0,363.15,40.0,36.36363636363636,30.769230769230766,0.6,600.0,1.3227746521102666,21.164394433764265,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,"['matted', 'smooth']","['black', 'blue', 'pink', 'red', 'silver', 'white']","['metal', 'plastic', 'rubber']","['cylindrical', 'l-shaped', 'rectangle']","['logo', 'plain']","['bathroom', 'bedroom', 'hotel', 'salon']","['durable', 'fragile', 'water-resistant']",MTurk
toothbrush,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,,,,3.0,2.727272727272727,2.3076923076923075,0.025,25.0,0.05511561050459444,0.881849768073511,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,"['rubbery', 'smooth', 'soft']","['blue', 'green', 'white']","['nylon', 'plastic', 'rubber']","['cylindrical', 'oval']","['dotted', 'plain', 'striped']","['bag', 'bathroom']","['durable', 'water-resistant']",MTurk
toothbrush,0.01,1.0,10.0,0.3937007874015748,0.03280839895013123,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,20.0,68.0,293.15,4.0,3.6363636363636362,3.0769230769230766,0.025,25.0,0.05511561050459444,0.881849768073511,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,"['smooth', 'soft']","['black', 'blue', 'green', 'or', 'pink', 'purple', 'red', 'white', 'yellow']","['fiber', 'nylon', 'plastic', 'rubber']","['cylindrical', 'rectangle']","['plain', 'striped']","['bag', 'bathroom', 'kitchen']","['durable', 'flexible', 'water-resistant']",MTurk
toothbrush,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,,,,2.5,2.2727272727272725,1.923076923076923,0.02,20.0,0.04409248840367555,0.7054798144588088,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,"['rough', 'smooth']","['blue', 'red', 'silver']","['nylon', 'plastic', 'rubber']","['cylindrical', 'rectangle']","['plain', 'striped']",['bathroom'],"['durable', 'water-resistant']",MTurk
person,-0.075,-7.5,-75.0,-2.952755905511811,-0.2460629921259842,,,,,,-0.5,31.1,272.65,,,,70.0,70000.0,154.32370941286442,2469.1793506058307,-0.1,-10.0,-100.0,-3.937007874015748,-0.32808398950131235,"['rough', 'smooth']",['or'],"['flesh', 'metal', 'organic', 'plastic']","['cylindrical', 'oval', 'rectangle']","['logo', 'plain', 'striped']","['home', 'workplace']",[],MTurk
person,1.7,170.0,1700.0,66.92913385826772,5.57742782152231,,,,,,37.0,98.6,310.15,,,,70.0,70000.0,154.32370941286442,2469.1793506058307,0.45,45.0,450.0,17.716535433070867,1.4763779527559056,['smooth'],[],[],[],[],[],[],MTurk
person,1.7,170.0,1700.0,66.92913385826772,5.57742782152231,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,37.0,98.6,310.15,,,,70.0,70000.0,154.32370941286442,2469.1793506058307,0.4,40.0,400.0,15.748031496062993,1.3123359580052494,"['rough', 'smooth', 'soft']",[],"['bone', 'flesh', 'hair']",[],[],"['home', 'street', 'workplace']",[],MTurk
bicycle,1.0,100.0,1000.0,39.37007874015748,3.280839895013123,0.017,1.7,17.0,0.6692913385826772,0.05577427821522309,,,,300.0,272.7272727272727,230.76923076923075,12.0,12000.0,26.45549304220533,423.2878886752853,0.6,60.0,600.0,23.62204724409449,1.9685039370078736,"['rough', 'rubbery', 'smooth']",[],"['aluminium', 'metal', 'plastic', 'rubber']","['circular', 'cylindrical']","['logo', 'plain', 'striped']","['garage', 'park', 'schoolhouse', 'street']",[],MTurk
bicycle,1.1,110.00000000000001,1100.0,43.30708661417323,3.608923884514436,1.8,180.0,1800.0,70.86614173228347,5.905511811023621,25.0,77.0,298.15,500.0,454.5454545454545,384.6153846153846,12.0,12000.0,26.45549304220533,423.2878886752853,0.6,60.0,600.0,23.62204724409449,1.9685039370078736,"['metallic', 'rough', 'rubbery', 'smooth']",[],"['aluminium', 'fiber', 'plastic', 'rubber', 'steel']",[],"['logo', 'plain']","['garage', 'park', 'sidewalk', 'street']",[],MTurk
bicycle,1.0,100.0,1000.0,39.37007874015748,3.2808398950131235,1.7,170.0,1700.0,66.92913385826772,5.57742782152231,,,,500.0,454.5454545454545,384.6153846153846,12.0,12000.0,26.45549304220533,423.2878886752853,0.6,60.0,600.0,23.62204724409449,1.968503937007874,"['metallic', 'rough', 'rubbery', 'smooth']",[],"['aluminium', 'fiber', 'rubber', 'steel']",['rhombus'],['logo'],"['garage', 'park', 'sidewalk', 'street']",[],MTurk
car,1.5,150.0,1500.0,59.05511811023622,4.921259842519684,4.5,450.0,4500.0,177.16535433070868,14.763779527559054,35.0,95.0,308.15,30000.0,27272.727272727272,23076.923076923074,1.5,1500.0,3.306936630275666,52.91098608441066,1.8,180.0,1800.0,70.86614173228347,5.905511811023621,"['glossy', 'metallic', 'smooth']",[],"['glass', 'plastic', 'steel']",['round'],['plain'],"['driveway', 'parking lot', 'road']",[],MTurk
