,concept,model_name,colour,shape,location,texture,material,pattern,disposition,function,size,weight,temperature,value,scenario,context,colour_sum,shape_sum,location_sum,texture_sum,material_sum,pattern_sum,disposition_sum,function_sum,size_sum,weight_sum,temperature_sum,value_sum,scenario_sum,context_sum
160,car,llava_7b_standard,"[-1, -1, -1, 1, -1, -1, 1, -1]","[1, 1, -1, 1, 1, 1, -1, 1]","[1, -1, 1, 1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, 1, 1, -1, 1, -1]",-4,4,0,-8,6,-8,-8,8,8,6,-8,4,-8,0
320,car,llama31_8b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,car,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,car,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[-1, 1, -1, -1, -1, 1, 1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1]","[1, -1, -1, 1, 1, -1, -1, -1, -1, -1, 1]","[1, -1, -1, 1, 1, -1, -1, -1, -1, 1, 1]",11,11,11,-11,9,-3,-11,11,11,-9,-11,-7,-3,-1
400,car,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,carrot,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, 1, -1, -1, -1, -1, 1, 1, -1, 1, -1, 1, -1, -1, -1, -1]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, 1, 1, -1, 1, -1, 1, -1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",17,17,17,-7,11,-17,-17,15,-5,-13,-17,-15,-11,7
28,carrot,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,carrot,llama31_8b_standard,[1],[1],[1],[1],[-1],[-1],[-1],[1],[1],[-1],[-1],[-1],[-1],[-1],1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1
268,carrot,qwen25_1b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1]","[1, 1, -1, 1, -1, -1, 1, 1, 1, -1, -1, 1, -1]","[1, 1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1]","[1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1]","[1, 1, -1, 1, -1, -1, -1, 1, -1, 1, -1, 1, 1]","[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, 1, -1, -1, -1, 1, 1, -1, -1, 1, 1]","[-1, -1, 1, -1, 1, -1, 1, -1, -1, 1, 1, -1, -1]","[-1, -1, 1, -1, 1, 1, -1, -1, -1, -1, 1, -1, 1]","[-1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",11,-11,11,-9,1,-5,-9,3,1,-11,1,-3,-3,7
188,carrot,llava_7b_standard,"[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[-1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, 1, -1, 1, 1, -1]","[-1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]","[1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, 1, 1, -1, 1, -1]",14,-12,12,-4,-10,-16,-16,14,4,-12,-14,-14,-14,0
428,carrot,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,cat,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,cat,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[1, 1, -1, 1, -1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1, -1, -1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, -1]",19,19,19,19,-17,3,19,-7,19,-15,-19,-19,15,11
378,cat,llama31_8b_standard,[1],[-1],[1],[1],[-1],[-1],[1],[-1],[1],[1],[-1],[-1],[1],[1],1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1
218,cat,llava_7b_standard,"[-1, -1, -1, -1, 1, 1, 1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[-1, 1, -1, -1, -1, -1, 1, -1, 1, 1]","[1, -1, 1, 1, 1, 1, -1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, -1, 1, 1, -1, 1, 1, 1]","[-1, -1, 1, 1, 1, -1, 1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, -1, -1, -1, -1, -1, 1, 1]",-4,8,-2,4,-10,6,0,-8,8,-10,-10,-10,-8,-4
298,cat,qwen25_1b_standard,"[-1, 1]","[-1, -1]","[1, 1]","[-1, -1]","[1, 1]","[1, 1]","[1, 1]","[-1, -1]","[1, 1]","[-1, -1]","[1, 1]","[-1, -1]","[-1, -1]","[-1, -1]",0,-2,2,-2,2,2,2,-2,2,-2,2,-2,-2,-2
458,cat,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,cell phone,llama31_8b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,cell phone,qwen25_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]","[1, -1, -1, -1, -1, 1, -1, -1, 1, 1, 1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, 1, 1, -1, 1, 1, 1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1, 1, -1]","[1, 1, -1, -1, 1, 1, -1, 1, 1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1]",-11,-1,13,-13,1,-9,-13,13,5,3,-13,-11,11,9
10,cell phone,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,cell phone,qwen25_1b_standard,"[-1, -1, -1, -1]","[1, -1, 1, 1]","[1, -1, -1, 1]","[-1, 1, -1, -1]","[1, 1, 1, 1]","[-1, 1, 1, -1]","[-1, 1, 1, -1]","[1, -1, -1, 1]","[1, 1, 1, -1]","[-1, 1, -1, 1]","[-1, -1, -1, -1]","[1, 1, 1, 1]","[-1, -1, -1, 1]","[1, -1, -1, 1]",-4,2,0,-2,4,0,0,0,2,0,-4,4,-2,0
410,cell phone,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,cell phone,llava_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, 1]","[1, 1, 1, -1, 1, 1, -1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, 1, -1, -1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, -1, 1, 1, -1, 1]","[1, -1, 1, -1, 1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, -1, -1, -1, 1, -1, -1]","[1, 1, 1, 1, -1, -1, -1, 1, 1, -1]",-10,-6,4,-10,-4,-10,-10,10,6,-4,-10,-6,-6,2
364,chair,llama31_8b_standard,"[-1, -1, -1]","[1, 1, 1]","[-1, -1, -1]","[1, -1, 1]","[1, 1, -1]","[1, -1, 1]","[-1, -1, 1]","[1, 1, 1]","[1, 1, -1]","[-1, -1, 1]","[-1, -1, -1]","[1, -1, 1]","[-1, -1, -1]","[-1, -1, -1]",-3,3,-3,1,1,1,-1,3,1,-1,-3,1,-3,-3
124,chair,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1]","[1, 1, -1, -1, -1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, 1]",20,20,20,-8,20,-16,-20,20,20,-18,-20,-20,-12,2
444,chair,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,chair,llava_7b_standard,"[-1, -1, -1, -1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[-1, -1, -1, -1]","[1, 1, 1, 1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1, 1, 1, 1]","[-1, 1, 1, 1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, 1, -1, -1]",-4,4,4,-4,4,-4,-4,4,2,-4,-4,-4,-4,-2
44,chair,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,chair,qwen25_1b_standard,"[-1, -1, -1, -1]","[1, 1, 1, 1]","[-1, -1, -1, -1]","[-1, 1, 1, 1]","[1, 1, 1, 1]","[-1, 1, 1, -1]","[-1, 1, 1, -1]","[1, 1, 1, 1]","[-1, -1, -1, -1]","[-1, 1, 1, 1]","[-1, -1, -1, -1]","[1, 1, -1, 1]","[-1, -1, -1, -1]","[1, -1, -1, 1]",-4,4,-4,2,4,0,0,4,-4,2,-4,2,-4,0
324,clock,llama31_8b_standard,"[-1, -1, -1]","[1, 1, 1]","[1, 1, 1]","[-1, -1, -1]","[1, 1, 1]","[1, -1, -1]","[-1, -1, -1]","[1, 1, 1]","[1, 1, 1]","[-1, -1, -1]","[-1, -1, -1]","[1, 1, 1]","[-1, -1, -1]","[-1, 1, 1]",-3,3,3,-3,3,-1,-3,3,3,-3,-3,3,-3,1
244,clock,qwen25_1b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, -1, -1, 1, -1, -1]","[1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, -1, -1, 1, -1, -1, 1, 1, 1, 1, -1, 1, 1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, -1, 1]","[-1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1]","[1, -1, 1, 1, -1, 1, -1, 1, -1, -1, -1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, 1, 1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1, -1]",-14,14,-2,-10,14,2,-2,6,4,-2,-12,4,-14,-4
84,clock,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, 1, 1, -1, -1, 1, -1, 1, -1, 1, 1, -1, 1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1, 1]",17,17,17,-17,17,-1,-17,17,17,-15,-17,-17,-13,-3
4,clock,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,clock,llava_7b_standard,"[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, 1, -1, 1, 1, -1, 1]","[1, -1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, 1, -1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1, 1, 1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, 1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",-9,3,7,-9,5,-9,-9,9,5,-9,-9,-9,-5,9
404,clock,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,couch,llava_7b_standard,"[-1, -1, 1, 1, -1, -1, -1, -1, -1, 1]","[1, 1, 1, -1, -1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, -1, 1, 1, -1]","[-1, 1, 1, -1, -1, 1, 1, -1, -1, 1]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, 1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[-1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, 1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, -1, 1, -1, -1, -1, 1, -1]",-4,6,6,0,8,-6,-8,8,6,-10,-10,-6,-10,-4
257,couch,qwen25_1b_standard,"[-1, -1, -1, -1, -1]","[1, 1, 1, 1, -1]","[-1, -1, -1, -1, 1]","[1, 1, 1, 1, -1]","[1, 1, 1, 1, 1]","[-1, -1, 1, 1, 1]","[1, -1, 1, 1, 1]","[-1, 1, -1, -1, 1]","[1, -1, 1, 1, -1]","[1, 1, -1, -1, -1]","[-1, -1, 1, -1, 1]","[1, 1, -1, 1, -1]","[-1, -1, -1, -1, -1]","[-1, 1, -1, -1, -1]",-5,3,-3,3,5,1,3,-1,1,-1,-1,1,-5,-3
417,couch,llama_30b_standard,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,couch,phi3mini_4k_instruct_q4,[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,couch,llama31_8b_standard,"[-1, -1]","[1, 1]","[-1, 1]","[1, -1]","[-1, 1]","[-1, -1]","[-1, -1]","[1, 1]","[1, 1]","[-1, -1]","[-1, -1]","[-1, -1]","[1, -1]","[1, 1]",-2,2,0,0,0,-2,-2,2,2,-2,-2,-2,0,2
97,couch,qwen25_7b_standard,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]",20,20,20,20,20,20,-20,20,20,-16,-20,-20,-16,-16
