model,concept,domain,ctx_true_mean,ctx_true_std,runs
llama3.1:8b,tennis racket,function,1.0,0.0,2
llama3.1:8b,tennis racket,location,0.5,0.7071067811865476,2
llama3.1:8b,tennis racket,material,1.0,0.0,2
llama3.1:8b,tennis racket,pattern,0.5,0.7071067811865476,2
llama3.1:8b,tennis racket,scenario,0.0,0.0,2
llama3.1:8b,tennis racket,shape,1.0,0.0,2
llama3.1:8b,tennis racket,size,0.5,0.7071067811865476,2
llama3.1:8b,tennis racket,temperature,0.0,0.0,2
llama3.1:8b,tennis racket,texture,0.5,0.7071067811865476,2
llama3.1:8b,tennis racket,value,0.0,0.0,2
llama3.1:8b,tennis racket,weight,0.5,0.7071067811865476,2
llama3.1:8b,toaster,colour,0.0,,1
llama3.1:8b,toaster,context,1.0,,1
llama3.1:8b,toaster,disposition,0.0,,1
llama3.1:8b,toaster,function,1.0,,1
llama3.1:8b,toaster,location,1.0,,1
llama3.1:8b,toaster,material,1.0,,1
llama3.1:8b,toaster,pattern,0.0,,1
llama3.1:8b,toaster,scenario,0.0,,1
llama3.1:8b,toaster,shape,1.0,,1
llama3.1:8b,toaster,size,0.0,,1
llama3.1:8b,toaster,temperature,1.0,,1
llama3.1:8b,toaster,texture,0.0,,1
llama3.1:8b,toaster,value,0.0,,1
llama3.1:8b,toaster,weight,0.0,,1
llama3.1:8b,toilet,colour,0.0,0.0,2
llama3.1:8b,toilet,context,1.0,0.0,2
llama3.1:8b,toilet,disposition,0.0,0.0,2
llama3.1:8b,toilet,function,1.0,0.0,2
llama3.1:8b,toilet,location,1.0,0.0,2
llama3.1:8b,toilet,material,1.0,0.0,2
llama3.1:8b,toilet,pattern,0.0,0.0,2
llama3.1:8b,toilet,scenario,0.0,0.0,2
llama3.1:8b,toilet,shape,1.0,0.0,2
llama3.1:8b,toilet,size,1.0,0.0,2
llama3.1:8b,toilet,temperature,0.0,0.0,2
llama3.1:8b,toilet,texture,0.0,0.0,2
llama3.1:8b,toilet,value,0.5,0.7071067811865476,2
llama3.1:8b,toilet,weight,0.0,0.0,2
llama3.1:8b,toothbrush,colour,0.0,0.0,5
llama3.1:8b,toothbrush,context,0.6,0.5477225575051662,5
llama3.1:8b,toothbrush,disposition,0.0,0.0,5
llama3.1:8b,toothbrush,function,1.0,0.0,5
llama3.1:8b,toothbrush,location,0.6,0.5477225575051662,5
llama3.1:8b,toothbrush,material,1.0,0.0,5
llama3.1:8b,toothbrush,pattern,0.0,0.0,5
llama3.1:8b,toothbrush,scenario,0.0,0.0,5
llama3.1:8b,toothbrush,shape,1.0,0.0,5
llama3.1:8b,toothbrush,size,1.0,0.0,5
llama3.1:8b,toothbrush,temperature,0.0,0.0,5
llama3.1:8b,toothbrush,texture,0.8,0.4472135954999579,5
llama3.1:8b,toothbrush,value,0.0,0.0,5
llama3.1:8b,toothbrush,weight,0.0,0.0,5
llama3.1:8b,train,colour,0.0,0.0,3
llama3.1:8b,train,context,0.6666666666666666,0.5773502691896258,3
llama3.1:8b,train,disposition,0.3333333333333333,0.5773502691896258,3
llama3.1:8b,train,function,1.0,0.0,3
llama3.1:8b,train,location,1.0,0.0,3
llama3.1:8b,train,material,1.0,0.0,3
llama3.1:8b,train,pattern,0.6666666666666666,0.5773502691896258,3
llama3.1:8b,train,scenario,0.3333333333333333,0.5773502691896258,3
llama3.1:8b,train,shape,1.0,0.0,3
llama3.1:8b,train,size,1.0,0.0,3
llama3.1:8b,train,temperature,0.0,0.0,3
llama3.1:8b,train,texture,0.0,0.0,3
llama3.1:8b,train,value,0.0,0.0,3
llama3.1:8b,train,weight,0.6666666666666666,0.5773502691896258,3
llama3.1:8b,truck,colour,0.0,0.0,3
llama3.1:8b,truck,context,1.0,0.0,3
llama3.1:8b,truck,disposition,0.0,0.0,3
llama3.1:8b,truck,function,1.0,0.0,3
llama3.1:8b,truck,location,1.0,0.0,3
llama3.1:8b,truck,material,1.0,0.0,3
llama3.1:8b,truck,pattern,0.0,0.0,3
llama3.1:8b,truck,scenario,0.0,0.0,3
llama3.1:8b,truck,shape,1.0,0.0,3
llama3.1:8b,truck,size,1.0,0.0,3
llama3.1:8b,truck,temperature,0.0,0.0,3
llama3.1:8b,truck,texture,0.0,0.0,3
llama3.1:8b,truck,value,0.3333333333333333,0.5773502691896258,3
llama3.1:8b,truck,weight,1.0,0.0,3
llama3.1:8b,umbrella,colour,0.0,0.0,3
llama3.1:8b,umbrella,context,0.0,0.0,3
llama3.1:8b,umbrella,disposition,0.0,0.0,3
llama3.1:8b,umbrella,function,1.0,0.0,3
llama3.1:8b,umbrella,location,0.6666666666666666,0.5773502691896258,3
llama3.1:8b,umbrella,material,1.0,0.0,3
llama3.1:8b,umbrella,pattern,0.6666666666666666,0.5773502691896258,3
llama3.1:8b,umbrella,scenario,0.0,0.0,3
llama3.1:8b,umbrella,shape,1.0,0.0,3
llama3.1:8b,umbrella,size,0.6666666666666666,0.5773502691896258,3
llama3.1:8b,umbrella,temperature,0.0,0.0,3
llama3.1:8b,umbrella,texture,0.3333333333333333,0.5773502691896258,3
llama3.1:8b,umbrella,value,0.6666666666666666,0.5773502691896258,3
llama3.1:8b,umbrella,weight,1.0,0.0,3
llama3.1:8b,wine glass,colour,0.0,0.0,3
llama3.1:8b,wine glass,context,0.6666666666666666,0.5773502691896258,3
llama3.1:8b,wine glass,disposition,0.0,0.0,3
llama3.1:8b,wine glass,function,1.0,0.0,3
llama3.1:8b,wine glass,location,0.3333333333333333,0.5773502691896258,3
llama3.1:8b,wine glass,material,1.0,0.0,3
llama3.1:8b,wine glass,pattern,0.3333333333333333,0.5773502691896258,3
llama3.1:8b,wine glass,scenario,0.0,0.0,3
llama3.1:8b,wine glass,shape,1.0,0.0,3
llama3.1:8b,wine glass,size,1.0,0.0,3
llama3.1:8b,wine glass,temperature,0.0,0.0,3
llama3.1:8b,wine glass,texture,0.6666666666666666,0.5773502691896258,3
llama3.1:8b,wine glass,value,0.3333333333333333,0.5773502691896258,3
llama3.1:8b,wine glass,weight,0.0,0.0,3
llava:7b,TV,colour,0.1111111111111111,0.33333333333333337,9
llava:7b,TV,context,0.8888888888888888,0.3333333333333333,9
llava:7b,TV,disposition,0.0,0.0,9
llava:7b,TV,function,1.0,0.0,9
llava:7b,TV,location,0.8888888888888888,0.3333333333333333,9
llava:7b,TV,material,0.4444444444444444,0.5270462766947299,9
llava:7b,TV,pattern,0.0,0.0,9
llava:7b,TV,scenario,0.1111111111111111,0.3333333333333333,9
llava:7b,TV,shape,0.4444444444444444,0.5270462766947299,9
llava:7b,TV,size,1.0,0.0,9
llava:7b,TV,temperature,0.0,0.0,9
llava:7b,TV,texture,0.0,0.0,9
llava:7b,TV,value,0.0,0.0,9
llava:7b,TV,weight,0.2222222222222222,0.44095855184409843,9
llava:7b,airplane,colour,0.0,0.0,7
llava:7b,airplane,context,0.5714285714285714,0.5345224838248488,7
llava:7b,airplane,disposition,0.0,0.0,7
llava:7b,airplane,function,1.0,0.0,7
llava:7b,airplane,location,0.5714285714285714,0.5345224838248488,7
llava:7b,airplane,material,0.7142857142857143,0.4879500364742666,7
llava:7b,airplane,pattern,0.0,0.0,7
llava:7b,airplane,scenario,0.0,0.0,7
llava:7b,airplane,shape,0.8571428571428571,0.37796447300922725,7
llava:7b,airplane,size,1.0,0.0,7
llava:7b,airplane,temperature,0.0,0.0,7
llava:7b,airplane,texture,0.0,0.0,7
llava:7b,airplane,value,0.0,0.0,7
llava:7b,airplane,weight,1.0,0.0,7
llava:7b,apple,colour,1.0,0.0,6
llava:7b,apple,context,0.8333333333333334,0.408248290463863,6
llava:7b,apple,disposition,0.0,0.0,6
llava:7b,apple,function,0.16666666666666666,0.408248290463863,6
llava:7b,apple,location,1.0,0.0,6
llava:7b,apple,material,0.16666666666666666,0.408248290463863,6
llava:7b,apple,pattern,0.0,0.0,6
llava:7b,apple,scenario,0.0,0.0,6
llava:7b,apple,shape,0.0,0.0,6
llava:7b,apple,size,0.6666666666666666,0.5163977794943222,6
llava:7b,apple,temperature,0.0,0.0,6
llava:7b,apple,texture,0.5,0.5477225575051661,6
llava:7b,apple,value,0.16666666666666666,0.408248290463863,6
llava:7b,apple,weight,0.3333333333333333,0.5163977794943223,6
llava:7b,backpack,colour,0.2857142857142857,0.4688072309384954,14
llava:7b,backpack,context,0.35714285714285715,0.4972451580988469,14
llava:7b,backpack,disposition,0.0,0.0,14
llava:7b,backpack,function,1.0,0.0,14
llava:7b,backpack,location,0.8571428571428571,0.36313651960128146,14
llava:7b,backpack,material,1.0,0.0,14
llava:7b,backpack,pattern,0.14285714285714285,0.3631365196012814,14
llava:7b,backpack,scenario,0.0,0.0,14
llava:7b,backpack,shape,0.7857142857142857,0.42581531362632014,14
llava:7b,backpack,size,1.0,0.0,14
llava:7b,backpack,temperature,0.0,0.0,14
llava:7b,backpack,texture,0.07142857142857142,0.2672612419124244,14
llava:7b,backpack,value,0.21428571428571427,0.42581531362632,14
llava:7b,backpack,weight,1.0,0.0,14
llava:7b,banana,colour,0.15384615384615385,0.37553380809940534,13
llava:7b,banana,context,0.38461538461538464,0.5063696835418333,13
llava:7b,banana,disposition,0.0,0.0,13
llava:7b,banana,function,0.9230769230769231,0.2773500981126145,13
llava:7b,banana,location,0.23076923076923078,0.4385290096535146,13
llava:7b,banana,material,0.0,0.0,13
llava:7b,banana,pattern,0.0,0.0,13
llava:7b,banana,scenario,0.07692307692307693,0.2773500981126146,13
llava:7b,banana,shape,0.9230769230769231,0.2773500981126145,13
llava:7b,banana,size,0.6153846153846154,0.5063696835418333,13
llava:7b,banana,temperature,0.0,0.0,13
llava:7b,banana,texture,0.6923076923076923,0.4803844614152614,13
llava:7b,banana,value,0.07692307692307693,0.2773500981126145,13
llava:7b,banana,weight,0.15384615384615385,0.37553380809940534,13
llava:7b,baseball bat,colour,0.0,0.0,5
llava:7b,baseball bat,context,0.6,0.5477225575051661,5
llava:7b,baseball bat,disposition,0.0,0.0,5
llava:7b,baseball bat,function,1.0,0.0,5
llava:7b,baseball bat,location,0.4,0.5477225575051661,5
llava:7b,baseball bat,material,1.0,0.0,5
llava:7b,baseball bat,pattern,0.0,0.0,5
llava:7b,baseball bat,scenario,0.0,0.0,5
llava:7b,baseball bat,shape,1.0,0.0,5
llava:7b,baseball bat,size,1.0,0.0,5
llava:7b,baseball bat,temperature,0.0,0.0,5
llava:7b,baseball bat,texture,0.0,0.0,5
llava:7b,baseball bat,value,0.0,0.0,5
llava:7b,baseball bat,weight,1.0,0.0,5
llava:7b,baseball glove,colour,0.0,0.0,8
llava:7b,baseball glove,context,0.5,0.5345224838248488,8
llava:7b,baseball glove,disposition,0.0,0.0,8
llava:7b,baseball glove,function,1.0,0.0,8
llava:7b,baseball glove,location,0.375,0.5175491695067657,8
llava:7b,baseball glove,material,0.875,0.3535533905932738,8
llava:7b,baseball glove,pattern,0.0,0.0,8
llava:7b,baseball glove,scenario,0.0,0.0,8
llava:7b,baseball glove,shape,0.875,0.3535533905932738,8
llava:7b,baseball glove,size,0.875,0.3535533905932738,8
llava:7b,baseball glove,temperature,0.0,0.0,8
llava:7b,baseball glove,texture,0.125,0.3535533905932738,8
llava:7b,baseball glove,value,0.125,0.3535533905932738,8
llava:7b,baseball glove,weight,0.25,0.46291004988627577,8
llava:7b,bear,colour,0.2222222222222222,0.4409585518440985,9
llava:7b,bear,context,0.5555555555555556,0.5270462766947299,9
llava:7b,bear,disposition,0.3333333333333333,0.5,9
llava:7b,bear,function,0.8888888888888888,0.3333333333333333,9
llava:7b,bear,location,0.4444444444444444,0.5270462766947299,9
llava:7b,bear,material,0.1111111111111111,0.33333333333333337,9
llava:7b,bear,pattern,0.4444444444444444,0.5270462766947299,9
llava:7b,bear,scenario,0.2222222222222222,0.44095855184409843,9
llava:7b,bear,shape,0.5555555555555556,0.5270462766947299,9
llava:7b,bear,size,0.7777777777777778,0.44095855184409843,9
llava:7b,bear,temperature,0.2222222222222222,0.4409585518440985,9
llava:7b,bear,texture,0.4444444444444444,0.5270462766947299,9
llava:7b,bear,value,0.0,0.0,9
llava:7b,bear,weight,0.1111111111111111,0.33333333333333337,9
llava:7b,bed,colour,0.0,0.0,16
llava:7b,bed,context,0.4375,0.51234753829798,16
llava:7b,bed,disposition,0.0,0.0,16
llava:7b,bed,function,1.0,0.0,16
llava:7b,bed,location,1.0,0.0,16
llava:7b,bed,material,0.75,0.44721359549995787,16
llava:7b,bed,pattern,0.0625,0.24999999999999997,16
llava:7b,bed,scenario,0.0,0.0,16
llava:7b,bed,shape,0.75,0.44721359549995787,16
llava:7b,bed,size,0.9375,0.25,16
llava:7b,bed,temperature,0.0,0.0,16
llava:7b,bed,texture,0.0,0.0,16
llava:7b,bed,value,0.0,0.0,16
llava:7b,bed,weight,0.0,0.0,16
llava:7b,bench,colour,0.0,0.0,3
llava:7b,bench,context,1.0,0.0,3
llava:7b,bench,disposition,0.0,0.0,3
llava:7b,bench,function,1.0,0.0,3
llava:7b,bench,location,1.0,0.0,3
llava:7b,bench,material,1.0,0.0,3
llava:7b,bench,pattern,0.0,0.0,3
llava:7b,bench,scenario,0.0,0.0,3
llava:7b,bench,shape,0.6666666666666666,0.5773502691896258,3
llava:7b,bench,size,0.6666666666666666,0.5773502691896258,3
llava:7b,bench,temperature,0.0,0.0,3
llava:7b,bench,texture,0.0,0.0,3
llava:7b,bench,value,0.0,0.0,3
llava:7b,bench,weight,0.0,0.0,3
llava:7b,bicycle,colour,0.0,0.0,8
llava:7b,bicycle,context,0.375,0.5175491695067657,8
llava:7b,bicycle,disposition,0.0,0.0,8
llava:7b,bicycle,function,1.0,0.0,8
llava:7b,bicycle,location,0.625,0.5175491695067657,8
llava:7b,bicycle,material,1.0,0.0,8
llava:7b,bicycle,pattern,0.0,0.0,8
llava:7b,bicycle,scenario,0.0,0.0,8
llava:7b,bicycle,shape,0.875,0.3535533905932738,8
llava:7b,bicycle,size,0.875,0.3535533905932738,8
llava:7b,bicycle,temperature,0.0,0.0,8
llava:7b,bicycle,texture,0.0,0.0,8
llava:7b,bicycle,value,0.0,0.0,8
llava:7b,bicycle,weight,0.75,0.4629100498862757,8
llava:7b,bird,colour,0.09090909090909091,0.30151134457776363,11
llava:7b,bird,context,0.2727272727272727,0.4670993664969138,11
llava:7b,bird,disposition,0.09090909090909091,0.30151134457776363,11
llava:7b,bird,function,1.0,0.0,11
llava:7b,bird,location,0.5454545454545454,0.5222329678670935,11
llava:7b,bird,material,0.0,0.0,11
llava:7b,bird,pattern,0.09090909090909091,0.30151134457776363,11
llava:7b,bird,scenario,0.0,0.0,11
llava:7b,bird,shape,0.45454545454545453,0.5222329678670935,11
llava:7b,bird,size,0.6363636363636364,0.504524979109513,11
llava:7b,bird,temperature,0.18181818181818182,0.4045199174779453,11
llava:7b,bird,texture,0.0,0.0,11
llava:7b,bird,value,0.0,0.0,11
llava:7b,bird,weight,0.09090909090909091,0.30151134457776363,11
llava:7b,boat,colour,0.0,0.0,6
llava:7b,boat,context,1.0,0.0,6
llava:7b,boat,disposition,0.0,0.0,6
llava:7b,boat,function,1.0,0.0,6
llava:7b,boat,location,1.0,0.0,6
llava:7b,boat,material,0.8333333333333334,0.408248290463863,6
llava:7b,boat,pattern,0.0,0.0,6
llava:7b,boat,scenario,0.0,0.0,6
llava:7b,boat,shape,0.6666666666666666,0.5163977794943222,6
llava:7b,boat,size,1.0,0.0,6
llava:7b,boat,temperature,0.0,0.0,6
llava:7b,boat,texture,0.0,0.0,6
llava:7b,boat,value,0.16666666666666666,0.408248290463863,6
llava:7b,boat,weight,0.16666666666666666,0.408248290463863,6
llava:7b,book,colour,0.0,0.0,7
llava:7b,book,context,0.5714285714285714,0.5345224838248488,7
llava:7b,book,disposition,0.0,0.0,7
llava:7b,book,function,1.0,0.0,7
llava:7b,book,location,0.7142857142857143,0.4879500364742666,7
llava:7b,book,material,0.7142857142857143,0.48795003647426666,7
llava:7b,book,pattern,0.0,0.0,7
llava:7b,book,scenario,0.14285714285714285,0.37796447300922725,7
llava:7b,book,shape,0.0,0.0,7
llava:7b,book,size,1.0,0.0,7
llava:7b,book,temperature,0.0,0.0,7
llava:7b,book,texture,0.0,0.0,7
llava:7b,book,value,0.14285714285714285,0.37796447300922725,7
llava:7b,book,weight,0.42857142857142855,0.5345224838248488,7
llava:7b,bottle,colour,0.15384615384615385,0.3755338080994054,13
llava:7b,bottle,context,0.6153846153846154,0.5063696835418333,13
llava:7b,bottle,disposition,0.0,0.0,13
llava:7b,bottle,function,1.0,0.0,13
llava:7b,bottle,location,0.8461538461538461,0.3755338080994054,13
llava:7b,bottle,material,1.0,0.0,13
llava:7b,bottle,pattern,0.0,0.0,13
llava:7b,bottle,scenario,0.0,0.0,13
llava:7b,bottle,shape,0.9230769230769231,0.2773500981126145,13
llava:7b,bottle,size,0.9230769230769231,0.2773500981126145,13
llava:7b,bottle,temperature,0.0,0.0,13
llava:7b,bottle,texture,0.0,0.0,13
llava:7b,bottle,value,0.0,0.0,13
llava:7b,bottle,weight,0.23076923076923078,0.43852900965351466,13
llava:7b,bowl,colour,0.08333333333333333,0.28867513459481287,12
llava:7b,bowl,context,0.4166666666666667,0.5149286505444373,12
llava:7b,bowl,disposition,0.0,0.0,12
llava:7b,bowl,function,1.0,0.0,12
llava:7b,bowl,location,1.0,0.0,12
llava:7b,bowl,material,0.8333333333333334,0.3892494720807615,12
llava:7b,bowl,pattern,0.0,0.0,12
llava:7b,bowl,scenario,0.0,0.0,12
llava:7b,bowl,shape,1.0,0.0,12
llava:7b,bowl,size,0.8333333333333334,0.3892494720807615,12
llava:7b,bowl,temperature,0.0,0.0,12
llava:7b,bowl,texture,0.0,0.0,12
llava:7b,bowl,value,0.0,0.0,12
llava:7b,bowl,weight,0.08333333333333333,0.2886751345948129,12
llava:7b,broccoli,colour,0.2222222222222222,0.44095855184409843,9
llava:7b,broccoli,context,0.4444444444444444,0.5270462766947299,9
llava:7b,broccoli,disposition,0.0,0.0,9
llava:7b,broccoli,function,0.7777777777777778,0.44095855184409843,9
llava:7b,broccoli,location,0.3333333333333333,0.5,9
llava:7b,broccoli,material,0.0,0.0,9
llava:7b,broccoli,pattern,0.0,0.0,9
llava:7b,broccoli,scenario,0.0,0.0,9
llava:7b,broccoli,shape,0.7777777777777778,0.44095855184409843,9
llava:7b,broccoli,size,0.7777777777777778,0.44095855184409843,9
llava:7b,broccoli,temperature,0.1111111111111111,0.33333333333333337,9
llava:7b,broccoli,texture,0.7777777777777778,0.44095855184409843,9
llava:7b,broccoli,value,0.0,0.0,9
llava:7b,broccoli,weight,0.1111111111111111,0.33333333333333337,9
llava:7b,bus,colour,0.0,0.0,3
llava:7b,bus,context,1.0,0.0,3
llava:7b,bus,disposition,0.0,0.0,3
llava:7b,bus,function,1.0,0.0,3
llava:7b,bus,location,1.0,0.0,3
llava:7b,bus,material,0.0,0.0,3
llava:7b,bus,pattern,0.0,0.0,3
llava:7b,bus,scenario,0.3333333333333333,0.5773502691896258,3
llava:7b,bus,shape,0.0,0.0,3
llava:7b,bus,size,0.3333333333333333,0.5773502691896258,3
llava:7b,bus,temperature,0.0,0.0,3
llava:7b,bus,texture,0.0,0.0,3
llava:7b,bus,value,0.0,0.0,3
llava:7b,bus,weight,0.0,0.0,3
llava:7b,cake,colour,0.1111111111111111,0.33333333333333337,9
llava:7b,cake,context,0.2222222222222222,0.4409585518440985,9
llava:7b,cake,disposition,0.0,0.0,9
llava:7b,cake,function,0.7777777777777778,0.44095855184409843,9
llava:7b,cake,location,0.3333333333333333,0.5,9
llava:7b,cake,material,0.1111111111111111,0.33333333333333337,9
llava:7b,cake,pattern,0.0,0.0,9
llava:7b,cake,scenario,0.1111111111111111,0.33333333333333337,9
llava:7b,cake,shape,0.5555555555555556,0.5270462766947299,9
llava:7b,cake,size,0.7777777777777778,0.44095855184409843,9
llava:7b,cake,temperature,0.2222222222222222,0.4409585518440985,9
llava:7b,cake,texture,1.0,0.0,9
llava:7b,cake,value,0.0,0.0,9
llava:7b,cake,weight,0.2222222222222222,0.44095855184409843,9
llava:7b,car,colour,0.25,0.4629100498862757,8
llava:7b,car,context,0.5,0.5345224838248488,8
llava:7b,car,disposition,0.0,0.0,8
llava:7b,car,function,1.0,0.0,8
llava:7b,car,location,0.5,0.5345224838248488,8
llava:7b,car,material,0.875,0.3535533905932738,8
llava:7b,car,pattern,0.0,0.0,8
llava:7b,car,scenario,0.0,0.0,8
llava:7b,car,shape,0.75,0.4629100498862757,8
llava:7b,car,size,1.0,0.0,8
llava:7b,car,temperature,0.0,0.0,8
llava:7b,car,texture,0.0,0.0,8
llava:7b,car,value,0.75,0.4629100498862757,8
llava:7b,car,weight,0.875,0.3535533905932738,8
llava:7b,carrot,colour,0.9375,0.24999999999999997,16
llava:7b,carrot,context,0.5,0.5163977794943222,16
llava:7b,carrot,disposition,0.0,0.0,16
llava:7b,carrot,function,0.9375,0.24999999999999997,16
llava:7b,carrot,location,0.875,0.3415650255319866,16
llava:7b,carrot,material,0.1875,0.4031128874149275,16
llava:7b,carrot,pattern,0.0,0.0,16
llava:7b,carrot,scenario,0.0625,0.25,16
llava:7b,carrot,shape,0.125,0.3415650255319866,16
llava:7b,carrot,size,0.625,0.5,16
llava:7b,carrot,temperature,0.0625,0.25,16
llava:7b,carrot,texture,0.375,0.5,16
llava:7b,carrot,value,0.0625,0.25,16
llava:7b,carrot,weight,0.125,0.3415650255319866,16
llava:7b,cat,colour,0.3,0.48304589153964794,10
llava:7b,cat,context,0.3,0.48304589153964794,10
llava:7b,cat,disposition,0.5,0.5270462766947299,10
llava:7b,cat,function,0.1,0.31622776601683794,10
llava:7b,cat,location,0.4,0.5163977794943222,10
llava:7b,cat,material,0.0,0.0,10
llava:7b,cat,pattern,0.8,0.4216370213557839,10
llava:7b,cat,scenario,0.1,0.31622776601683794,10
llava:7b,cat,shape,0.9,0.31622776601683794,10
llava:7b,cat,size,0.9,0.31622776601683794,10
llava:7b,cat,temperature,0.0,0.0,10
llava:7b,cat,texture,0.7,0.48304589153964794,10
llava:7b,cat,value,0.0,0.0,10
llava:7b,cat,weight,0.0,0.0,10
llava:7b,cell phone,colour,0.0,0.0,10
llava:7b,cell phone,context,0.6,0.5163977794943222,10
llava:7b,cell phone,disposition,0.0,0.0,10
llava:7b,cell phone,function,1.0,0.0,10
llava:7b,cell phone,location,0.7,0.48304589153964794,10
llava:7b,cell phone,material,0.3,0.48304589153964794,10
llava:7b,cell phone,pattern,0.0,0.0,10
llava:7b,cell phone,scenario,0.2,0.4216370213557839,10
llava:7b,cell phone,shape,0.2,0.4216370213557839,10
llava:7b,cell phone,size,0.8,0.4216370213557839,10
llava:7b,cell phone,temperature,0.0,0.0,10
llava:7b,cell phone,texture,0.0,0.0,10
llava:7b,cell phone,value,0.2,0.4216370213557839,10
llava:7b,cell phone,weight,0.3,0.48304589153964794,10
llava:7b,chair,colour,0.0,0.0,4
llava:7b,chair,context,0.25,0.5,4
llava:7b,chair,disposition,0.0,0.0,4
llava:7b,chair,function,1.0,0.0,4
llava:7b,chair,location,1.0,0.0,4
llava:7b,chair,material,1.0,0.0,4
llava:7b,chair,pattern,0.0,0.0,4
llava:7b,chair,scenario,0.0,0.0,4
llava:7b,chair,shape,1.0,0.0,4
llava:7b,chair,size,0.75,0.5,4
llava:7b,chair,temperature,0.0,0.0,4
llava:7b,chair,texture,0.0,0.0,4
llava:7b,chair,value,0.0,0.0,4
llava:7b,chair,weight,0.0,0.0,4
llava:7b,clock,colour,0.0,0.0,9
llava:7b,clock,context,1.0,0.0,9
llava:7b,clock,disposition,0.0,0.0,9
llava:7b,clock,function,1.0,0.0,9
llava:7b,clock,location,0.8888888888888888,0.3333333333333333,9
llava:7b,clock,material,0.7777777777777778,0.44095855184409843,9
llava:7b,clock,pattern,0.0,0.0,9
llava:7b,clock,scenario,0.2222222222222222,0.44095855184409843,9
llava:7b,clock,shape,0.6666666666666666,0.5,9
llava:7b,clock,size,0.7777777777777778,0.44095855184409843,9
llava:7b,clock,temperature,0.0,0.0,9
llava:7b,clock,texture,0.0,0.0,9
llava:7b,clock,value,0.0,0.0,9
llava:7b,clock,weight,0.0,0.0,9
llava:7b,couch,colour,0.3,0.4830458915396479,10
llava:7b,couch,context,0.3,0.48304589153964794,10
llava:7b,couch,disposition,0.1,0.31622776601683794,10
llava:7b,couch,function,0.9,0.31622776601683794,10
llava:7b,couch,location,0.8,0.4216370213557839,10
llava:7b,couch,material,0.9,0.31622776601683794,10
llava:7b,couch,pattern,0.2,0.4216370213557839,10
llava:7b,couch,scenario,0.0,0.0,10
llava:7b,couch,shape,0.8,0.4216370213557839,10
llava:7b,couch,size,0.8,0.42163702135578396,10
llava:7b,couch,temperature,0.0,0.0,10
llava:7b,couch,texture,0.5,0.5270462766947299,10
llava:7b,couch,value,0.2,0.42163702135578396,10
llava:7b,couch,weight,0.0,0.0,10
llava:7b,cow,colour,0.4444444444444444,0.5270462766947299,9
llava:7b,cow,context,0.7777777777777778,0.4409585518440985,9
llava:7b,cow,disposition,0.2222222222222222,0.4409585518440985,9
llava:7b,cow,function,0.5555555555555556,0.5270462766947299,9
llava:7b,cow,location,0.5555555555555556,0.5270462766947299,9
llava:7b,cow,material,0.0,0.0,9
llava:7b,cow,pattern,0.0,0.0,9
llava:7b,cow,scenario,0.1111111111111111,0.33333333333333337,9
llava:7b,cow,shape,0.4444444444444444,0.5270462766947299,9
llava:7b,cow,size,0.7777777777777778,0.44095855184409843,9
llava:7b,cow,temperature,0.0,0.0,9
llava:7b,cow,texture,0.3333333333333333,0.5,9
llava:7b,cow,value,0.2222222222222222,0.44095855184409843,9
llava:7b,cow,weight,0.5555555555555556,0.5270462766947299,9
llava:7b,cup,colour,0.2857142857142857,0.48795003647426666,7
llava:7b,cup,context,0.5714285714285714,0.5345224838248488,7
llava:7b,cup,disposition,0.0,0.0,7
llava:7b,cup,function,1.0,0.0,7
llava:7b,cup,location,1.0,0.0,7
llava:7b,cup,material,0.8571428571428571,0.37796447300922725,7
llava:7b,cup,pattern,0.0,0.0,7
llava:7b,cup,scenario,0.14285714285714285,0.37796447300922725,7
llava:7b,cup,shape,0.7142857142857143,0.4879500364742666,7
llava:7b,cup,size,1.0,0.0,7
llava:7b,cup,temperature,0.14285714285714285,0.37796447300922725,7
llava:7b,cup,texture,0.0,0.0,7
llava:7b,cup,value,0.0,0.0,7
llava:7b,cup,weight,0.0,0.0,7
llava:7b,dining table,colour,0.0,0.0,6
llava:7b,dining table,context,0.5,0.5477225575051662,6
llava:7b,dining table,disposition,0.0,0.0,6
llava:7b,dining table,function,1.0,0.0,6
llava:7b,dining table,location,0.8333333333333334,0.408248290463863,6
llava:7b,dining table,material,0.8333333333333334,0.408248290463863,6
llava:7b,dining table,pattern,0.0,0.0,6
llava:7b,dining table,scenario,0.0,0.0,6
llava:7b,dining table,shape,0.8333333333333334,0.408248290463863,6
llava:7b,dining table,size,0.8333333333333334,0.408248290463863,6
llava:7b,dining table,temperature,0.0,0.0,6
llava:7b,dining table,texture,0.0,0.0,6
llava:7b,dining table,value,0.0,0.0,6
llava:7b,dining table,weight,0.0,0.0,6
llava:7b,dog,colour,0.25,0.5,4
llava:7b,dog,context,0.75,0.5,4
llava:7b,dog,disposition,0.25,0.5,4
llava:7b,dog,function,0.75,0.5,4
llava:7b,dog,location,0.25,0.5,4
llava:7b,dog,material,0.0,0.0,4
llava:7b,dog,pattern,0.0,0.0,4
llava:7b,dog,scenario,0.25,0.5,4
llava:7b,dog,shape,0.75,0.5,4
llava:7b,dog,size,0.5,0.5773502691896257,4
llava:7b,dog,temperature,0.0,0.0,4
llava:7b,dog,texture,0.0,0.0,4
llava:7b,dog,value,0.0,0.0,4
