model,concept,domain,dimension,measurement,avg_mean,avg_std
llama3.1:8b,sheep,size,height,inches,29.695625,3.3525372854004174
llama3.1:8b,sheep,size,height,meters,0.881578947368421,0.1215759094326913
llama3.1:8b,sheep,size,height,millimeters,650.0,174.42341990617174
llama3.1:8b,sheep,size,length,centimeters,99.125,24.958298553119896
llama3.1:8b,sheep,size,length,feet,3.7,1.0372027158102755
llama3.1:8b,sheep,size,length,inches,32.03076923076923,5.570664923714914
llama3.1:8b,sheep,size,length,meters,1.41,0.2712543960351999
llama3.1:8b,sheep,size,length,millimeters,1372.5,439.93869190101793
llama3.1:8b,sheep,size,width,centimeters,91.26,19.525540628676715
llama3.1:8b,sheep,size,width,feet,3.3575000000000004,0.8698570662985233
llama3.1:8b,sheep,size,width,inches,30.688888888888886,4.927818857548486
llama3.1:8b,sheep,size,width,meters,1.3472222222222223,0.29026976409490607
llama3.1:8b,sheep,size,width,millimeters,889.4444444444445,409.2241184057549
llama3.1:8b,sheep,temperature,temperature,celsius,17.375,8.135165705296455
llama3.1:8b,sheep,temperature,temperature,fahrenheit,44.54,4.803551317843695
llama3.1:8b,sheep,temperature,temperature,kelvin,292.8275,3.459216332000489
llama3.1:8b,sheep,value,monetary_value,US dollars,156.05,87.24087948107571
llama3.1:8b,sheep,value,monetary_value,euros,357.8365,478.30409882235296
llama3.1:8b,sheep,value,monetary_value,pounds,93.1842105263158,24.554480540624002
llama3.1:8b,sheep,weight,weight,grams,3924.5559999999996,14736.750972486367
llama3.1:8b,sheep,weight,weight,kilograms,48.2605,7.330200309605962
llama3.1:8b,sheep,weight,weight,ounces,1016.3157894736842,3749.7821574153045
llama3.1:8b,sheep,weight,weight,pounds,113.75,16.848785681685445
llama3.1:8b,sink,size,height,centimeters,58.504999999999995,7.673705959827672
llama3.1:8b,sink,size,height,feet,3.4850000000000003,0.9222541035847698
llama3.1:8b,sink,size,height,inches,28.486842105263158,6.843221343970478
llama3.1:8b,sink,size,height,meters,0.7150000000000001,0.1338695358607736
llama3.1:8b,sink,size,height,millimeters,464.25,50.868121544575274
llama3.1:8b,sink,size,length,centimeters,66.0,12.732056517228266
llama3.1:8b,sink,size,length,feet,2.8375,0.47486147564593145
llama3.1:8b,sink,size,length,inches,22.92105263157895,2.5290707444453497
llama3.1:8b,sink,size,length,meters,0.755,0.12343760409722462
llama3.1:8b,sink,size,length,millimeters,550.0,143.6043948569201
llama3.1:8b,sink,size,width,centimeters,53.663,10.78418974337213
llama3.1:8b,sink,size,width,feet,2.468421052631579,0.1376494403223371
llama3.1:8b,sink,size,width,inches,21.460526315789473,3.6836850868000983
llama3.1:8b,sink,size,width,meters,0.705,0.11459310165698644
llama3.1:8b,sink,size,width,millimeters,473.1578947368421,76.52542290557558
llama3.1:8b,sink,temperature,temperature,celsius,20.710526315789473,0.6935374193558583
llama3.1:8b,sink,temperature,temperature,fahrenheit,65.01052631578948,8.419678981531707
llama3.1:8b,sink,temperature,temperature,kelvin,293.4,1.1180339887498978
llama3.1:8b,sink,value,monetary_value,US dollars,393.245,225.42875440042317
llama3.1:8b,sink,value,monetary_value,euros,161.04749999999999,36.758783679980205
llama3.1:8b,sink,value,monetary_value,pounds,222.3245,122.88421253037562
llama3.1:8b,sink,weight,weight,grams,16925.0,10050.23566102334
llama3.1:8b,sink,weight,weight,kilograms,39.44,14.205610455768968
llama3.1:8b,sink,weight,weight,ounces,291.79200000000003,640.6077283954667
llama3.1:8b,sink,weight,weight,pounds,55.714999999999996,17.130928478232455
llama3.1:8b,skateboard,size,height,centimeters,56.045,22.471472324283795
llama3.1:8b,skateboard,size,height,feet,29.085,7.523806077693447
llama3.1:8b,skateboard,size,height,inches,32.03947368421053,1.1704200275694503
llama3.1:8b,skateboard,size,height,meters,5.025,11.22263244285263
llama3.1:8b,skateboard,size,height,millimeters,435.8333333333333,193.10352298245442
llama3.1:8b,skateboard,size,length,centimeters,79.139,11.717404912980383
llama3.1:8b,skateboard,size,length,feet,29.54375,1.9514143824685886
llama3.1:8b,skateboard,size,length,inches,31.229166666666668,2.1144852314730533
llama3.1:8b,skateboard,size,length,meters,0.91372,0.07285262412641885
llama3.1:8b,skateboard,size,length,millimeters,593.25,179.88501444270625
llama3.1:8b,skateboard,size,width,centimeters,30.857,5.059033712603935
llama3.1:8b,skateboard,size,width,feet,8.225,0.5786781670778947
llama3.1:8b,skateboard,size,width,inches,15.0775,10.943737394413972
llama3.1:8b,skateboard,size,width,meters,0.28500000000000003,0.047627944031120834
llama3.1:8b,skateboard,size,width,millimeters,306.34736842105264,54.816900966571886
llama3.1:8b,skateboard,temperature,temperature,celsius,20.685,1.668682114724072
llama3.1:8b,skateboard,temperature,temperature,fahrenheit,70.62,2.472714255524419
llama3.1:8b,skateboard,temperature,temperature,kelvin,292.6236842105263,1.5765088382115287
llama3.1:8b,skateboard,value,monetary_value,US dollars,91.0945,56.32330755043645
llama3.1:8b,skateboard,value,monetary_value,euros,132.8885,53.4553418407907
llama3.1:8b,skateboard,value,monetary_value,pounds,64.439,32.46529513836356
llama3.1:8b,skateboard,weight,weight,grams,267.335,670.4585597107949
llama3.1:8b,skateboard,weight,weight,kilograms,3.3200000000000003,0.6501821607097991
llama3.1:8b,skateboard,weight,weight,ounces,8.930555555555555,7.58867458955408
llama3.1:8b,skateboard,weight,weight,pounds,11.683333333333334,1.8144031590386445
llama3.1:8b,skis,size,height,centimeters,165.83333333333334,12.265734193032143
llama3.1:8b,skis,size,height,feet,107.7121052631579,82.87702406302881
llama3.1:8b,skis,size,height,inches,98.43333333333334,51.680981119980785
llama3.1:8b,skis,size,height,meters,1.7510000000000001,0.16880072337086208
llama3.1:8b,skis,size,height,millimeters,998.1842105263158,676.6971505967281
llama3.1:8b,skis,size,length,centimeters,165.60526315789474,11.993723992350262
llama3.1:8b,skis,size,length,feet,119.33684210526316,82.356848602262
llama3.1:8b,skis,size,length,inches,123.67894736842106,57.133445925087116
llama3.1:8b,skis,size,length,meters,1.7155,0.09133368549042108
llama3.1:8b,skis,size,length,millimeters,1376.7411764705882,590.4001937868326
llama3.1:8b,skis,size,width,centimeters,19.11578947368421,29.422860786166005
llama3.1:8b,skis,size,width,feet,5.546842105263158,3.152833034010979
llama3.1:8b,skis,size,width,inches,60.01052631578948,13.66694693764819
llama3.1:8b,skis,size,width,meters,3.09,3.4849949029638787
llama3.1:8b,skis,size,width,millimeters,127.03333333333333,41.467055196464905
llama3.1:8b,skis,temperature,temperature,celsius,-0.7166666666666667,2.9133061873370725
llama3.1:8b,skis,temperature,temperature,fahrenheit,27.25,3.258591881876523
llama3.1:8b,skis,temperature,temperature,kelvin,264.145,8.783850312692573
llama3.1:8b,skis,value,monetary_value,US dollars,397.0735,298.6470846522962
llama3.1:8b,skis,value,monetary_value,euros,137.8985,34.68543927401784
llama3.1:8b,skis,value,monetary_value,pounds,203.9985,112.51709115905341
llama3.1:8b,skis,weight,weight,grams,2290.175,947.0725431421208
llama3.1:8b,skis,weight,weight,kilograms,3.71,0.3851178903578542
llama3.1:8b,skis,weight,weight,ounces,137.21052631578948,524.6217228682616
llama3.1:8b,skis,weight,weight,pounds,6.42,2.550294100687213
llama3.1:8b,snowboard,size,height,centimeters,144.31199999999998,8.172968023661262
llama3.1:8b,snowboard,size,height,feet,65.10499999999999,29.742004232893823
llama3.1:8b,snowboard,size,height,inches,77.12222222222222,40.22259469729678
llama3.1:8b,snowboard,size,height,meters,1.47,0.08795932074125605
llama3.1:8b,snowboard,size,height,millimeters,1357.3684210526317,79.29145289956526
llama3.1:8b,snowboard,size,length,centimeters,144.05,8.568454997993026
llama3.1:8b,snowboard,size,length,feet,129.7,44.80583843535055
llama3.1:8b,snowboard,size,length,inches,155.925,3.233358202110906
llama3.1:8b,snowboard,size,length,meters,1.5,0.05848976518656024
llama3.1:8b,snowboard,size,length,millimeters,1447.25,67.85190917687851
llama3.1:8b,snowboard,size,width,centimeters,39.49473684210526,33.93353755151729
llama3.1:8b,snowboard,size,width,feet,8.41,2.1613592214647075
llama3.1:8b,snowboard,size,width,inches,46.927499999999995,11.470092403151863
llama3.1:8b,snowboard,size,width,meters,14.1625,9.390460935382636
llama3.1:8b,snowboard,size,width,millimeters,471.0,460.82932487708143
llama3.1:8b,snowboard,temperature,temperature,celsius,-0.4473684210526316,3.396954260159244
llama3.1:8b,snowboard,temperature,temperature,fahrenheit,25.580000000000002,2.3869381400049994
llama3.1:8b,snowboard,temperature,temperature,kelvin,259.65749999999997,6.493451660995408
llama3.1:8b,snowboard,value,monetary_value,US dollars,699.8925,153.05430288058926
llama3.1:8b,snowboard,value,monetary_value,euros,473.06000000000006,215.0018077035388
llama3.1:8b,snowboard,value,monetary_value,pounds,410.9985,142.8985028566927
llama3.1:8b,snowboard,weight,weight,grams,2935.0,536.3374821293419
llama3.1:8b,snowboard,weight,weight,kilograms,3.473684210526316,0.2805591743151481
llama3.1:8b,snowboard,weight,weight,ounces,5.938888888888889,1.9391140757296386
llama3.1:8b,snowboard,weight,weight,pounds,6.871428571428572,2.9543783861163835
llama3.1:8b,spoon,size,height,centimeters,21.277894736842104,3.533194303785753
llama3.1:8b,spoon,size,height,feet,0.21122807015789474,0.17829684822398906
llama3.1:8b,spoon,size,height,inches,7.555,0.4122786487444217
llama3.1:8b,spoon,size,height,meters,0.1685,0.07110222440816796
llama3.1:8b,spoon,size,height,millimeters,154.73684210526315,27.561732942741784
llama3.1:8b,spoon,size,length,centimeters,21.632631578947368,2.005273165390755
llama3.1:8b,spoon,size,length,feet,0.1799074074074074,0.10265188367949436
llama3.1:8b,spoon,size,length,inches,7.788421052631579,0.43088105032846796
llama3.1:8b,spoon,size,length,meters,0.2325,0.027886046312580213
llama3.1:8b,spoon,size,length,millimeters,180.33333333333334,23.070285980847643
llama3.1:8b,spoon,size,width,centimeters,8.385263157894736,4.475949766897465
llama3.1:8b,spoon,size,width,feet,0.12887500000000002,0.10809497225271761
llama3.1:8b,spoon,size,width,inches,0.8225,0.17731550827179277
llama3.1:8b,spoon,size,width,meters,0.05894736842105264,0.0321273052509864
llama3.1:8b,spoon,size,width,millimeters,117.6842105263158,38.44448036032531
llama3.1:8b,spoon,temperature,temperature,celsius,21.1,1.8035053587243297
llama3.1:8b,spoon,temperature,temperature,fahrenheit,71.505,1.3554859295703356
llama3.1:8b,spoon,temperature,temperature,kelvin,293.15,0.0
llama3.1:8b,spoon,value,monetary_value,US dollars,4.23,1.993129866984755
llama3.1:8b,spoon,value,monetary_value,euros,4.4155,1.815127877182849
llama3.1:8b,spoon,value,monetary_value,pounds,1.6490000000000002,0.6081109663280387
llama3.1:8b,spoon,weight,weight,grams,28.752777777777776,10.397206528427299
llama3.1:8b,spoon,weight,weight,kilograms,0.21525,0.049827993611708074
llama3.1:8b,spoon,weight,weight,ounces,2.3075,0.3756660751252367
llama3.1:8b,spoon,weight,weight,pounds,1.8575,0.9818450676364907
llama3.1:8b,sports ball,size,height,centimeters,21.607222222222223,4.68211591880468
llama3.1:8b,sports ball,size,height,feet,4.404444444444445,3.360772359097415
llama3.1:8b,sports ball,size,height,inches,8.761052631578949,5.526466517019956
llama3.1:8b,sports ball,size,height,meters,8.667947368421054,10.679479161632495
llama3.1:8b,sports ball,size,height,millimeters,181.83933333333334,84.16096774860038
llama3.1:8b,sports ball,size,length,centimeters,21.99473684210526,1.1174741777829567
llama3.1:8b,sports ball,size,length,feet,4.302395,3.7391537438971403
llama3.1:8b,sports ball,size,length,inches,7.058249999999999,2.2767054191944713
llama3.1:8b,sports ball,size,length,meters,1.437,4.982534372965006
llama3.1:8b,sports ball,size,length,millimeters,282.71875,195.56908146483684
llama3.1:8b,sports ball,size,width,centimeters,20.336000000000002,4.065781986026148
llama3.1:8b,sports ball,size,width,feet,2.6143098163397447,4.033015962970544
llama3.1:8b,sports ball,size,width,inches,10.608,7.78629132717104
llama3.1:8b,sports ball,size,width,meters,1.3602631578947368,4.998279546694101
llama3.1:8b,sports ball,size,width,millimeters,165.90625,61.271657708383685
llama3.1:8b,sports ball,temperature,temperature,celsius,20.7,2.6830745216800986
llama3.1:8b,sports ball,temperature,temperature,fahrenheit,68.84117647058824,6.611832085693932
llama3.1:8b,sports ball,temperature,temperature,kelvin,292.9470588235294,2.2046449960988173
llama3.1:8b,sports ball,value,monetary_value,US dollars,23.586000000000002,18.484817212199342
llama3.1:8b,sports ball,value,monetary_value,euros,23.108,18.422195023223598
llama3.1:8b,sports ball,value,monetary_value,pounds,3.745,1.2266363936005091
llama3.1:8b,sports ball,weight,weight,grams,397.7210526315789,82.71645395195544
llama3.1:8b,sports ball,weight,weight,kilograms,0.44750000000000006,0.011180339887498947
llama3.1:8b,sports ball,weight,weight,ounces,7.1825,4.551236818596387
llama3.1:8b,sports ball,weight,weight,pounds,12.365263157894736,4.803834542923962
llama3.1:8b,stop sign,size,height,centimeters,98.35,12.001206079741362
llama3.1:8b,stop sign,size,height,feet,3.6375,0.3390679950439999
llama3.1:8b,stop sign,size,height,inches,31.3,5.150434319958903
llama3.1:8b,stop sign,size,height,meters,1.095,0.14680814547887777
llama3.1:8b,stop sign,size,height,millimeters,571.25,76.32815235616057
llama3.1:8b,stop sign,size,length,centimeters,98.05,17.328027190531227
llama3.1:8b,stop sign,size,length,feet,3.425,0.8626001086067757
llama3.1:8b,stop sign,size,length,inches,29.14375,5.237653872880993
llama3.1:8b,stop sign,size,length,meters,1.1075,0.22610838109190032
llama3.1:8b,stop sign,size,length,millimeters,565.1,96.08488571652619
llama3.1:8b,stop sign,size,width,centimeters,94.05,4.989198859852942
llama3.1:8b,stop sign,size,width,feet,3.45,0.35909242322980395
llama3.1:8b,stop sign,size,width,inches,24.6,1.8467610337532772
llama3.1:8b,stop sign,size,width,meters,0.9842105263157894,0.18637822325921863
llama3.1:8b,stop sign,size,width,millimeters,548.75,107.87267104273785
llama3.1:8b,stop sign,temperature,temperature,celsius,20.13888888888889,1.5605952442385143
llama3.1:8b,stop sign,temperature,temperature,fahrenheit,64.03125,8.579954836710971
llama3.1:8b,stop sign,temperature,temperature,kelvin,291.50312499999995,7.698776282630888
llama3.1:8b,stop sign,value,monetary_value,US dollars,295.675,1108.4829637486778
llama3.1:8b,stop sign,value,monetary_value,euros,30.0,18.027756377319946
llama3.1:8b,stop sign,value,monetary_value,pounds,20.0,
llama3.1:8b,stop sign,weight,weight,grams,2504.34,7862.523675901095
llama3.1:8b,stop sign,weight,weight,kilograms,10.447,3.9367594207472347
llama3.1:8b,stop sign,weight,weight,ounces,6.3025,5.794359212562726
llama3.1:8b,stop sign,weight,weight,pounds,19.436842105263157,10.038991235639156
llama3.1:8b,suitcase,size,height,centimeters,51.944,7.773069839956547
llama3.1:8b,suitcase,size,height,feet,3.575,6.22447419043315
llama3.1:8b,suitcase,size,height,inches,23.4,2.036508880671192
llama3.1:8b,suitcase,size,height,meters,0.5447368421052632,0.05501196042201807
llama3.1:8b,suitcase,size,height,millimeters,570.5263157894736,160.64016670152807
llama3.1:8b,suitcase,size,length,centimeters,55.09400000000001,0.28998003561043945
llama3.1:8b,suitcase,size,length,feet,11.543000000000001,12.882061415619377
llama3.1:8b,suitcase,size,length,inches,24.425,1.8444440040864696
llama3.1:8b,suitcase,size,length,meters,0.6,0.07947194142390261
llama3.1:8b,suitcase,size,length,millimeters,575.0,120.85223687584248
llama3.1:8b,suitcase,size,width,centimeters,51.4,7.277579123220636
llama3.1:8b,suitcase,size,width,feet,6.725,9.410904928801871
llama3.1:8b,suitcase,size,width,inches,23.125,1.604885632914957
llama3.1:8b,suitcase,size,width,meters,0.553,0.07519098490195691
llama3.1:8b,suitcase,size,width,millimeters,479.5,125.29859074269457
llama3.1:8b,suitcase,temperature,temperature,celsius,21.07894736842105,0.9755790003710154
llama3.1:8b,suitcase,temperature,temperature,fahrenheit,69.05,2.9995613714429368
llama3.1:8b,suitcase,temperature,temperature,kelvin,294.3052631578947,2.095954750415536
llama3.1:8b,suitcase,value,monetary_value,US dollars,109.07449999999999,74.3320427806701
llama3.1:8b,suitcase,value,monetary_value,euros,110.62449999999998,44.25115525997152
llama3.1:8b,suitcase,value,monetary_value,pounds,72.025,50.7668755971326
llama3.1:8b,suitcase,weight,weight,grams,1652.2222222222222,1531.1121988147952
llama3.1:8b,suitcase,weight,weight,kilograms,8.475,3.6893695082521973
llama3.1:8b,suitcase,weight,weight,ounces,9.495000000000001,4.137337689613302
llama3.1:8b,suitcase,weight,weight,pounds,34.68,8.51825284779381
llama3.1:8b,surfboard,size,height,centimeters,188.42105263157896,14.123722319691174
llama3.1:8b,surfboard,size,height,feet,5.5600000000000005,0.6706556101073197
llama3.1:8b,surfboard,size,height,inches,50.27777777777778,3.460798200272092
llama3.1:8b,surfboard,size,height,meters,1.9226315789473685,0.15726277037928718
llama3.1:8b,surfboard,size,height,millimeters,916.6,11.532106211972339
llama3.1:8b,surfboard,size,length,centimeters,183.94736842105263,12.536496428031976
llama3.1:8b,surfboard,size,length,feet,5.784000000000001,0.32672860136108145
llama3.1:8b,surfboard,size,length,inches,50.8625,3.9298746129723043
llama3.1:8b,surfboard,size,length,meters,1.9545000000000001,0.1784870627775228
llama3.1:8b,surfboard,size,length,millimeters,1286.15,376.4523140277426
llama3.1:8b,surfboard,size,width,centimeters,67.65,13.561846637185008
llama3.1:8b,surfboard,size,width,feet,11.99,10.046518119019618
llama3.1:8b,surfboard,size,width,inches,22.2625,0.9850026716501309
llama3.1:8b,surfboard,size,width,meters,0.859,0.11782681314003551
llama3.1:8b,surfboard,size,width,millimeters,772.75,585.791131718465
llama3.1:8b,surfboard,temperature,temperature,celsius,20.56,2.0833677190144755
llama3.1:8b,surfboard,temperature,temperature,fahrenheit,66.8,3.914883879436742
llama3.1:8b,surfboard,temperature,temperature,kelvin,295.625,2.9712437587118607
llama3.1:8b,surfboard,value,monetary_value,US dollars,919.9495000000001,198.28758342831784
llama3.1:8b,surfboard,value,monetary_value,euros,1007.5229999999999,248.87249322748215
llama3.1:8b,surfboard,value,monetary_value,pounds,822.2985000000001,149.06083856053013
llama3.1:8b,surfboard,weight,weight,grams,4274.331578947368,1861.179097613073
llama3.1:8b,surfboard,weight,weight,kilograms,6.2105263157894735,1.0999468355041855
llama3.1:8b,surfboard,weight,weight,ounces,13.665000000000001,5.843779869048349
llama3.1:8b,surfboard,weight,weight,pounds,19.188888888888886,4.545959924370972
llama3.1:8b,teddy bear,size,height,centimeters,36.657,6.696925531835287
llama3.1:8b,teddy bear,size,height,feet,1.31,0.584807660688538
llama3.1:8b,teddy bear,size,height,inches,13.216,2.2984924120868993
llama3.1:8b,teddy bear,size,height,meters,7.468500000000001,14.453833319627666
llama3.1:8b,teddy bear,size,height,millimeters,256.25,58.52349955359813
llama3.1:8b,teddy bear,size,length,centimeters,35.933,5.1110006230112175
llama3.1:8b,teddy bear,size,length,feet,1.355263157894737,0.6197882113275347
llama3.1:8b,teddy bear,size,length,inches,12.7185,1.8795863906721608
llama3.1:8b,teddy bear,size,length,meters,2.161111111111111,6.948117721317122
llama3.1:8b,teddy bear,size,length,millimeters,316.6666666666667,55.20017050272048
llama3.1:8b,teddy bear,size,width,centimeters,35.118,6.627095577209799
llama3.1:8b,teddy bear,size,width,feet,0.745,0.46789000056805974
llama3.1:8b,teddy bear,size,width,inches,10.806999999999999,1.2538492312622127
llama3.1:8b,teddy bear,size,width,meters,0.383,0.08944860329585337
llama3.1:8b,teddy bear,size,width,millimeters,236.0,41.21828924665667
llama3.1:8b,teddy bear,temperature,temperature,celsius,21.1,0.9542150259713345
llama3.1:8b,teddy bear,temperature,temperature,fahrenheit,70.9,1.7740824166460352
llama3.1:8b,teddy bear,temperature,temperature,kelvin,293.15,0.0
llama3.1:8b,teddy bear,value,monetary_value,US dollars,12.841,2.3679458119689
llama3.1:8b,teddy bear,value,monetary_value,euros,14.59,3.201973075924806
llama3.1:8b,teddy bear,value,monetary_value,pounds,11.741,3.4003109764905477
llama3.1:8b,teddy bear,weight,weight,grams,379.525,161.9479671960947
llama3.1:8b,teddy bear,weight,weight,kilograms,0.52,0.06958523739384594
llama3.1:8b,teddy bear,weight,weight,ounces,10.486,5.8916688726763295
llama3.1:8b,teddy bear,weight,weight,pounds,1.67,0.36863903325896635
llama3.1:8b,tennis racket,size,height,centimeters,60.160000000000004,16.870855592442627
llama3.1:8b,tennis racket,size,height,feet,27.4475,6.257027102218332
llama3.1:8b,tennis racket,size,height,inches,27.958333333333332,0.748773506947116
llama3.1:8b,tennis racket,size,height,meters,10.793,24.74024764799679
llama3.1:8b,tennis racket,size,height,millimeters,626.475,147.43057911401803
llama3.1:8b,tennis racket,size,length,centimeters,66.455,9.316827729832106
llama3.1:8b,tennis racket,size,length,feet,25.95,5.759774301133682
llama3.1:8b,tennis racket,size,length,inches,27.25,0.22687130324325738
llama3.1:8b,tennis racket,size,length,meters,41.373000000000005,34.03374225058049
llama3.1:8b,tennis racket,size,length,millimeters,689.7631578947369,8.912177095681805
llama3.1:8b,tennis racket,size,width,centimeters,25.821052631578947,6.352499853283345
llama3.1:8b,tennis racket,size,width,feet,2.9566833333333333,6.1713424345520576
llama3.1:8b,tennis racket,size,width,inches,24.4375,7.014024953807306
llama3.1:8b,tennis racket,size,width,meters,1.72005,6.070065814912423
llama3.1:8b,tennis racket,size,width,millimeters,376.78000000000003,206.5031785151069
llama3.1:8b,tennis racket,temperature,temperature,celsius,21.77777777777778,1.4165224840123147
llama3.1:8b,tennis racket,temperature,temperature,fahrenheit,72.9,4.459171506716889
llama3.1:8b,tennis racket,temperature,temperature,kelvin,294.36529411764707,2.1388025786846763
llama3.1:8b,tennis racket,value,monetary_value,US dollars,89.89500000000001,28.031554118810277
llama3.1:8b,tennis racket,value,monetary_value,euros,104.13,29.025632954701482
llama3.1:8b,tennis racket,value,monetary_value,pounds,90.71900000000001,28.30798286145112
llama3.1:8b,tennis racket,weight,weight,grams,341.6666666666667,6.416889479197476
llama3.1:8b,tennis racket,weight,weight,kilograms,152.41666666666666,175.00355381265499
llama3.1:8b,tennis racket,weight,weight,ounces,10.753499999999999,0.4578930580731476
llama3.1:8b,tennis racket,weight,weight,pounds,9.063157894736841,4.161758512711743
llama3.1:8b,tie,size,height,centimeters,103.02888888888889,61.681624386263564
llama3.1:8b,tie,size,height,feet,1.19,1.2911235417263525
llama3.1:8b,tie,size,height,inches,28.6875,25.74174305532389
llama3.1:8b,tie,size,height,meters,1.06875,0.5546973451683739
llama3.1:8b,tie,size,height,millimeters,157.65625,43.77697977628578
llama3.1:8b,tie,size,length,centimeters,132.666,28.86933474157402
llama3.1:8b,tie,size,length,feet,2.2649999999999997,1.2802240757814727
llama3.1:8b,tie,size,length,inches,57.65,1.0143704295872653
llama3.1:8b,tie,size,length,meters,1.3015,0.3866764593436305
llama3.1:8b,tie,size,length,millimeters,280.4375,167.50242535557507
llama3.1:8b,tie,size,width,centimeters,7.590000000000001,0.39189149948476937
llama3.1:8b,tie,size,width,feet,2.223125,1.3822790284526492
llama3.1:8b,tie,size,width,inches,2.7625,0.41734593753737126
llama3.1:8b,tie,size,width,meters,1.2805,2.3233018133228995
llama3.1:8b,tie,size,width,millimeters,99.23882352941176,34.3750581603786
llama3.1:8b,tie,temperature,temperature,celsius,21.7,0.8795932074125604
llama3.1:8b,tie,temperature,temperature,fahrenheit,68.91,1.9254254485424096
llama3.1:8b,tie,temperature,temperature,kelvin,298.4555,5.863650268704998
llama3.1:8b,tie,value,monetary_value,US dollars,16.9155,5.401028630099815
llama3.1:8b,tie,value,monetary_value,euros,14.431000000000001,4.854968046943471
llama3.1:8b,tie,value,monetary_value,pounds,16.2665,5.513310472703406
llama3.1:8b,tie,weight,weight,grams,84.245,57.24178152915561
llama3.1:8b,tie,weight,weight,kilograms,0.19125,0.13260422911410996
llama3.1:8b,tie,weight,weight,ounces,2.585,0.6523439518988027
llama3.1:8b,tie,weight,weight,pounds,1.3130000000000002,1.0102949022308705
llama3.1:8b,toaster,size,height,centimeters,23.655,3.709514793069304
llama3.1:8b,toaster,size,height,feet,1.8850000000000002,2.416886862321685
llama3.1:8b,toaster,size,height,inches,9.41578947368421,1.3060811434273036
llama3.1:8b,toaster,size,height,meters,0.33849999999999997,0.034070360633316026
llama3.1:8b,toaster,size,height,millimeters,218.25,36.35624177207365
llama3.1:8b,toaster,size,length,centimeters,26.02,2.6739680744462704
llama3.1:8b,toaster,size,length,feet,0.75125,0.28514942989320713
llama3.1:8b,toaster,size,length,inches,11.1,0.6357755313912214
llama3.1:8b,toaster,size,length,meters,0.3615,0.06158220864058573
llama3.1:8b,toaster,size,length,millimeters,333.25,69.07804510688959
llama3.1:8b,toaster,size,width,centimeters,23.755000000000003,1.6369017589400583
llama3.1:8b,toaster,size,width,feet,0.624,0.2904289024329725
llama3.1:8b,toaster,size,width,inches,9.995999999999999,1.6132034165466842
llama3.1:8b,toaster,size,width,meters,0.3065,0.048043291880728166
llama3.1:8b,toaster,size,width,millimeters,246.05263157894737,47.684697853260275
llama3.1:8b,toaster,temperature,temperature,celsius,197.0,15.252264715358447
llama3.1:8b,toaster,temperature,temperature,fahrenheit,398.5,40.78505918386754
llama3.1:8b,toaster,temperature,temperature,kelvin,355.28000000000003,35.44871907714757
llama3.1:8b,toaster,value,monetary_value,US dollars,25.094,1.6493137328821592
llama3.1:8b,toaster,value,monetary_value,euros,31.365999999999996,10.0257370906346
llama3.1:8b,toaster,value,monetary_value,pounds,23.967999999999996,3.349555508610531
llama3.1:8b,toaster,weight,weight,grams,1010.0600000000001,331.70828718841756
llama3.1:8b,toaster,weight,weight,kilograms,1.6350000000000002,0.4749238166053028
llama3.1:8b,toaster,weight,weight,ounces,2.4985,0.7120709234338951
llama3.1:8b,toaster,weight,weight,pounds,3.636111111111111,0.9032304043812369
llama3.1:8b,toilet,size,height,centimeters,85.03999999999999,12.126456505031511
llama3.1:8b,toilet,size,height,feet,8.256,6.070184597904053
llama3.1:8b,toilet,size,height,inches,35.36666666666667,18.212502246952177
llama3.1:8b,toilet,size,height,meters,1.7325,0.370019558515777
llama3.1:8b,toilet,size,height,millimeters,809.2105263157895,221.4990792424726
llama3.1:8b,toilet,size,length,centimeters,66.88222222222223,17.859590784968617
llama3.1:8b,toilet,size,length,feet,2.275,0.7390427663716869
llama3.1:8b,toilet,size,length,inches,22.763157894736842,10.896123700468275
llama3.1:8b,toilet,size,length,meters,0.7225,0.13226269713200156
llama3.1:8b,toilet,size,length,millimeters,600.35,200.96432650178437
llama3.1:8b,toilet,size,width,centimeters,46.986000000000004,5.646771224616587
llama3.1:8b,toilet,size,width,feet,1.575,0.20994986870303362
llama3.1:8b,toilet,size,width,inches,15.75,1.6393596310755005
llama3.1:8b,toilet,size,width,meters,0.5599999999999999,0.13138933706635728
llama3.1:8b,toilet,size,width,millimeters,401.3157894736842,66.51737670345076
llama3.1:8b,toilet,temperature,temperature,celsius,20.75,0.835085876453812
llama3.1:8b,toilet,temperature,temperature,fahrenheit,71.75,1.332784974957957
llama3.1:8b,toilet,temperature,temperature,kelvin,293.4,1.1180339887498967
llama3.1:8b,toilet,value,monetary_value,US dollars,338.3333333333333,292.64011224389185
llama3.1:8b,toilet,value,monetary_value,euros,374.6818181818182,457.7282093517545
llama3.1:8b,toilet,value,monetary_value,pounds,298.42105263157896,164.79829954269474
llama3.1:8b,toilet,weight,weight,grams,24882.5,23384.853819468164
llama3.1:8b,toilet,weight,weight,kilograms,54.06842105263158,34.01943974702927
llama3.1:8b,toilet,weight,weight,ounces,533.782105263158,2050.2871676577374
llama3.1:8b,toilet,weight,weight,pounds,88.25,20.601162460813764
llama3.1:8b,toothbrush,size,height,centimeters,14.847,0.40958387098178217
llama3.1:8b,toothbrush,size,height,feet,0.23995000000000002,0.14855141764456686
