model,emotion,dimension,definition_pval,std_cambridge,std_sentiwordnet,mean_cambridge,mean_sentiwordnet,significant,conf_cambridge,conf_sentiwordnet,conf_both
groq_llama-4-maverick-17b-128e-instruct,pensiveness,unpredictability,1.0,5.551115123125783e-17,5.551115123125783e-17,0.4000000000000001,0.4000000000000001,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,pensiveness,valence,0.020991504670164925,2.7755575615628914e-17,0.043301270189221926,-0.20000000000000004,-0.225,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,rage,activity,1.1771819014101438e-17,0.03570714214271425,0.0,0.885,0.8,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,rage,arousal,0.0033730505801861984,0.0,0.039999999999999994,0.9,0.8800000000000001,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,rage,dominance,0.003084325231086052,0.047696960070847325,0.46203354856546935,-0.765,-0.40499999999999997,True,True,False,False
groq_llama-4-maverick-17b-128e-instruct,rage,evaluation,0.3234749451713723,0.015612494995995995,0.0,-0.8975,-0.9,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,rage,pleasure,0.0008731939249668736,2.220446049250313e-16,0.04974937185533099,-0.8999999999999998,-0.8550000000000001,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,rage,potency,2.51618950138315e-07,0.0484122918275927,0.029999999999999995,0.8625,0.8100000000000002,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,rage,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,rage,valence,0.3298768009211349,2.220446049250313e-16,0.021794494717703363,-0.8999999999999998,-0.8949999999999999,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,remorse,activity,2.0895918818859148e-05,0.0,0.048412291827592754,0.7,0.7375,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,remorse,arousal,5.547810049097881e-27,0.021794494717703363,0.0,0.605,0.7,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,remorse,dominance,0.08281384258451017,0.07141428428542851,0.0,-0.47000000000000003,-0.5,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,remorse,evaluation,0.08316048921734136,0.0,0.02633913438213184,-0.8,-0.8074999999999999,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,remorse,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,remorse,potency,1.491611428788004e-14,0.10365206220813938,0.0,0.5025000000000001,0.7,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,remorse,unpredictability,0.1713165073470192,5.551115123125783e-17,0.07664854858377942,0.4000000000000001,0.4250000000000001,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,remorse,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,sadness,activity,0.3234749451713881,0.03122498999199198,0.0,0.40499999999999997,0.4,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,sadness,arousal,0.4025654913836908,0.030000000000000006,0.021794494717703373,0.39,0.395,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,sadness,dominance,0.1864114354584792,0.0,0.047696960070847276,-0.5,-0.515,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,sadness,evaluation,,0.0,0.0,-0.8,-0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,sadness,pleasure,0.019171875090717817,0.021794494717703387,0.04769696007084733,-0.7950000000000002,-0.7650000000000002,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,sadness,potency,2.289635283463131e-05,0.049434299833212986,0.013169567191065936,0.35750000000000004,0.39625,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,sadness,unpredictability,0.4018352088820052,0.09205976319760983,0.11389798066691084,0.555,0.5834999999999999,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,sadness,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,serenity,activity,,0.0,0.0,0.2,0.2,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,serenity,arousal,,0.0,0.0,0.2,0.2,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,serenity,dominance,1.0,2.7755575615628914e-17,2.7755575615628914e-17,0.20000000000000004,0.20000000000000004,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,serenity,evaluation,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,serenity,pleasure,0.000960554604149597,1.1102230246251565e-16,0.07262919523166979,0.8000000000000002,0.735,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,serenity,potency,0.15991096003143315,0.021794494717703363,0.0,0.205,0.2,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,serenity,unpredictability,0.002094821763962349,0.04898979485566355,2.7755575615628914e-17,0.24000000000000005,0.20000000000000004,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,serenity,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,submission,activity,3.1834901871423222e-43,0.030000000000000006,0.021794494717703363,0.39,0.205,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,submission,arousal,2.9876633425468283e-20,0.04582575694955841,0.0,0.33,0.2,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,submission,dominance,9.564184016653668e-12,0.059999999999999984,0.043588989435406726,-0.52,-0.6899999999999998,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,submission,evaluation,0.323474945171383,0.0,0.03122498999199199,-0.5,-0.495,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,submission,pleasure,0.00012788401419655985,0.04358898943540673,0.31843366656181316,-0.49000000000000005,-0.13999999999999999,True,True,False,False
groq_llama-4-maverick-17b-128e-instruct,submission,potency,0.02673180260232569,0.015612494995995992,0.03799671038392665,0.2975,0.28250000000000003,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,submission,unpredictability,3.7534490241918814e-05,5.551115123125783e-17,0.04898979485566358,0.4000000000000001,0.33999999999999997,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,submission,valence,1.3200861370862818e-17,0.0,0.029999999999999995,-0.5,-0.2899999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,surprise,activity,0.08316048921733732,0.02633913438213187,0.0,0.7925000000000001,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,surprise,arousal,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,surprise,dominance,0.04208628671050212,0.08,0.0,-0.4600000000000001,-0.5,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,surprise,evaluation,9.983420250071443e-05,0.09367496997597598,0.0,0.065,0.0,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,surprise,pleasure,1.0,2.7755575615628914e-17,2.7755575615628914e-17,0.20000000000000004,0.20000000000000004,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,surprise,potency,7.390618436886905e-33,0.0,0.015612494995996012,0.7,0.7975,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,surprise,unpredictability,1.109867397357295e-09,0.043588989435406726,1.1102230246251565e-16,0.6899999999999998,0.8000000000000002,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,surprise,valence,6.23359172525154e-08,0.04358898943540674,0.08,0.19000000000000003,0.04,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,terror,activity,0.7779377754861526,0.03799671038392665,0.039999999999999994,0.8825,0.8800000000000001,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,terror,arousal,0.012359142085014485,0.03570714214271424,0.0,0.8850000000000001,0.9,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,terror,dominance,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,terror,evaluation,,0.0,0.0,-0.9,-0.9,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,terror,pleasure,0.16254999902972672,0.029999999999999995,2.220446049250313e-16,-0.9099999999999998,-0.8999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,terror,potency,,0.0,0.0,0.9,0.9,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,terror,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,terror,valence,1.0,2.220446049250313e-16,2.220446049250313e-16,-0.8999999999999998,-0.8999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,trust,activity,4.072018461098679e-12,0.0,0.10951598056904752,0.3,0.4725,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,trust,arousal,2.9876633425467856e-20,0.04582575694955839,0.0,0.27,0.4,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,trust,dominance,0.10360315910662699,2.7755575615628914e-17,0.05099019513592785,0.20000000000000004,0.22000000000000003,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,trust,evaluation,0.345961263610722,0.048412291827592754,0.04465142774872942,0.7375,0.7275,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,trust,pleasure,0.16254999902973152,0.03000000000000003,1.1102230246251565e-16,0.7099999999999997,0.6999999999999998,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,trust,potency,,0.0,0.0,0.7,0.7,False,True,True,True
groq_llama-4-maverick-17b-128e-instruct,trust,unpredictability,4.571438028987099e-08,5.551115123125783e-17,0.040000000000000015,0.4000000000000001,0.31999999999999995,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,trust,valence,3.9182110854727547e-07,0.043301270189221974,1.1102230246251565e-16,0.775,0.6999999999999998,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,activity,3.307904985699118e-15,0.040000000000000036,0.0,0.72,0.8,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,arousal,2.653989979466478e-16,0.03799671038392669,0.021794494717703387,0.7175,0.7949999999999999,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,dominance,2.5123256838179747e-291,0.0,1.1102230246251565e-16,0.5,0.6999999999999998,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,evaluation,1.9460977396195586e-23,0.03122498999199199,0.1805373922488081,-0.495,0.1125,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,pleasure,7.843309035710352e-11,0.12359207094308275,2.7755575615628914e-17,-0.16500000000000004,0.20000000000000004,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,potency,2.3659946646190576e-07,0.0,0.050000000000000044,0.7,0.75,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,unpredictability,0.0012028481377303886,0.1260952021291849,5.551115123125783e-17,0.51,0.4000000000000001,True,True,True,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,valence,5.807718562028436e-06,0.10246950765959599,0.021794494717703367,-0.35,-0.20500000000000002,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,acceptance,activity,1.4465361399478358e-51,0.0,0.01561249499599599,0.5,0.20249999999999999,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,acceptance,arousal,0.3234749451713881,0.01561249499599599,0.0,0.20249999999999999,0.2,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,acceptance,dominance,1.3889920371598427e-15,0.09630680142129112,0.13228756555322954,0.16500000000000004,-0.35,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,acceptance,evaluation,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,acceptance,pleasure,0.024762222512061647,0.07262919523166979,0.040000000000000036,0.735,0.7800000000000001,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,acceptance,potency,0.012359142085013632,0.035707142142714254,0.0,0.31500000000000006,0.3,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,acceptance,unpredictability,0.32987680092112726,0.0,0.04358898943540673,0.5,0.49000000000000005,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,acceptance,valence,0.010162572120690633,0.04582575694955845,1.1102230246251565e-16,0.7700000000000001,0.8000000000000002,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,admiration,activity,,0.0,0.0,0.6,0.6,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,admiration,arousal,2.3659946646190576e-07,0.09999999999999998,0.0,0.5,0.6,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,admiration,dominance,5.465844575394031e-20,0.0458257569495584,2.7755575615628914e-17,-0.23000000000000004,0.20000000000000004,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,admiration,evaluation,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,admiration,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,admiration,potency,,0.0,0.0,0.6,0.6,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,admiration,unpredictability,0.3298768009211247,0.0,0.021794494717703367,0.5,0.495,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,admiration,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,activity,0.0,0.0,0.0,0.7,0.8,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,arousal,7.390618436886905e-33,0.0,0.015612494995996012,0.7,0.7975,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,dominance,0.01016257212069054,0.0,0.04582575694955839,0.5,0.53,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,evaluation,,0.0,0.0,-0.8,-0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,pleasure,8.074624172631934e-14,1.1102230246251565e-16,0.021794494717703387,-0.6999999999999998,-0.7950000000000002,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,potency,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,valence,1.0197324336468626e-05,0.047696960070847325,1.1102230246251565e-16,-0.735,-0.8000000000000002,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,amazement,activity,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,amazement,arousal,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,amazement,dominance,,0.0,0.0,-0.5,-0.5,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,amazement,evaluation,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,amazement,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,amazement,potency,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,amazement,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,amazement,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.8000000000000002,0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,anger,activity,5.29468732176135e-10,0.04769696007084732,0.015612494995996012,0.7350000000000001,0.7975,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,anger,arousal,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,anger,dominance,2.7131096953921965e-19,0.1260952021291849,0.10712142642814275,-0.41,0.24500000000000002,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,anger,evaluation,,0.0,0.0,-0.8,-0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,anger,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,anger,potency,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,anger,unpredictability,0.01016257212069054,0.045825756949558386,1.1102230246251565e-16,0.6699999999999998,0.6999999999999998,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,anger,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,annoyance,activity,0.3234749451713723,0.0,0.015612494995995995,0.6,0.5974999999999999,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,annoyance,arousal,,0.0,0.0,0.6,0.6,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,annoyance,dominance,0.002094821763962339,0.04898979485566356,0.0,-0.54,-0.5,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,annoyance,evaluation,0.023351920363456458,0.03307189138830741,0.0,-0.7875,-0.8,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,annoyance,pleasure,0.32987680092112504,0.021794494717703387,1.1102230246251565e-16,-0.7950000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,annoyance,potency,,0.0,0.0,0.6,0.6,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,annoyance,unpredictability,,0.0,0.0,0.5,0.5,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,annoyance,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,anticipation,activity,3.3179083583538553e-19,0.03307189138830737,0.0,0.6875,0.6,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,anticipation,arousal,7.390618436886377e-33,0.01561249499599599,0.0,0.6975,0.6,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,anticipation,dominance,8.905422740311542e-21,2.7755575615628914e-17,0.029999999999999992,0.20000000000000004,0.51,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,anticipation,evaluation,1.7820587130875242e-09,0.0821203385282842,0.0,0.6025,0.5,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,anticipation,pleasure,1.3366004671014445e-19,0.021794494717703363,0.0,0.6949999999999998,0.5,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,anticipation,potency,0.15991096003143096,0.0,0.021794494717703363,0.6,0.605,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,anticipation,unpredictability,,0.0,0.0,0.5,0.5,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,anticipation,valence,2.5123256838179747e-291,1.1102230246251565e-16,0.0,0.6999999999999998,0.5,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,apprehension,activity,0.3234749451713723,0.015612494995995995,0.0,0.6025,0.6,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,apprehension,arousal,0.15991096003143096,0.0,0.021794494717703367,0.6,0.605,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,apprehension,dominance,0.0026656663175474524,0.04898979485566356,0.03570714214271424,-0.54,-0.5849999999999999,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,apprehension,evaluation,1.4615046311009797e-10,0.04769696007084726,0.0272717802865893,-0.635,-0.7024999999999999,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,apprehension,pleasure,5.7897791466169807e-08,0.04582575694955839,0.04582575694955844,-0.6299999999999999,-0.7299999999999999,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,apprehension,potency,,0.0,0.0,0.6,0.6,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,apprehension,unpredictability,0.3298768009211247,0.021794494717703363,1.1102230246251565e-16,0.6949999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,apprehension,valence,5.205104791031329e-09,0.039999999999999994,0.021794494717703387,-0.6199999999999999,-0.7049999999999998,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,awe,activity,0.012359142085013378,0.0,0.03570714214271428,0.7,0.7150000000000001,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,awe,arousal,5.54781004909784e-27,0.0,0.021794494717703384,0.7,0.795,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,awe,dominance,,0.0,0.0,-0.5,-0.5,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,awe,evaluation,1.331208261324443e-28,0.0653834841531101,0.0,0.485,0.8,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,awe,pleasure,0.0,2.7755575615628914e-17,1.1102230246251565e-16,-0.20000000000000004,0.8000000000000002,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,awe,potency,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,awe,unpredictability,0.3298768009211247,1.1102230246251565e-16,0.021794494717703363,0.6999999999999998,0.6949999999999998,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,awe,valence,2.4626120502189386e-26,0.030000000000000002,1.1102230246251565e-16,0.19000000000000003,0.8000000000000002,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,boredom,activity,,0.0,0.0,0.2,0.2,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,boredom,arousal,,0.0,0.0,0.2,0.2,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,boredom,dominance,,0.0,0.0,-0.5,-0.5,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,boredom,evaluation,1.2830116310053315e-20,0.0,0.035266839949164706,-0.5,-0.6025,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,boredom,pleasure,0.3298768009211247,0.0,0.021794494717703367,-0.5,-0.505,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,boredom,potency,1.1771819014101102e-17,0.0,0.03570714214271424,0.2,0.28500000000000003,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,boredom,unpredictability,,0.0,0.0,0.5,0.5,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,boredom,valence,1.9418318074246103e-05,0.0,0.09273618495495702,-0.5,-0.6199999999999999,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,contempt,activity,,0.0,0.0,0.6,0.6,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,contempt,arousal,,0.0,0.0,0.6,0.6,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,contempt,dominance,1.9213266422509667e-12,0.047696960070847276,0.045825756949558386,-0.515,-0.6699999999999998,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,contempt,evaluation,,0.0,0.0,-0.8,-0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,contempt,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,contempt,potency,1.0176526986282565e-07,0.015612494995996012,0.049749371855331036,0.7975,0.7449999999999999,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,contempt,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,contempt,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,disappointment,activity,0.00029127305316525577,0.03799671038392667,0.0759934207678533,0.38249999999999995,0.43499999999999994,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,disappointment,arousal,0.0,0.0,0.0,0.4,0.6,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,disappointment,dominance,6.5420869613909e-07,0.05385164807134503,0.0,-0.59,-0.5,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,disappointment,evaluation,6.460847885658554e-05,0.04943429983321301,0.021794494717703384,-0.7575,-0.7949999999999999,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,disappointment,pleasure,0.000633913644361451,0.04898979485566361,0.03000000000000003,-0.7600000000000001,-0.7099999999999999,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,disappointment,potency,1.5254325618845306e-23,0.05267826876426368,0.0,0.4149999999999999,0.6,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,disappointment,unpredictability,1.0,1.1102230246251565e-16,1.1102230246251565e-16,0.6999999999999998,0.6999999999999998,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,disappointment,valence,0.32987680092112504,1.1102230246251565e-16,0.021794494717703387,-0.8000000000000002,-0.7950000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,disgust,activity,0.00017521744393931952,0.04898979485566354,0.039999999999999994,0.6599999999999999,0.62,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,disgust,arousal,,0.0,0.0,0.6,0.6,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,disgust,dominance,,0.0,0.0,-0.5,-0.5,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,disgust,evaluation,,0.0,0.0,-0.8,-0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,disgust,pleasure,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,disgust,potency,0.15991096003143135,0.021794494717703384,0.0,0.705,0.7,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,disgust,unpredictability,0.004729458789911784,0.047696960070847276,1.1102230246251565e-16,0.6349999999999999,0.5999999999999999,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,disgust,valence,1.0,1.1102230246251565e-16,1.1102230246251565e-16,-0.8000000000000002,-0.8000000000000002,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,distraction,activity,0.0,0.0,0.0,0.2,0.7,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,distraction,arousal,7.45558686403072e-46,0.0,0.03570714214271425,0.2,0.6849999999999999,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,distraction,dominance,0.004035915381626981,0.0,0.07999999999999999,-0.5,-0.5599999999999999,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,distraction,evaluation,2.354835333675199e-17,0.05361902647381803,0.0,-0.675,-0.8,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,distraction,pleasure,4.0177224466787057e-07,0.06403124237432847,0.040000000000000036,-0.6699999999999998,-0.78,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,distraction,potency,6.674514062928756e-76,0.02179449471770336,0.01561249499599599,0.29500000000000004,0.6975,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,distraction,unpredictability,0.010162572120690687,0.0916515138991168,1.1102230246251565e-16,0.6399999999999999,0.6999999999999998,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,distraction,valence,3.401422175285312e-17,0.04358898943540673,1.1102230246251565e-16,-0.51,-0.8000000000000002,True,True,True,True
groq_llama-4-scout-17b-16e-instruct,ecstasy,activity,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,ecstasy,arousal,,0.0,0.0,0.8,0.8,False,True,True,True
groq_llama-4-scout-17b-16e-instruct,ecstasy,dominance,3.305297714884387e-14,0.18999999999999997,0.0,0.37,-0.5,True,True,True,True
