client,concept,domain,measurement,dimension,format,response,model_name,condition,response_ok_syntax,response_ok_semantics,response_error_type
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"":
    ""value"" ,""reason"": ""Bicycles have a color""
  ,
  ""location"":
    ""value"" ,""reason"": ""Bicycles are found in a location""
  ,
  ""shape"":
    ""value"" ,""reason"": ""Bicycles have a shape""
  ,
  ""texture"":
    ""value"" ,""reason"": ""Bicycles have",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""car"",
  ""colour"":
    ""value""
    ,
    ""reason"": ""Always relevant across all concepts"",
    ""description"": ""Always relevant across all concepts""
  ,
  ""location"":
    ""value""
    ,
    ""reason"": ""Always relevant across all concepts"",
    ""description"": ""Always relevant across all concepts""
  ,
  ""size"":
    ""value""
    ,
   ",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"": ""apple"",
 ""colour"":
  {""value"": true,
   ""reason"": ""Apples are commonly identified and categorized by their color."",
   ""id"": ""colour""},
  ""location"":
   {""value"": true,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object."",
    ""id"": ""location""},
  ""shape"":
    {""value"": false,
     ""reason"": ""Shape is",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"":
    {
      ""value"": true,
      ""reason"": ""Colour is one of the key ways of identifying bicycles.""
    },
  ""location"":
    {
      ""value"": true,
      ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
    },
  ""shape"":
    {
      ""value"": true,
",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
""concept"": ""bicycle"",
""colour"":
    ""value"" ,""reason"": ""Colour is universally relevant across all concepts.""
,
""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
,
""shape"":
    ""value"" ,""reason"": ""Shape is universally relevant across all concepts.""
,
""texture"":
    ""value"" ,""reason",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value"" ,""reason"": ""Apples are commonly identified and categorized by their color."",
  ""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""scenario"":
    ""value"" ,""reason"": ""Scenario is always relevant as it helps contextualize the presence or use of any object.""
",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"":
    {
      ""value"": true,
      ""reason"": ""Apples are commonly identified and categorized by their color.""
    },
  ""location"":
    {
      ""value"": true,
      ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
    },
  ""shape"":
    {
      ""value"": true,
      ""reason",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"":
    ""value""
      ,
  ""location"":
    ""value""
      ,
  ""texture"":
    ""value""
      ,
  ""material"":
    ""value""
      ,
  ""scenario"":
    ""value""
      ,
  ""pattern"":
    ""value""
      ,
  ""context"":
    ""value""
      ,
  ""dis",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"": {
    ""value"": false,
    ""reason"": ""Colour is not relevant for bicycles, as they are not necessarily distinguishable by colour.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Bicycles can be identified by their shape.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is always relevant",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""bicycle"",""colour"":false,""shape"":true,""location"":true,""texture"":false,""material"":false,""scenario"":false,""pattern"":false,""context"":true,""disposition"":false,""function"":true,""size"":true,""weight"":true,""temperature"":false,""value"":false}
 ",llama_30b_standard,context,"{'concept': 'bicycle', 'colour': False, 'shape': True, 'location': True, 'texture': False, 'material': False, 'scenario': False, 'pattern': False, 'context': True, 'disposition': False, 'function': True, 'size': True, 'weight': True, 'temperature': False, 'value': False}",,Output format incorrect
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"":
    ""value"" ,""reason"": ""Colour is always relevant as it helps identify and categorize objects.""
  ,
  ""shape"":
    ""value"" ,""reason"": ""Shape is always relevant as it helps identify and categorize objects.""
  ,
  ""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"":
    {
      ""value"": true,
      ""reason"": ""The colour of a bicycle is useful to distinguish it from other objects.""
    }
  ,
  ""shape"":
    {
      ""value"": true,
      ""reason"": ""The shape of a bicycle is useful to distinguish it from other objects.""
    }
  ,
  ""location"":
    {
      """,llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is always relevant as it helps identify the concept.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  },
  ""material"": {
    ""value"": true,
    ""reason"": ""Material is always relevant",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""shape"": {
    ""value"": true,
    ""reason"": ""Shape helps to identify the object.""
  },
  ""size"": {
    ""value"": true,
    ""reason"": ""Size helps to identify the object.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  },",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"":
    {
      ""value"": true,
      ""reason"": ""Colour is a property that helps meaningfully characterize the bicycle concept.""
    },
  ""location"":
    {
      ""value"": true,
      ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
    },
  ""shape"":
    {
      ""value"": false",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
""concept"": ""apple""
}
",llama_30b_standard,context,{'concept': 'apple'},,Missing domains
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"":
    {
      ""value"": true,
      ""reason"": ""Bicycles are usually colored.""
    },
  ""location"":
    {
      ""value"": true,
      ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
    },
  ""shape"":
    {
      ""value"": true,
      ""reason"": ""Bicycles",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"":
    ""value"" ,""reason""
  :
    ""true"",""The color of the bicycle is important to know if you want to buy one.""
  :
    ""false"",""The color of a bicycle is not important to know if you want to buy one.""
  :
  ""shape""
    ,
    ""value"" :""reason""
    ,
    ""true"":""The shape",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bicycle"",
  ""colour"":
    ""value"" ,""reason""
    :
    true, ""Colour is a distinguishing feature of a bicycle.""
  :
  false, ""Colour is not a distinguishing feature of a bicycle.""
  :
  true, ""Colour is a distinguishing feature of a bicycle.""
  :
  true, ""Colour is a distinguishing feature of a bicy",llama_30b_standard,context,,,No syntax
llama_30b_standard,bicycle,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""bike"",
  ""colour"":
    ""value""
    ,
    ""reason"": ""Colour is always relevant to a concept. In the case of a bike, the colour of the bike is important to know because it can help identify which bike is which.""
  ,
  ""location"":
    ""value""
    ,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""knife"",
  ""colour"":
    ""value"" ,""reason""
  :
    ""true"" ,""Colour is a good descriptor to describe the concept.""
  :
    ""false"" ,""Colour is not a good descriptor to describe the concept.""
  :
    ""true"" ,""Colour is a good descriptor to describe the concept.""
  :
    ""true"" ,""Colour is a good",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""knife"",""scenario"":true,""size"":false,""value"":false,""shape"":true}
 																			",llama_30b_standard,context,"{'concept': 'knife', 'scenario': True, 'size': False, 'value': False, 'shape': True}",,Missing domains
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"" : ""knife"",
  ""colour"" :
  {
    ""value"" : true,
    ""reason"" : ""Colour is always relevant as it helps contextualize the presence or use of any object.""
  },
  ""location"" :
  {
    ""value"" : true,
    ""reason"" : ""Location is always relevant as it helps contextualize the presence or use of any object.""
  },
  ""shape",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""knife"",
  ""colour"":
    ""value"" ,""reason"": ""Colour is always relevant as it helps identify the object.""
  ,
  ""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""shape"":
    ""value"" ,""reason"": ""Shape is always relevant as it helps identify the object.""
  ,
",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{ ""concept"": ""apple"",
  ""colour"":
    ""value"" ,""reason"": ""Apples are commonly identified and categorized by their color."",
  ""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object."",
  ""function""
    :
    ""value"" ,""reason"": ""Every object has a function."",
  ""context""
    :
    ""value"" ,""",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value""
    ,
    ""reason"": ""Apples are commonly identified and categorized by their color.""
  ,
  ""location"":
    ""value""
    ,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""scenario"":
    ""value""
    ,
    ""reason"": ""The scenario in",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    {
      ""value"": true,
      ""reason"": ""Apples are commonly identified and categorized by their color.""
    },
  ""location"":
    {
      ""value"": true,
      ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
    },
  ""shape"":
    {
      ""value"": true,
      ""reason",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""knife""}
   																	",llama_30b_standard,context,{'concept': 'knife'},,Missing domains
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value"" ,""reason"": ""Apples are commonly identified and categorized by their color."",
  ""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""context"":
    ""value"" ,""reason"": ""Context is always relevant as it helps contextualize the presence or use of any object.""
",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""knife"",
  ""colour"":
    ""value"" ,""true""
    :""reason"" ,""Colour is always relevant, even if it is not always easy to describe.""
  :""shape""
    , ""value"" :""true""
    , ""reason"" :""Shape is always relevant, even if it is not always easy to describe.""
  ,
  ""location"":
    ""value"" ,""true""
   ",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
""concept"": ""knife"",
""colour"":
    ""value""
    ,
    ""reason"": ""Apples are commonly identified and categorized by their color."",
    ""location"":
    ""value""
    ,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object."",
    ""shape"":
    ""value""
    ,
    ""reason"": ""Shape is always relevant as it helps contextualize the",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
""concept"": ""apple"",
""colour"":
    {
        ""value"": true,
        ""reason"": ""Apples are commonly identified and categorized by their color.""
    },
""location"":
    {
        ""value"": true,
        ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
    },
""shape"":
    {
        ""value"": true,
        ""reason"": ""The shape",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""knife"",
  ""colour"":
    ""value""
    ,
    ""reason"": ""Colour is always relevant as it helps to distinguish the presence and use of any object.""
  ,
  ""shape"":
    ""value""
    ,
    ""reason"": ""Shape is always relevant as it helps to distinguish the presence and use of any object.""
  ,
  ""location"":
    ""value""
    ,
    ""reason",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value""
  ,
  ""location"":
    ""value""
  ,
  ""shape"":
    ""value""
  ,
  ""texture"":
    ""value""
  ,
  ""material"":
    ""value""
  ,
  ""scenario"":
    ""value""
  ,
  ""pattern"":
    ""value""
  ,
  ""context",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Apples are commonly identified and categorized by their color.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  },
  ""size"": {
    ""value"": true,
    ""reason"": ""Size is always relevant",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""knife"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""A knife can have any colour.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""A knife can have any shape.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""A knife can be located anywhere.""
  },
  ""texture"":",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""knife"",""value"":true,""reason"":""knife is a cutting instrument""}
  ",llama_30b_standard,context,"{'concept': 'knife', 'value': True, 'reason': 'knife is a cutting instrument'}",,Missing domains
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value"" ,""reason"": ""Apples are commonly identified and categorized by their color."",
  ""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object."",
  ""scenario"":
    ""value"" ,""reason"": ""A scenario helps to determine the context in which a particular concept is used.""
  ,
  """,llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
""concept"": ""apple"",
""colour"":
  {
    ""value"": true,
    ""reason"": ""Apples are commonly identified and categorized by their color.""
  },
  ""location"":
    {
    ""value"": true,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  },
  ""scenario"":
    {
    ""value"": true,
    ""reason"":",llama_30b_standard,context,,,No syntax
llama_30b_standard,knife,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Apples are commonly identified and categorized by their color.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  }
}
",llama_30b_standard,context,"{'concept': 'apple', 'colour': {'value': True, 'reason': 'Apples are commonly identified and categorized by their color.'}, 'location': {'value': True, 'reason': 'Location is always relevant as it helps contextualize the presence or use of any object.'}}",,Missing domains
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""sheep"",""colour"":""false"",""shape"":""true""}
 																			",llama_30b_standard,context,"{'concept': 'sheep', 'colour': 'false', 'shape': 'true'}",,Missing domains
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
    ""concept"": ""apple"",
    ""colour"": {
        ""value"": true,
        ""reason"": ""Apples are commonly identified and categorized by their color.""
    },
    ""location"": {
        ""value"": true,
        ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
    }
}
",llama_30b_standard,context,"{'concept': 'apple', 'colour': {'value': True, 'reason': 'Apples are commonly identified and categorized by their color.'}, 'location': {'value': True, 'reason': 'Location is always relevant as it helps contextualize the presence or use of any object.'}}",,Missing domains
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value"" ,""reason"": ""Apples are commonly identified and categorized by their color.""
  ,
  ""location"":
    ""value"" ,""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""shape"":
    ""value"" ,""reason"": ""The shape of an apple is important to know to understand what it is.""
  ,
 ",llama_30b_standard,context,,,No syntax
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value""
    ,
    ""reason""
    :
    ""Apples are commonly identified and categorized by their color."",
  ""location"":
    ""value""
    ,
    ""reason""
    :
    ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""texture"":
    ""value""
    ,
    ""reason""
",llama_30b_standard,context,,,No syntax
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
    ""concept"": ""apple"",
    ""colour"":
    {
        ""value"": true,
        ""reason"": ""Apples are commonly identified and categorized by their color.""
    }
}
",llama_30b_standard,context,"{'concept': 'apple', 'colour': {'value': True, 'reason': 'Apples are commonly identified and categorized by their color.'}}",,Missing domains
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""sheep"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Because sheep is a woolly animal.""
  },
  ""shape"": {
    ""value"": true,
    ""reason"": ""Because sheep is a woolly animal.""
  },
  ""location"": {
    ""value"": true,
    ""reason"": ""Because sheep is a woolly animal.""
  },
  ""text",llama_30b_standard,context,,,No syntax
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""sheep"",
  ""colour"":
    ""value""
    ,
    ""reason"": ""Apples are commonly identified and categorized by their color."",
  ""shape"":
    ""value""
    ,
    ""reason"": ""The shape of an apple is an important part of its identity."",
  ""location"":
    ""value""
    ,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object."",",llama_30b_standard,context,,,No syntax
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""sheep"",""colour"":""true"",""reason"":""colour is always relevant as it helps contextualize the presence or use of any object."",""shape"":""true"",""reason"":""shape is always relevant as it helps contextualize the presence or use of any object."",""location"":""true"",""reason"":""location is always relevant as it helps contextualize the presence or use of any object."",""texture"":""true"",""reason"":""texture is always relevant as it helps contextualize the presence or use of any object."",""material",llama_30b_standard,context,,,No syntax
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""sheep"",
  ""colour"":
    ""value""
    ,
    ""reason"": ""colour is always relevant""
  ,
  ""shape"":
    ""value""
    ,
    ""reason"": ""shape is always relevant""
  ,
  ""location"":
    ""value""
    ,
    ""reason"": ""location is always relevant""
  ,
  ""texture"":
    ""value""
    ,
    ""reason",llama_30b_standard,context,,,No syntax
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{""concept"":""sheep"",""colour"":true,""location"":true,""shape"":false,""size"":false,""weight"":false,""value"":false}
   																	",llama_30b_standard,context,"{'concept': 'sheep', 'colour': True, 'location': True, 'shape': False, 'size': False, 'weight': False, 'value': False}",,Missing domains
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""sheep"",
  ""colour"":
    {
      ""value"": true,
      ""reason"": ""the colour of sheep is usually white or brown.""
    },
  ""location"":
    {
      ""value"": true,
      ""reason"": ""location is always relevant as it helps contextualize the presence or use of any object.""
    },
  ""scenario"":
    {
      ""value"": true,
      ""reason"": ""Sheep",llama_30b_standard,context,,,No syntax
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value: true, ""
    ,
    ""reason"": ""Apples are commonly identified and categorized by their color."",
  ""location"":
    ""value: true, ""
    ,
    ""reason"": ""Location is always relevant as it helps contextualize the presence or use of any object.""
  ,
  ""shape"":
    ""value: false, ""
    ,
    ""reason"": ""It is",llama_30b_standard,context,,,No syntax
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""apple"",
  ""colour"":
    ""value""
    ,
  ""location"":
    ""value""
    ,
  ""shape"":
    ""value""
    ,
  ""texture"":
    ""value""
    ,
  ""material"":
    ""value""
    ,
  ""scenario"":
    ""value""
    ,
  ""pattern"":
    ""value""
    ,
  ""context"":
    """,llama_30b_standard,context,,,No syntax
llama_30b_standard,sheep,"['colour', 'shape', 'location', 'texture', 'material', 'scenario', 'pattern', 'context', 'disposition', 'function', 'size', 'weight', 'temperature', 'value']",,,avg,"{
  ""concept"": ""sheep"",
  ""colour"": {
    ""value"": true,
    ""reason"": ""Colour is always relevant as it helps contextualize the presence or use of any object.""
  },
  ""location"": {
    ""value"": false,
    ""reason"": ""Location is not relevant in this context. The description already mentions that sheep are related to goat.""
  }
}
",llama_30b_standard,context,"{'concept': 'sheep', 'colour': {'value': True, 'reason': 'Colour is always relevant as it helps contextualize the presence or use of any object.'}, 'location': {'value': False, 'reason': 'Location is not relevant in this context. The description already mentions that sheep are related to goat.'}}",,Missing domains
