model,emotion,definition_1,definition_2,dimension,mean_def1,mean_def2,diff,t_stat,p_val,significant
groq_llama-4-maverick-17b-128e-instruct,rage,cambridge,sentiwordnet,dominance,-0.765,-0.40499999999999997,-0.36000000000000004,-3.3783,0.0031,True
groq_llama-4-maverick-17b-128e-instruct,rage,cambridge,sentiwordnet,evaluation,-0.8975,-0.9,0.0025000000000000577,1.0,0.3235,False
groq_llama-4-maverick-17b-128e-instruct,rage,cambridge,sentiwordnet,pleasure,-0.8999999999999998,-0.8550000000000001,-0.04499999999999971,-3.9428,0.0009,True
groq_llama-4-maverick-17b-128e-instruct,rage,cambridge,sentiwordnet,potency,0.8625,0.8100000000000002,0.05249999999999988,5.7566,0.0,True
groq_llama-4-maverick-17b-128e-instruct,rage,cambridge,sentiwordnet,unpredictability,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-maverick-17b-128e-instruct,rage,cambridge,sentiwordnet,valence,-0.8999999999999998,-0.8949999999999999,-0.004999999999999893,-1.0,0.3299,False
groq_llama-4-maverick-17b-128e-instruct,remorse,cambridge,sentiwordnet,activity,0.7,0.7375,-0.03750000000000009,-4.8374,0.0,True
groq_llama-4-maverick-17b-128e-instruct,remorse,cambridge,sentiwordnet,arousal,0.605,0.7,-0.09499999999999997,-27.2213,0.0,True
groq_llama-4-maverick-17b-128e-instruct,remorse,cambridge,sentiwordnet,dominance,-0.47000000000000003,-0.5,0.02999999999999997,1.8311,0.0828,False
groq_llama-4-maverick-17b-128e-instruct,remorse,cambridge,sentiwordnet,evaluation,-0.8,-0.8074999999999999,0.00749999999999984,1.7782,0.0832,False
groq_llama-4-maverick-17b-128e-instruct,remorse,cambridge,sentiwordnet,pleasure,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-maverick-17b-128e-instruct,remorse,cambridge,sentiwordnet,potency,0.5025000000000001,0.7,-0.1974999999999999,-11.8993,0.0,True
groq_llama-4-maverick-17b-128e-instruct,remorse,cambridge,sentiwordnet,unpredictability,0.4000000000000001,0.4250000000000001,-0.025000000000000022,-1.4217,0.1713,False
groq_llama-4-maverick-17b-128e-instruct,remorse,cambridge,sentiwordnet,valence,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sadness,cambridge,sentiwordnet,activity,0.40499999999999997,0.4,0.004999999999999949,1.0,0.3235,False
groq_llama-4-maverick-17b-128e-instruct,sadness,cambridge,sentiwordnet,arousal,0.39,0.395,-0.0050000000000000044,-0.8421,0.4026,False
groq_llama-4-maverick-17b-128e-instruct,sadness,cambridge,sentiwordnet,dominance,-0.5,-0.515,0.015000000000000013,1.3708,0.1864,False
groq_llama-4-maverick-17b-128e-instruct,sadness,cambridge,sentiwordnet,evaluation,-0.8,-0.8,0.0,,,False
groq_llama-4-maverick-17b-128e-instruct,sadness,cambridge,sentiwordnet,pleasure,-0.7950000000000002,-0.7650000000000002,-0.029999999999999916,-2.4936,0.0192,True
groq_llama-4-maverick-17b-128e-instruct,sadness,cambridge,sentiwordnet,potency,0.35750000000000004,0.39625,-0.03874999999999995,-4.7303,0.0,True
groq_llama-4-maverick-17b-128e-instruct,sadness,cambridge,sentiwordnet,unpredictability,0.555,0.5834999999999999,-0.02849999999999986,-0.8483,0.4018,False
groq_llama-4-maverick-17b-128e-instruct,sadness,cambridge,sentiwordnet,valence,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-maverick-17b-128e-instruct,serenity,cambridge,sentiwordnet,activity,0.2,0.2,0.0,,,False
groq_llama-4-maverick-17b-128e-instruct,serenity,cambridge,sentiwordnet,arousal,0.2,0.2,0.0,,,False
groq_llama-4-maverick-17b-128e-instruct,serenity,cambridge,sentiwordnet,dominance,0.20000000000000004,0.20000000000000004,0.0,0.0,1.0,False
groq_llama-4-maverick-17b-128e-instruct,serenity,cambridge,sentiwordnet,evaluation,0.8,0.8,0.0,,,False
groq_llama-4-maverick-17b-128e-instruct,serenity,cambridge,sentiwordnet,pleasure,0.8000000000000002,0.735,0.06500000000000017,3.901,0.001,True
groq_llama-4-maverick-17b-128e-instruct,serenity,cambridge,sentiwordnet,potency,0.205,0.2,0.004999999999999977,1.4327,0.1599,False
groq_llama-4-maverick-17b-128e-instruct,serenity,cambridge,sentiwordnet,unpredictability,0.24000000000000005,0.20000000000000004,0.04000000000000001,3.559,0.0021,True
groq_llama-4-maverick-17b-128e-instruct,serenity,cambridge,sentiwordnet,valence,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-maverick-17b-128e-instruct,submission,cambridge,sentiwordnet,activity,0.39,0.205,0.18500000000000003,31.1568,0.0,True
groq_llama-4-maverick-17b-128e-instruct,submission,cambridge,sentiwordnet,arousal,0.33,0.2,0.13,17.716,0.0,True
groq_llama-4-maverick-17b-128e-instruct,submission,cambridge,sentiwordnet,dominance,-0.52,-0.6899999999999998,0.16999999999999982,9.9918,0.0,True
groq_llama-4-maverick-17b-128e-instruct,submission,cambridge,sentiwordnet,evaluation,-0.5,-0.495,-0.0050000000000000044,-1.0,0.3235,False
groq_llama-4-maverick-17b-128e-instruct,submission,cambridge,sentiwordnet,pleasure,-0.49000000000000005,-0.13999999999999999,-0.3500000000000001,-4.7467,0.0001,True
groq_llama-4-maverick-17b-128e-instruct,submission,cambridge,sentiwordnet,potency,0.2975,0.28250000000000003,0.014999999999999958,2.2804,0.0267,True
groq_llama-4-maverick-17b-128e-instruct,submission,cambridge,sentiwordnet,unpredictability,0.4000000000000001,0.33999999999999997,0.06000000000000011,5.3385,0.0,True
groq_llama-4-maverick-17b-128e-instruct,submission,cambridge,sentiwordnet,valence,-0.5,-0.2899999999999999,-0.21000000000000008,-30.5123,0.0,True
groq_llama-4-maverick-17b-128e-instruct,surprise,cambridge,sentiwordnet,activity,0.7925000000000001,0.8,-0.007499999999999951,-1.7782,0.0832,False
groq_llama-4-maverick-17b-128e-instruct,surprise,cambridge,sentiwordnet,arousal,0.8,0.8,0.0,,,False
groq_llama-4-maverick-17b-128e-instruct,surprise,cambridge,sentiwordnet,dominance,-0.4600000000000001,-0.5,0.039999999999999925,2.1794,0.0421,True
groq_llama-4-maverick-17b-128e-instruct,surprise,cambridge,sentiwordnet,evaluation,0.065,0.0,0.065,4.3333,0.0001,True
groq_llama-4-maverick-17b-128e-instruct,surprise,cambridge,sentiwordnet,pleasure,0.20000000000000004,0.20000000000000004,0.0,0.0,1.0,False
groq_llama-4-maverick-17b-128e-instruct,surprise,cambridge,sentiwordnet,potency,0.7,0.7975,-0.09750000000000003,-39.0,0.0,True
groq_llama-4-maverick-17b-128e-instruct,surprise,cambridge,sentiwordnet,unpredictability,0.6899999999999998,0.8000000000000002,-0.11000000000000032,-11.0,0.0,True
groq_llama-4-maverick-17b-128e-instruct,surprise,cambridge,sentiwordnet,valence,0.19000000000000003,0.04,0.15000000000000002,7.1768,0.0,True
groq_llama-4-maverick-17b-128e-instruct,terror,cambridge,sentiwordnet,activity,0.8825,0.8800000000000001,0.0024999999999998357,0.283,0.7779,False
groq_llama-4-maverick-17b-128e-instruct,terror,cambridge,sentiwordnet,arousal,0.8850000000000001,0.9,-0.014999999999999902,-2.6234,0.0124,True
groq_llama-4-maverick-17b-128e-instruct,terror,cambridge,sentiwordnet,dominance,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-maverick-17b-128e-instruct,terror,cambridge,sentiwordnet,evaluation,-0.9,-0.9,0.0,,,False
groq_llama-4-maverick-17b-128e-instruct,terror,cambridge,sentiwordnet,pleasure,-0.9099999999999998,-0.8999999999999998,-0.010000000000000009,-1.453,0.1625,False
groq_llama-4-maverick-17b-128e-instruct,terror,cambridge,sentiwordnet,potency,0.9,0.9,0.0,,,False
groq_llama-4-maverick-17b-128e-instruct,terror,cambridge,sentiwordnet,unpredictability,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-maverick-17b-128e-instruct,terror,cambridge,sentiwordnet,valence,-0.8999999999999998,-0.8999999999999998,0.0,0.0,1.0,False
groq_llama-4-maverick-17b-128e-instruct,trust,cambridge,sentiwordnet,activity,0.3,0.4725,-0.1725,-9.8366,0.0,True
groq_llama-4-maverick-17b-128e-instruct,trust,cambridge,sentiwordnet,arousal,0.27,0.4,-0.13,-17.716,0.0,True
groq_llama-4-maverick-17b-128e-instruct,trust,cambridge,sentiwordnet,dominance,0.20000000000000004,0.22000000000000003,-0.01999999999999999,-1.7097,0.1036,False
groq_llama-4-maverick-17b-128e-instruct,trust,cambridge,sentiwordnet,evaluation,0.7375,0.7275,0.010000000000000009,0.9482,0.346,False
groq_llama-4-maverick-17b-128e-instruct,trust,cambridge,sentiwordnet,pleasure,0.7099999999999997,0.6999999999999998,0.009999999999999898,1.453,0.1625,False
groq_llama-4-maverick-17b-128e-instruct,trust,cambridge,sentiwordnet,potency,0.7,0.7,0.0,,,False
groq_llama-4-maverick-17b-128e-instruct,trust,cambridge,sentiwordnet,unpredictability,0.4000000000000001,0.31999999999999995,0.08000000000000013,8.7178,0.0,True
groq_llama-4-maverick-17b-128e-instruct,trust,cambridge,sentiwordnet,valence,0.775,0.6999999999999998,0.07500000000000018,7.5498,0.0,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,cambridge,sentiwordnet,activity,0.72,0.8,-0.08000000000000007,-12.49,0.0,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,cambridge,sentiwordnet,arousal,0.7175,0.7949999999999999,-0.0774999999999999,-11.049,0.0,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,cambridge,sentiwordnet,dominance,0.5,0.6999999999999998,-0.19999999999999984,-7852294263150164.0,0.0,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,cambridge,sentiwordnet,evaluation,-0.495,0.1125,-0.6075,-20.7067,0.0,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,cambridge,sentiwordnet,pleasure,-0.16500000000000004,0.20000000000000004,-0.3650000000000001,-12.873,0.0,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,cambridge,sentiwordnet,potency,0.7,0.75,-0.050000000000000044,-6.245,0.0,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,cambridge,sentiwordnet,unpredictability,0.51,0.4000000000000001,0.10999999999999993,3.8025,0.0012,True
groq_llama-4-maverick-17b-128e-instruct,vigilance,cambridge,sentiwordnet,valence,-0.35,-0.20500000000000002,-0.14499999999999996,-6.0331,0.0,True
groq_llama-4-scout-17b-16e-instruct,acceptance,cambridge,sentiwordnet,activity,0.5,0.20249999999999999,0.2975,119.0,0.0,True
groq_llama-4-scout-17b-16e-instruct,acceptance,cambridge,sentiwordnet,arousal,0.20249999999999999,0.2,0.0024999999999999745,1.0,0.3235,False
groq_llama-4-scout-17b-16e-instruct,acceptance,cambridge,sentiwordnet,dominance,0.16500000000000004,-0.35,0.515,13.7189,0.0,True
groq_llama-4-scout-17b-16e-instruct,acceptance,cambridge,sentiwordnet,evaluation,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,acceptance,cambridge,sentiwordnet,pleasure,0.735,0.7800000000000001,-0.04500000000000015,-2.3657,0.0248,True
groq_llama-4-scout-17b-16e-instruct,acceptance,cambridge,sentiwordnet,potency,0.31500000000000006,0.3,0.015000000000000069,2.6234,0.0124,True
groq_llama-4-scout-17b-16e-instruct,acceptance,cambridge,sentiwordnet,unpredictability,0.5,0.49000000000000005,0.009999999999999953,1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,acceptance,cambridge,sentiwordnet,valence,0.7700000000000001,0.8000000000000002,-0.030000000000000027,-2.8536,0.0102,True
groq_llama-4-scout-17b-16e-instruct,admiration,cambridge,sentiwordnet,activity,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,admiration,cambridge,sentiwordnet,arousal,0.5,0.6,-0.09999999999999998,-6.245,0.0,True
groq_llama-4-scout-17b-16e-instruct,admiration,cambridge,sentiwordnet,dominance,-0.23000000000000004,0.20000000000000004,-0.43000000000000005,-40.9012,0.0,True
groq_llama-4-scout-17b-16e-instruct,admiration,cambridge,sentiwordnet,evaluation,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,admiration,cambridge,sentiwordnet,pleasure,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,admiration,cambridge,sentiwordnet,potency,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,admiration,cambridge,sentiwordnet,unpredictability,0.5,0.495,0.0050000000000000044,1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,admiration,cambridge,sentiwordnet,valence,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,aggressiveness,cambridge,sentiwordnet,activity,0.7,0.8,-0.10000000000000009,-inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,cambridge,sentiwordnet,arousal,0.7,0.7975,-0.09750000000000003,-39.0,0.0,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,cambridge,sentiwordnet,dominance,0.5,0.53,-0.030000000000000027,-2.8536,0.0102,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,cambridge,sentiwordnet,evaluation,-0.8,-0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,aggressiveness,cambridge,sentiwordnet,pleasure,-0.6999999999999998,-0.7950000000000002,0.0950000000000003,19.0,0.0,True
groq_llama-4-scout-17b-16e-instruct,aggressiveness,cambridge,sentiwordnet,potency,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,aggressiveness,cambridge,sentiwordnet,unpredictability,0.6999999999999998,0.6999999999999998,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,aggressiveness,cambridge,sentiwordnet,valence,-0.735,-0.8000000000000002,0.06500000000000017,5.9402,0.0,True
groq_llama-4-scout-17b-16e-instruct,amazement,cambridge,sentiwordnet,activity,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,amazement,cambridge,sentiwordnet,arousal,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,amazement,cambridge,sentiwordnet,dominance,-0.5,-0.5,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,amazement,cambridge,sentiwordnet,evaluation,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,amazement,cambridge,sentiwordnet,pleasure,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,amazement,cambridge,sentiwordnet,potency,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,amazement,cambridge,sentiwordnet,unpredictability,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,amazement,cambridge,sentiwordnet,valence,0.8000000000000002,0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,anger,cambridge,sentiwordnet,activity,0.7350000000000001,0.7975,-0.06249999999999989,-7.7771,0.0,True
groq_llama-4-scout-17b-16e-instruct,anger,cambridge,sentiwordnet,arousal,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,anger,cambridge,sentiwordnet,dominance,-0.41,0.24500000000000002,-0.655,-17.256,0.0,True
groq_llama-4-scout-17b-16e-instruct,anger,cambridge,sentiwordnet,evaluation,-0.8,-0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,anger,cambridge,sentiwordnet,pleasure,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,anger,cambridge,sentiwordnet,potency,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,anger,cambridge,sentiwordnet,unpredictability,0.6699999999999998,0.6999999999999998,-0.030000000000000027,-2.8536,0.0102,True
groq_llama-4-scout-17b-16e-instruct,anger,cambridge,sentiwordnet,valence,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,annoyance,cambridge,sentiwordnet,activity,0.6,0.5974999999999999,0.0025000000000000577,1.0,0.3235,False
groq_llama-4-scout-17b-16e-instruct,annoyance,cambridge,sentiwordnet,arousal,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,annoyance,cambridge,sentiwordnet,dominance,-0.54,-0.5,-0.040000000000000036,-3.559,0.0021,True
groq_llama-4-scout-17b-16e-instruct,annoyance,cambridge,sentiwordnet,evaluation,-0.7875,-0.8,0.012500000000000067,2.3604,0.0234,True
groq_llama-4-scout-17b-16e-instruct,annoyance,cambridge,sentiwordnet,pleasure,-0.7950000000000002,-0.8000000000000002,0.0050000000000000044,1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,annoyance,cambridge,sentiwordnet,potency,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,annoyance,cambridge,sentiwordnet,unpredictability,0.5,0.5,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,annoyance,cambridge,sentiwordnet,valence,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,anticipation,cambridge,sentiwordnet,activity,0.6875,0.6,0.08750000000000002,16.5227,0.0,True
groq_llama-4-scout-17b-16e-instruct,anticipation,cambridge,sentiwordnet,arousal,0.6975,0.6,0.09750000000000003,39.0,0.0,True
groq_llama-4-scout-17b-16e-instruct,anticipation,cambridge,sentiwordnet,dominance,0.20000000000000004,0.51,-0.30999999999999994,-45.042,0.0,True
groq_llama-4-scout-17b-16e-instruct,anticipation,cambridge,sentiwordnet,evaluation,0.6025,0.5,0.10250000000000004,7.7948,0.0,True
groq_llama-4-scout-17b-16e-instruct,anticipation,cambridge,sentiwordnet,pleasure,0.6949999999999998,0.5,0.19499999999999984,39.0,0.0,True
groq_llama-4-scout-17b-16e-instruct,anticipation,cambridge,sentiwordnet,potency,0.6,0.605,-0.0050000000000000044,-1.4327,0.1599,False
groq_llama-4-scout-17b-16e-instruct,anticipation,cambridge,sentiwordnet,unpredictability,0.5,0.5,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,anticipation,cambridge,sentiwordnet,valence,0.6999999999999998,0.5,0.19999999999999984,7852294263150164.0,0.0,True
groq_llama-4-scout-17b-16e-instruct,apprehension,cambridge,sentiwordnet,activity,0.6025,0.6,0.0025000000000000577,1.0,0.3235,False
groq_llama-4-scout-17b-16e-instruct,apprehension,cambridge,sentiwordnet,arousal,0.6,0.605,-0.0050000000000000044,-1.4327,0.1599,False
groq_llama-4-scout-17b-16e-instruct,apprehension,cambridge,sentiwordnet,dominance,-0.54,-0.5849999999999999,0.04499999999999982,3.2356,0.0027,True
groq_llama-4-scout-17b-16e-instruct,apprehension,cambridge,sentiwordnet,evaluation,-0.635,-0.7024999999999999,0.0674999999999999,7.6722,0.0,True
groq_llama-4-scout-17b-16e-instruct,apprehension,cambridge,sentiwordnet,pleasure,-0.6299999999999999,-0.7299999999999999,0.09999999999999998,6.7259,0.0,True
groq_llama-4-scout-17b-16e-instruct,apprehension,cambridge,sentiwordnet,potency,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,apprehension,cambridge,sentiwordnet,unpredictability,0.6949999999999998,0.6999999999999998,-0.0050000000000000044,-1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,apprehension,cambridge,sentiwordnet,valence,-0.6199999999999999,-0.7049999999999998,0.08499999999999996,8.1337,0.0,True
groq_llama-4-scout-17b-16e-instruct,awe,cambridge,sentiwordnet,activity,0.7,0.7150000000000001,-0.015000000000000124,-2.6234,0.0124,True
groq_llama-4-scout-17b-16e-instruct,awe,cambridge,sentiwordnet,arousal,0.7,0.795,-0.09500000000000008,-27.2213,0.0,True
groq_llama-4-scout-17b-16e-instruct,awe,cambridge,sentiwordnet,dominance,-0.5,-0.5,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,awe,cambridge,sentiwordnet,evaluation,0.485,0.8,-0.31500000000000006,-30.0867,0.0,True
groq_llama-4-scout-17b-16e-instruct,awe,cambridge,sentiwordnet,pleasure,-0.20000000000000004,0.8000000000000002,-1.0000000000000002,-3.8089221941646776e+16,0.0,True
groq_llama-4-scout-17b-16e-instruct,awe,cambridge,sentiwordnet,potency,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,awe,cambridge,sentiwordnet,unpredictability,0.6999999999999998,0.6949999999999998,0.0050000000000000044,1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,awe,cambridge,sentiwordnet,valence,0.19000000000000003,0.8000000000000002,-0.6100000000000001,-88.6309,0.0,True
groq_llama-4-scout-17b-16e-instruct,boredom,cambridge,sentiwordnet,activity,0.2,0.2,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,boredom,cambridge,sentiwordnet,arousal,0.2,0.2,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,boredom,cambridge,sentiwordnet,dominance,-0.5,-0.5,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,boredom,cambridge,sentiwordnet,evaluation,-0.5,-0.6025,0.10250000000000004,18.1505,0.0,True
groq_llama-4-scout-17b-16e-instruct,boredom,cambridge,sentiwordnet,pleasure,-0.5,-0.505,0.0050000000000000044,1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,boredom,cambridge,sentiwordnet,potency,0.2,0.28500000000000003,-0.08500000000000002,-14.8661,0.0,True
groq_llama-4-scout-17b-16e-instruct,boredom,cambridge,sentiwordnet,unpredictability,0.5,0.5,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,boredom,cambridge,sentiwordnet,valence,-0.5,-0.6199999999999999,0.11999999999999988,5.6404,0.0,True
groq_llama-4-scout-17b-16e-instruct,contempt,cambridge,sentiwordnet,activity,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,contempt,cambridge,sentiwordnet,arousal,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,contempt,cambridge,sentiwordnet,dominance,-0.515,-0.6699999999999998,0.1549999999999998,10.2146,0.0,True
groq_llama-4-scout-17b-16e-instruct,contempt,cambridge,sentiwordnet,evaluation,-0.8,-0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,contempt,cambridge,sentiwordnet,pleasure,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,contempt,cambridge,sentiwordnet,potency,0.7975,0.7449999999999999,0.0525000000000001,6.2879,0.0,True
groq_llama-4-scout-17b-16e-instruct,contempt,cambridge,sentiwordnet,unpredictability,0.6999999999999998,0.6999999999999998,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,contempt,cambridge,sentiwordnet,valence,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,disappointment,cambridge,sentiwordnet,activity,0.38249999999999995,0.43499999999999994,-0.05249999999999999,-3.8589,0.0003,True
groq_llama-4-scout-17b-16e-instruct,disappointment,cambridge,sentiwordnet,arousal,0.4,0.6,-0.19999999999999996,-inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,disappointment,cambridge,sentiwordnet,dominance,-0.59,-0.5,-0.08999999999999997,-7.2848,0.0,True
groq_llama-4-scout-17b-16e-instruct,disappointment,cambridge,sentiwordnet,evaluation,-0.7575,-0.7949999999999999,0.03749999999999998,4.3348,0.0001,True
groq_llama-4-scout-17b-16e-instruct,disappointment,cambridge,sentiwordnet,pleasure,-0.7600000000000001,-0.7099999999999999,-0.050000000000000266,-3.7939,0.0006,True
groq_llama-4-scout-17b-16e-instruct,disappointment,cambridge,sentiwordnet,potency,0.4149999999999999,0.6,-0.18500000000000005,-21.9317,0.0,True
groq_llama-4-scout-17b-16e-instruct,disappointment,cambridge,sentiwordnet,unpredictability,0.6999999999999998,0.6999999999999998,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,disappointment,cambridge,sentiwordnet,valence,-0.8000000000000002,-0.7950000000000002,-0.0050000000000000044,-1.0,0.3299,False
groq_llama-4-scout-17b-16e-instruct,disgust,cambridge,sentiwordnet,activity,0.6599999999999999,0.62,0.039999999999999925,3.9497,0.0002,True
groq_llama-4-scout-17b-16e-instruct,disgust,cambridge,sentiwordnet,arousal,0.6,0.6,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,disgust,cambridge,sentiwordnet,dominance,-0.5,-0.5,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,disgust,cambridge,sentiwordnet,evaluation,-0.8,-0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,disgust,cambridge,sentiwordnet,pleasure,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,disgust,cambridge,sentiwordnet,potency,0.705,0.7,0.0050000000000000044,1.4327,0.1599,False
groq_llama-4-scout-17b-16e-instruct,disgust,cambridge,sentiwordnet,unpredictability,0.6349999999999999,0.5999999999999999,0.03500000000000003,3.1986,0.0047,True
groq_llama-4-scout-17b-16e-instruct,disgust,cambridge,sentiwordnet,valence,-0.8000000000000002,-0.8000000000000002,0.0,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,distraction,cambridge,sentiwordnet,activity,0.2,0.7,-0.49999999999999994,-inf,0.0,True
groq_llama-4-scout-17b-16e-instruct,distraction,cambridge,sentiwordnet,arousal,0.2,0.6849999999999999,-0.48499999999999993,-84.824,0.0,True
groq_llama-4-scout-17b-16e-instruct,distraction,cambridge,sentiwordnet,dominance,-0.5,-0.5599999999999999,0.05999999999999994,3.2692,0.004,True
groq_llama-4-scout-17b-16e-instruct,distraction,cambridge,sentiwordnet,evaluation,-0.675,-0.8,0.125,14.5587,0.0,True
groq_llama-4-scout-17b-16e-instruct,distraction,cambridge,sentiwordnet,pleasure,-0.6699999999999998,-0.78,0.11000000000000021,6.3509,0.0,True
groq_llama-4-scout-17b-16e-instruct,distraction,cambridge,sentiwordnet,potency,0.29500000000000004,0.6975,-0.40249999999999997,-93.7582,0.0,True
groq_llama-4-scout-17b-16e-instruct,distraction,cambridge,sentiwordnet,unpredictability,0.6399999999999999,0.6999999999999998,-0.05999999999999994,-2.8536,0.0102,True
groq_llama-4-scout-17b-16e-instruct,distraction,cambridge,sentiwordnet,valence,-0.51,-0.8000000000000002,0.29000000000000015,29.0,0.0,True
groq_llama-4-scout-17b-16e-instruct,ecstasy,cambridge,sentiwordnet,activity,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,ecstasy,cambridge,sentiwordnet,arousal,0.8,0.8,0.0,,,False
groq_llama-4-scout-17b-16e-instruct,ecstasy,cambridge,sentiwordnet,dominance,0.37,-0.5,0.87,19.9592,0.0,True
groq_llama-4-scout-17b-16e-instruct,ecstasy,cambridge,sentiwordnet,evaluation,0.8949999999999999,0.8275,0.0674999999999999,8.4839,0.0,True
groq_llama-4-scout-17b-16e-instruct,ecstasy,cambridge,sentiwordnet,pleasure,0.8699999999999999,0.8350000000000002,0.0349999999999997,2.3065,0.0266,True
groq_llama-4-scout-17b-16e-instruct,ecstasy,cambridge,sentiwordnet,potency,0.8,0.8149999999999998,-0.014999999999999791,-2.6234,0.0124,True
groq_llama-4-scout-17b-16e-instruct,ecstasy,cambridge,sentiwordnet,unpredictability,0.24000000000000005,0.7049999999999998,-0.4649999999999998,-24.4452,0.0,True
groq_llama-4-scout-17b-16e-instruct,ecstasy,cambridge,sentiwordnet,valence,0.8999999999999998,0.89,0.009999999999999787,1.453,0.1625,False
